vacID,dateID,province,partial,fully,booster
313,25,BC,4296151,823371,0
314,25,AB,3721419,1040740,0
315,25,SK,981734,275362,0
316,25,MB,1159280,291240,41
317,25,ON,12366899,2725302,0
318,25,QC,7483965,1413794,750
319,25,NL,404055,41336,0
320,25,NB,649110,121777,0
321,25,NS,752599,73600,0
322,25,PE,123208,18828,0
323,25,YT,56640,26262,0
324,25,NT,57215,26383,0
325,25,NU,33958,15867,0
326,26,BC,4703549,1167117,0
327,26,AB,4022084,1307433,0
328,26,SK,1092980,374384,0
329,26,MB,1324778,438301,55
330,26,ON,13824469,3988105,0
331,26,QC,8121932,1993791,1014
332,26,NL,441692,67867,0
333,26,NB,725042,189927,0
334,26,NS,847830,147001,0
335,26,PE,136472,23793,0
336,26,YT,58092,27055,0
337,26,NT,58840,27413,0
338,26,NU,36791,16026,0
339,27,BC,5124693,1526711,0
340,27,AB,4432975,1685067,0
341,27,SK,1202927,474034,0
342,27,MB,1500753,590786,74
343,27,ON,15365003,5377506,0
344,27,QC,8853525,2672618,1456
345,27,NL,489622,100584,0
346,27,NB,808951,266840,0
347,27,NS,961653,253331,0
348,27,PE,150370,33804,0
349,27,YT,59373,27917,0
350,27,NT,60053,28182,0
351,27,NU,37773,16379,0
352,28,BC,5565983,1915919,0
353,28,AB,4777367,1998692,0
354,28,SK,1288868,549537,0
355,28,MB,1618806,690266,86
356,28,ON,16827434,6702624,0
357,28,QC,9578514,3350354,2931
358,28,NL,537599,145174,0
359,28,NB,890757,340583,0
360,28,NS,1085267,369412,0
361,28,PE,161660,43065,0
362,28,YT,61158,29071,0
363,28,NT,60876,28748,0
364,28,NU,38668,16902,0
365,29,BC,6004668,2310888,0
366,29,AB,4980821,2177629,0
367,29,SK,1341561,593819,0
368,29,MB,1691511,748344,103
369,29,ON,17979575,7726829,0
370,29,QC,10228130,3952269,3317
371,29,NL,582878,186374,0
372,29,NB,958918,401409,0
373,29,NS,1193508,470591,0
374,29,PE,174815,53753,0
375,29,YT,61883,29621,0
376,29,NT,61741,29287,0
377,29,NU,40754,18455,0
378,30,BC,6422503,2692024,0
379,30,AB,5157947,2331079,0
380,30,SK,1381066,625944,0
381,30,MB,1749940,795051,139
382,30,ON,18848661,8480761,0
383,30,QC,10845231,4524683,3754
384,30,NL,625002,226357,0
385,30,NB,1005101,441023,0
386,30,NS,1271948,541389,0
387,30,PE,187160,64478,0
388,30,YT,62666,30199,0
389,30,NT,62725,29940,0
390,30,NU,41311,18816,0
391,31,BC,6774257,3008360,0
392,31,AB,5294361,2444290,0
393,31,SK,1411497,650100,0
394,31,MB,1824985,855874,165
395,31,ON,19459198,8985638,0
396,31,QC,11343916,4978580,6049
397,31,NL,662606,260035,0
398,31,NB,1031439,462780,0
399,31,NS,1345401,606975,0
400,31,PE,199191,75318,0
401,31,YT,63242,30533,0
402,31,NT,63564,30497,0
403,31,NU,42032,19313,0
404,32,BC,6993104,3195128,0
405,32,AB,5365607,2497933,0
406,32,SK,1430018,664144,0
407,32,MB,1857993,881813,193
408,32,ON,19825240,9280698,0
409,32,QC,11704087,5292402,8620
410,32,NL,698395,291870,0
411,32,NB,1051567,478750,0
412,32,NS,1387232,643507,0
413,32,PE,210946,85833,0
414,32,YT,63824,30921,0
415,32,NT,64296,30999,0
416,32,NU,42715,19794,0
417,33,BC,7164020,3337348,0
418,33,AB,5423834,2539474,0
419,33,SK,1444378,674499,0
420,33,MB,1879818,898150,223
421,33,ON,20146936,9532105,0
422,33,QC,12015886,5545329,11580
423,33,NL,730140,319200,0
424,33,NB,1068501,491599,0
425,33,NS,1403617,657205,0
426,33,PE,222436,96307,0
427,33,YT,64263,31259,0
428,33,NT,64729,31283,0
429,33,NU,43158,20081,0
430,34,BC,7296096,3442163,0
431,34,AB,5477098,2574709,0
432,34,SK,1458806,684023,0
433,34,MB,1899659,911813,244
434,34,ON,20433440,9731926,0
435,34,QC,12325831,5797637,14545
436,34,NL,760145,346676,0
437,34,NB,1082569,501598,0
438,34,NS,1422963,671921,0
439,34,PE,232741,105678,0
440,34,YT,64595,31502,0
441,34,NT,65467,31756,0
442,34,NU,43628,20369,0
443,35,BC,7408715,3514485,0
444,35,AB,5528420,2606944,0
445,35,SK,1472272,692313,0
446,35,MB,1919940,924959,285
447,35,ON,20679316,9892465,0
448,35,QC,12558779,5976384,17479
449,35,NL,776397,360371,0
450,35,NB,1104142,518501,0
451,35,NS,1439698,685346,0
452,35,PE,239883,111966,0
453,35,YT,65139,31848,0
454,35,NT,66295,32113,0
455,35,NU,44122,20638,0
456,36,BC,7509127,3572841,0
457,36,AB,5583842,2639184,0
458,36,SK,1486624,700593,0
459,36,MB,1944380,938928,338
460,36,ON,20917550,10031003,0
461,36,QC,12740860,6100829,23862
462,36,NL,786493,368567,0
463,36,NB,1119321,528063,0
464,36,NS,1451801,693714,0
465,36,PE,243650,115024,0
466,36,YT,65353,31977,0
467,36,NT,67111,32475,0
468,36,NU,44564,20887,0
469,37,BC,7583999,3614503,0
470,37,AB,5634146,2664986,0
471,37,SK,1498709,707273,0
472,37,MB,1962739,948662,403
473,37,ON,21138345,10152637,0
474,37,QC,12887356,6191521,33561
475,37,NL,795546,374891,0
476,37,NB,1127422,532991,0
477,37,NS,1464075,701708,0
478,37,PE,246214,116871,0
479,37,YT,65472,32051,0
480,37,NT,67601,32689,0
481,37,NU,44923,21074,0
482,38,BC,7675294,3659495,0
483,38,AB,5754307,2699191,42745
484,38,SK,1515564,715998,0
485,38,MB,1979684,957730,1159
486,38,ON,21357675,10280570,0
487,38,QC,13019651,6271220,43668
488,38,NL,804647,381607,0
489,38,NB,1138881,539484,0
490,38,NS,1480851,711312,0
491,38,PE,248935,118795,0
492,38,YT,65765,32239,0
493,38,NT,68114,32930,0
494,38,NU,45347,21216,0
495,39,BC,7771314,3709554,0
496,39,AB,5963532,2760404,106031
497,39,SK,1542287,727357,0
498,39,MB,1996216,966876,3084
499,39,ON,21614205,10437551,0
500,39,QC,13123240,6335269,51655
501,39,NL,811577,385877,0
502,39,NB,1155893,547486,0
503,39,NS,1496634,719820,0
504,39,PE,251706,120465,0
505,39,YT,65966,32375,0
506,39,NT,68757,33302,0
507,39,NU,45347,21216,0
508,40,BC,7852885,3761048,4756
509,40,AB,6085230,2801282,131547
510,40,SK,1567255,738553,0
511,40,MB,2013841,977229,5442
512,40,ON,21847046,10583567,0
513,40,QC,13214197,6392022,59408
514,40,NL,821829,392100,0
515,40,NB,1179181,558491,0
516,40,NS,1512263,728168,0
517,40,PE,252873,121132,0
518,40,YT,66211,32480,73
519,40,NT,69242,33588,496
520,40,NU,46430,21683,0
521,41,BC,7937214,3811076,11341
522,41,AB,6192093,2840719,157408
523,41,SK,1635904,751905,40192
524,41,MB,2035110,986893,11622
525,41,ON,22042483,10707708,0
526,41,QC,13297230,6443981,65727
527,41,NL,832044,397862,0
528,41,NB,1193408,565024,0
529,41,NS,1529212,737561,0
530,41,PE,255617,122697,357
531,41,YT,66685,32645,196
532,41,NT,70449,33850,698
533,41,NU,46959,21963,0
534,42,BC,8025356,3848689,42815
535,42,AB,6304054,2886025,192180
536,42,SK,1665714,764398,45230
537,42,MB,2056976,994840,20707
538,42,ON,22208199,10815108,0
539,42,QC,13372026,6488192,73550
540,42,NL,843443,404034,0
541,42,NB,1206744,571566,0
542,42,NS,1543667,745517,0
543,42,PE,260024,125203,590
544,42,YT,66685,32645,297
545,42,NT,71370,34209,998
546,42,NU,46959,21963,0
547,43,BC,8120458,3891058,76896
548,43,AB,6424188,2945712,228280
549,43,SK,1693808,778676,50958
550,43,MB,2075973,1001413,28956
551,43,ON,22365905,10918231,0
552,43,QC,13449998,6525564,93016
553,43,NL,857633,411561,0
554,43,NB,1220804,580294,0
555,43,NS,1558391,753331,796
556,43,PE,260024,125203,590
557,43,YT,67267,32879,412
558,43,NT,72553,34492,1658
559,43,NU,48148,22485,0
560,44,BC,8218844,3940563,101131
561,44,AB,6528133,3001199,257477
562,44,SK,1722541,793686,58066
563,44,MB,2093490,1007268,37089
564,44,ON,22498977,11007022,0
565,44,QC,13527956,6557030,121657
566,44,NL,866788,416799,0
567,44,NB,1231517,588142,0
568,44,NS,1572667,761334,2502
569,44,PE,264696,127759,1061
570,44,YT,67558,33002,446
571,44,NT,75161,34788,3630
572,44,NU,48763,22752,0
573,45,BC,8311858,3976133,151456
574,45,AB,6606404,3042368,278608
575,45,SK,1753758,807319,70306
576,45,MB,2111624,1012637,46674
577,45,ON,22594149,11069363,0
578,45,QC,13609642,6582923,162021
579,45,NL,873910,421154,0
580,45,NB,1242174,596024,0
581,45,NS,1583479,767200,4586
582,45,PE,267042,128932,1803
583,45,YT,68468,33133,1036
584,45,NT,78565,35070,6520
585,45,NU,49251,23004,0
586,46,BC,8423484,4013176,207105
587,46,AB,6686587,3075466,312076
588,46,SK,1775265,817518,77197
589,46,MB,2127467,1016874,55643
590,46,ON,22699834,11138723,0
591,46,QC,13688154,6607156,201521
592,46,NL,880489,425888,0
593,46,NB,1248824,601019,0
594,46,NS,1593242,772138,7306
595,46,PE,269867,130061,3108
596,46,YT,70763,33227,3089
597,46,NT,82006,35402,9392
598,46,NU,49644,23228,0
599,47,BC,8535388,4037425,283726
600,47,AB,6772885,3115782,340107
601,47,SK,1791273,826131,81488
602,47,MB,2142713,1021206,63916
603,47,ON,22791463,11197154,0
604,47,QC,13755962,6629396,233226
605,47,NL,884093,428618,0
606,47,NB,1257216,607451,0
607,47,NS,1616350,785380,9729
608,47,PE,272737,131070,4637
609,47,YT,72761,33342,4846
610,47,NT,82006,35402,9392
611,47,NU,50122,23473,0
612,48,BC,8630478,4046967,375890
613,48,AB,6834512,3143861,361387
614,48,SK,1812135,833795,85413
615,48,MB,2164682,1025232,73371
616,48,ON,22895217,11245640,0
617,48,QC,13842363,6649088,256067
618,48,NL,895893,437457,0
619,48,NB,1262589,611338,0
620,48,NS,1628737,788942,16690
621,48,PE,274022,131597,5222
622,48,YT,74181,33449,6089
623,48,NT,85169,35918,11756
624,48,NU,50769,23790,0
625,49,BC,8761618,4064971,469486
626,49,AB,6949321,3163881,394704
627,49,SK,1850781,839359,93243
628,49,MB,2206933,1028551,89316
629,49,ON,23913372,11288025,783991
630,49,QC,14028737,6663301,298370
631,49,NL,901450,439047,0
632,49,NB,1268576,614830,0
633,49,NS,1646458,793402,26757
634,49,PE,278877,132682,7477
635,49,YT,76473,33758,7771
636,49,NT,86566,36187,12535
637,49,NU,51224,24037,0
638,50,BC,8919000,4081772,563632
639,50,AB,7094431,3184238,482534
640,50,SK,1892527,844090,118853
641,50,MB,2254390,1031491,114731
642,50,ON,24387806,11323370,1074634
643,50,QC,14247631,6676328,389551
644,50,NL,912448,442276,0
645,50,NB,1342380,617387,63198
646,50,NS,1671588,790288,40860
647,50,PE,282743,133282,9018
648,50,YT,78190,33891,9116
649,50,NT,88819,36464,13264
650,50,NU,52289,24198,0
651,51,BC,9101805,4096876,688503
652,51,AB,7251484,3195552,594730
653,51,SK,1953285,848330,169365
654,51,MB,2341929,1034557,185780
655,51,ON,25174953,11355707,1727744
656,51,QC,14576502,6689192,617341
657,51,NL,922405,444495,0
658,51,NB,1385907,619812,96016
659,51,NS,1718187,792129,73668
660,51,PE,286492,133691,11085
661,51,YT,79649,33967,9990
662,51,NT,90279,36630,13946
663,51,NU,54397,24483,0
664,52,BC,9276592,4108585,807413
665,52,AB,7452649,3211241,761153
666,52,SK,2019537,852343,227768
667,52,MB,2407710,1036297,245589
668,52,ON,26435461,11388860,2863624
669,52,QC,15059219,6702436,1044498
670,52,NL,931055,446648,0
671,52,NB,1429851,621534,133466
672,52,NS,1758286,793489,105019
673,52,PE,292619,133999,15181
674,52,YT,80825,34029,10341
675,52,NT,91434,36803,14692
676,52,NU,54791,24665,0
677,53,BC,9399015,4115041,909598
678,53,AB,7594578,3212007,887392
679,53,SK,2083560,857368,283558
