vacID,dateID,province,partial,fully,booster
1195,92,NT,102863,39663,20278
1196,92,NU,77083,29021,14519
1197,93,BC,12675386,4400903,2867232
1198,93,AB,9285898,3425775,1746578
1199,93,SK,2630158,920507,516000
1200,93,MB,3001252,1101542,607635
1201,93,ON,35531933,12310932,7609256
1202,93,QC,21754950,7208308,4619774
1203,93,NL,1264499,476756,289311
1204,93,NB,1757172,661271,395689
1205,93,NS,2235685,842600,503257
1206,93,PE,391227,144466,83158
1207,93,YT,92743,35380,20672
1208,93,NT,102863,39663,20278
1209,93,NU,77083,29021,14519
1210,94,BC,12828144,4403870,2877842
1211,94,AB,9358108,3428936,1753271
1212,94,SK,2630158,920507,516000
1213,94,MB,3001252,1101542,607635
1214,94,ON,35707109,12316544,7618574
1215,94,QC,21877365,7210384,4625949
1216,94,NL,1264499,476756,289311
1217,94,NB,1757172,661271,395689
1218,94,NS,2235685,842600,503257
1219,94,PE,391227,144466,83158
1220,94,YT,92743,35380,20672
1221,94,NT,102863,39663,20278
1222,94,NU,77083,29021,14519
1223,95,BC,12986557,4406948,2886785
1224,95,AB,9396964,3430550,1756821
1225,95,SK,2630158,920507,516000
1226,95,MB,3001252,1101542,607635
1227,95,ON,35980342,12322879,7631086
1228,95,QC,22027861,7212651,4633677
1229,95,NL,1264499,476756,289311
1230,95,NB,1757172,661271,395689
1231,95,NS,2235685,842600,503257
1232,95,PE,391227,144466,83158
1233,95,YT,92743,35380,20672
1234,95,NT,102863,39663,20278
1235,95,NU,77083,29021,14519
1236,96,BC,13162012,4410559,2896885
1237,96,AB,9454899,3432396,1762393
1238,96,SK,2630158,920507,516000
1239,96,MB,3001252,1101542,607635
1240,96,ON,36273148,12328659,7645343
1241,96,QC,22177422,7214675,4641215
1242,96,NL,1264499,476756,289311
1243,96,NB,1757172,661271,395689
1244,96,NS,2235685,842600,503257
1245,96,PE,391227,144466,83158
1246,96,YT,92743,35380,20672
1247,96,NT,102863,39663,20278
1248,96,NU,77083,29021,14519
1249,97,BC,13338227,4414097,2907268
1250,97,AB,9547824,3433915,1769999
1251,97,SK,2630158,920507,516000
1252,97,MB,3001252,1101542,607635
1253,97,ON,36529303,12333989,7658051
1254,97,QC,22311166,7216456,4648195
1255,97,NL,1264499,476756,289311
1256,97,NB,1757172,661271,395689
1257,97,NS,2235685,842600,503257
1258,97,PE,391227,144466,83158
1259,97,YT,92743,35380,20672
1260,97,NT,102863,39663,20278
1261,97,NU,77083,29021,14519
1262,98,BC,13498251,4417043,2917489
1263,98,AB,9600748,3435276,1775413
1264,98,SK,2630158,920507,516000
1265,98,MB,3001252,1101542,607635
1266,98,ON,36762368,12338811,7671234
1267,98,QC,22356773,7218153,4655207
1268,98,NL,1264499,476756,289311
1269,98,NB,1757172,661271,395689
1270,98,NS,2235685,842600,503257
1271,98,PE,391227,144466,83158
1272,98,YT,92743,35380,20672
1273,98,NT,102863,39663,20278
1274,98,NU,77083,29021,14519
1275,99,BC,13630313,4420051,2927328
1276,99,AB,9652112,3436689,1781469
1277,99,SK,2630158,920507,516000
1278,99,MB,3001252,1101542,607635
1279,99,ON,36957106,12342989,7683609
1280,99,QC,22556376,7219898,4663030
1281,99,NL,1264499,476756,289311
1282,99,NB,1757172,661271,395689
1283,99,NS,2235685,842600,503257
1284,99,PE,391227,144466,83158
1285,99,YT,92743,35380,20672
1286,99,NT,102863,39663,20278
1287,99,NU,77083,29021,14519
1288,100,BC,13759603,4423626,2938061
1289,100,AB,9697929,3438112,1787261
1290,100,SK,2630158,920507,516000
1291,100,MB,3001252,1101542,607635
1292,100,ON,37184355,12350247,7700887
1293,100,QC,22693021,7221760,4672841
1294,100,NL,1264499,476756,289311
1295,100,NB,1757172,661271,395689
1296,100,NS,2235685,842600,503257
1297,100,PE,391227,144466,83158
1298,100,YT,92743,35380,20672
1299,100,NT,102863,39663,20278
1300,100,NU,77083,29021,14519
1301,101,BC,13857145,4426867,2947265
1302,101,AB,9734651,3439462,1792346
1303,101,SK,2630158,920507,516000
1304,101,MB,3001252,1101542,607635
1305,101,ON,37317694,12354908,7723830
1306,101,QC,22815482,7223497,4681937
1307,101,NL,1264499,476756,289311
1308,101,NB,1757172,661271,395689
1309,101,NS,2235685,842600,503257
1310,101,PE,391227,144466,83158
1311,101,YT,92743,35380,20672
1312,101,NT,102863,39663,20278
1313,101,NU,77083,29021,14519
1314,102,BC,13936791,4431867,2954692
1315,102,AB,9762868,3440626,1796273
1316,102,SK,2630158,920507,516000
1317,102,MB,3001252,1101542,607635
1318,102,ON,37412027,12357938,7731556
1319,102,QC,22923669,7225122,4690764
1320,102,NL,1264499,476756,289311
1321,102,NB,1757172,661271,395689
1322,102,NS,2235685,842600,503257
1323,102,PE,391227,144466,83158
1324,102,YT,92743,35380,20672
1325,102,NT,102863,39663,20278
1326,102,NU,77083,29021,14519
1327,103,BC,14046044,4436900,2966324
1328,103,AB,9818705,3442774,1803054
1329,103,SK,2630158,920507,516000
1330,103,MB,3001252,1101542,607635
1331,103,ON,37582716,12363793,7744670
1332,103,QC,23063984,7227718,4702884
1333,103,NL,1264499,476756,289311
1334,103,NB,1757172,661271,395689
1335,103,NS,2235685,842600,503257
1336,103,PE,391227,144466,83158
1337,103,YT,92743,35380,20672
1338,103,NT,102863,39663,20278
1339,103,NU,77083,29021,14519
1340,104,BC,14046044,4436900,2966324
1341,104,AB,9818705,3442774,1803054
1342,104,SK,2630158,920507,516000
1343,104,MB,3001252,1101542,607635
1344,104,ON,37697262,12368621,7754780
1345,104,QC,23111211,7228483,4706620
1346,104,NL,1264499,476756,289311
1347,104,NB,1757172,661271,395689
1348,104,NS,2235685,842600,503257
1349,104,PE,391227,144466,83158
1350,104,YT,92743,35380,20672
1351,104,NT,102863,39663,20278
1352,104,NU,77083,29021,14519
1353,105,BC,14046044,4436900,2966324
1354,105,AB,9818705,3442774,1803054
1355,105,SK,2630158,920507,516000
1356,105,MB,3001252,1101542,607635
1357,105,ON,37752658,12370984,7761552
1358,105,QC,23133627,7229233,4708979
1359,105,NL,1264499,476756,289311
1360,105,NB,1757172,661271,395689
1361,105,NS,2235685,842600,503257
1362,105,PE,391227,144466,83158
1363,105,YT,92743,35380,20672
1364,105,NT,102863,39663,20278
1365,105,NU,77083,29021,14519
1366,106,BC,14090637,4439789,2972393
1367,106,AB,9818705,3442774,1803054
1368,106,SK,2630158,920507,516000
1369,106,MB,3001252,1101542,607635
1370,106,ON,37836982,12374730,7771020
1371,106,QC,23160048,7229951,4711461
1372,106,NL,1264499,476756,289311
1373,106,NB,1757172,661271,395689
1374,106,NS,2235685,842600,503257
1375,106,PE,391227,144466,83158
1376,106,YT,92743,35380,20672
1377,106,NT,102863,39663,20278
1378,106,NU,77083,29021,14519
1379,107,BC,14123293,4441648,2975991
1380,107,AB,9892050,3445203,1810790
1381,107,SK,2630158,920507,516000
1382,107,MB,3001252,1101542,607635
1383,107,ON,37928242,12378944,7779088
1384,107,QC,23198570,7231126,4714292
1385,107,NL,1264499,476756,289311
1386,107,NB,1757172,661271,395689
1387,107,NS,2235685,842600,503257
1388,107,PE,391227,144466,83158
1389,107,YT,92743,35380,20672
1390,107,NT,102863,39663,20278
1391,107,NU,77083,29021,14519
1392,108,BC,14154024,4444068,2979492
1393,108,AB,9917329,3446178,1813359
1394,108,SK,2630158,920507,516000
1395,108,MB,3001252,1101542,607635
1396,108,ON,37995971,12382176,7785042
1397,108,QC,23231114,7232171,4716414
1398,108,NL,1264499,476756,289311
1399,108,NB,1757172,661271,395689
1400,108,NS,2235685,842600,503257
1401,108,PE,391227,144466,83158
1402,108,YT,92743,35380,20672
1403,108,NT,102863,39663,20278
1404,108,NU,77083,29021,14519
1405,109,BC,14173315,4446218,2982060
1406,109,AB,9934751,3446994,1815245
1407,109,SK,2630158,920507,516000
1408,109,MB,3001252,1101542,607635
1409,109,ON,38054158,12231747,7701481
1410,109,QC,23251848,7233096,4717887
1411,109,NL,1264499,476756,289311
1412,109,NB,1757172,661271,395689
1413,109,NS,2235685,842600,503257
1414,109,PE,391227,144466,83158
1415,109,YT,92743,35380,20672
1416,109,NT,102863,39663,20278
1417,109,NU,77083,29021,14519
1418,110,BC,14188905,4448378,2984068
1419,110,AB,9949142,3447853,1816947
1420,110,SK,2630158,920507,516000
1421,110,MB,3001252,1101542,607635
1422,110,ON,38080914,12232782,7703699
1423,110,QC,23267808,7233867,4719045
1424,110,NL,1264499,476756,289311
1425,110,NB,1757172,661271,395689
1426,110,NS,2235685,842600,503257
1427,110,PE,391227,144466,83158
1428,110,YT,92743,35380,20672
1429,110,NT,102863,39663,20278
1430,110,NU,77083,29021,14519
1431,111,BC,14199479,4450092,2985470
1432,111,AB,9961151,3448625,1818256
1433,111,SK,2630158,920507,516000
1434,111,MB,3001252,1101542,607635
1435,111,ON,38132391,12230054,7703223
1436,111,QC,23278600,7234443,4719870
1437,111,NL,1264499,476756,289311
1438,111,NB,1757172,661271,395689
1439,111,NS,2235685,842600,503257
1440,111,PE,391227,144466,83158
1441,111,YT,92743,35380,20672
1442,111,NT,102863,39663,20278
1443,111,NU,77083,29021,14519
1444,112,BC,14210618,4451985,2986869
1445,112,AB,9970975,3449372,1819365
1446,112,SK,2630158,920507,516000
1447,112,MB,3001252,1101542,607635
1448,112,ON,38162764,12230352,7704326
1449,112,QC,23288410,7235136,4720565
1450,112,NL,1264499,476756,289311
1451,112,NB,1757172,661271,395689
1452,112,NS,2235685,842600,503257
1453,112,PE,391227,144466,83158
1454,112,YT,92743,35380,20672
1455,112,NT,102863,39663,20278
1456,112,NU,77083,29021,14519
1457,113,BC,14219993,4453751,2988126
1458,113,AB,9978329,3449851,1820177
1459,113,SK,2630158,920507,516000
1460,113,MB,3001252,1101542,607635
1461,113,ON,38186195,12230613,7705093
1462,113,QC,23298227,7235682,4721171
1463,113,NL,1264499,476756,289311
1464,113,NB,1757172,661271,395689
1465,113,NS,2235685,842600,503257
1466,113,PE,391227,144466,83158
1467,113,YT,92743,35380,20672
1468,113,NT,102863,39663,20278
1469,113,NU,77083,29021,14519
1470,114,BC,14227695,4455174,2989189
1471,114,AB,9985299,3450467,1821050
1472,114,SK,2630158,920507,516000
1473,114,MB,3001252,1101542,607635
1474,114,ON,38212519,12232295,7705988
1475,114,QC,23311156,7236141,4721729
1476,114,NL,1264499,476756,289311
1477,114,NB,1757172,661271,395689
1478,114,NS,2235685,842600,503257
1479,114,PE,391227,144466,83158
1480,114,YT,92743,35380,20672
1481,114,NT,102863,39663,20278
1482,114,NU,77083,29021,14519
1483,115,BC,14239220,4456614,2990420
1484,115,AB,9992842,3451044,1821937
1485,115,SK,2630158,920507,516000
1486,115,MB,3001252,1101542,607635
1487,115,ON,38237750,12230691,7704729
1488,115,QC,23325326,7236523,4722225
1489,115,NL,1264499,476756,289311
1490,115,NB,1757172,661271,395689
1491,115,NS,2235685,842600,503257
1492,115,PE,391227,144466,83158
1493,115,YT,92743,35380,20672
1494,115,NT,102863,39663,20278
1495,115,NU,77083,29021,14519
1496,116,BC,14246777,4457729,2991295
1497,116,AB,9998877,3451552,1822692
1498,116,SK,2630158,920507,516000
1499,116,MB,3001252,1101542,607635
1500,116,ON,38262441,12230271,7705041
1501,116,QC,23342442,7236899,4722718
1502,116,NL,1264499,476756,289311
1503,116,NB,1757172,661271,395689
1504,116,NS,2235685,842600,503257
1505,116,PE,391227,144466,83158
1506,116,YT,92743,35380,20672
1507,116,NT,102863,39663,20278
1508,116,NU,77083,29021,14519
1509,117,BC,14253636,4458594,2992145
1510,117,AB,9998877,3451552,1822692
1511,117,SK,2630158,920507,516000
1512,117,MB,3001252,1101542,607635
1513,117,ON,38285545,12229805,7705146
1514,117,QC,23359016,7237289,4723161
1515,117,NL,1264499,476756,289311
1516,117,NB,1757172,661271,395689
1517,117,NS,2235685,842600,503257
1518,117,PE,391227,144466,83158
1519,117,YT,92743,35380,20672
1520,117,NT,102863,39663,20278
1521,117,NU,77083,29021,14519
1522,118,BC,14261881,4459565,2993073
1523,118,AB,10011661,3452427,1824274
1524,118,SK,2630158,920507,516000
1525,118,MB,3001252,1101542,607635
1526,118,ON,38309120,12229830,7705586
1527,118,QC,23375800,7237599,4723550
1528,118,NL,1264499,476756,289311
1529,118,NB,1757172,661271,395689
1530,118,NS,2235685,842600,503257
1531,118,PE,391227,144466,83158
1532,118,YT,92743,35380,20672
1533,118,NT,102863,39663,20278
1534,118,NU,77083,29021,14519
1535,119,BC,14274355,4460225,2993938
1536,119,AB,10017856,3452878,1824913
1537,119,SK,2630158,920507,516000
1538,119,MB,3001252,1101542,607635
1539,119,ON,38330704,12225800,7702692
1540,119,QC,23388354,7237797,4723935
1541,119,NL,1264499,476756,289311
1542,119,NB,1757172,661271,395689
1543,119,NS,2235685,842600,503257
1544,119,PE,391227,144466,83158
1545,119,YT,92743,35380,20672
1546,119,NT,102863,39663,20278
1547,119,NU,77083,29021,14519
1548,120,BC,14298488,4460587,2994806
1549,120,AB,10024026,3453122,1825433
1550,120,SK,2630158,920507,516000
1551,120,MB,3001252,1101542,607635
1552,120,ON,38362612,12225905,7703351
1553,120,QC,23402384,7238098,4724316
1554,120,NL,1264499,476756,289311
1555,120,NB,1757172,661271,395689
1556,120,NS,2235685,842600,503257
1557,120,PE,391227,144466,83158
1558,120,YT,92743,35380,20672
1559,120,NT,102863,39663,20278
1560,120,NU,77083,29021,14519
1561,121,BC,14343876,4461186,2995501
1562,121,AB,10032077,3453434,1826018
1563,121,SK,2630158,920507,516000
1564,121,MB,3001252,1101542,607635
1565,121,ON,38397966,12225048,7703058
1566,121,QC,23411340,7238250,4724551
1567,121,NL,1264499,476756,289311
1568,121,NB,1757172,661271,395689
1569,121,NS,2235685,842600,503257
1570,121,PE,391227,144466,83158
1571,121,YT,92743,35380,20672
1572,121,NT,102863,39663,20278
1573,121,NU,77083,29021,14519
1574,122,BC,14343876,4461186,2995501
1575,122,AB,10040839,3453715,1826516
1576,122,SK,2630158,920507,516000
1577,122,MB,3001252,1101542,607635
1578,122,ON,38434965,12225134,7703737
1579,122,QC,23422748,7238426,4724840
1580,122,NL,1264499,476756,289311
1581,122,NB,1757172,661271,395689
1582,122,NS,2235685,842600,503257
1583,122,PE,391227,144466,83158
1584,122,YT,92743,35380,20672
1585,122,NT,102863,39663,20278
1586,122,NU,77083,29021,14519
1587,123,BC,14343876,4461186,2995501
1588,123,AB,10050276,3454052,1827060
1589,123,SK,2630158,920507,516000
1590,123,MB,3001252,1101542,607635
1591,123,ON,38471010,12222556,7701900
1592,123,QC,23429466,7238553,4725136
1593,123,NL,1264499,476756,289311
1594,123,NB,1757172,661271,395689
1595,123,NS,2235685,842600,503257
1596,123,PE,391227,144466,83158
1597,123,YT,92743,35380,20672
1598,123,NT,102863,39663,20278
1599,123,NU,77083,29021,14519
1600,124,BC,14343876,4461186,2995501
1601,124,AB,10050276,3454052,1827060
1602,124,SK,2630158,920507,516000
1603,124,MB,3001252,1101542,607635
1604,124,ON,38561337,12222172,7702046
1605,124,QC,23438243,7238705,4725370
1606,124,NL,1264499,476756,289311
1607,124,NB,1757172,661271,395689
1608,124,NS,2235685,842600,503257
1609,124,PE,391227,144466,83158
1610,124,YT,92743,35380,20672
1611,124,NT,102863,39663,20278
1612,124,NU,77083,29021,14519
1613,125,BC,14343876,4461186,2995501
1614,125,AB,10062690,3454502,1827803
1615,125,SK,2630158,920507,516000
1616,125,MB,3001252,1101542,607635
1617,125,ON,38618955,12221954,7702125
1618,125,QC,23446342,7238850,4725588
1619,125,NL,1264499,476756,289311
1620,125,NB,1757172,661271,395689
1621,125,NS,2235685,842600,503257
1622,125,PE,391227,144466,83158
1623,125,YT,92743,35380,20672
1624,125,NT,102863,39663,20278
1625,125,NU,77083,29021,14519
1626,126,BC,14343876,4461186,2995501
1627,126,AB,10062690,3454502,1827803
1628,126,SK,2630158,920507,516000
1629,126,MB,3001252,1101542,607635
1630,126,ON,38658551,12221056,7701470
1631,126,QC,23452700,7238816,4725809
1632,126,NL,1264499,476756,289311
1633,126,NB,1757172,661271,395689
1634,126,NS,2235685,842600,503257
1635,126,PE,391227,144466,83158
1636,126,YT,92743,35380,20672
1637,126,NT,102863,39663,20278
1638,126,NU,77083,29021,14519
1639,127,BC,14343876,4461186,2995501
1640,127,AB,10062690,3454502,1827803
1641,127,SK,2630158,920507,516000
1642,127,MB,3001252,1101542,607635
1643,127,ON,38696996,12220648,7701325
1644,127,QC,23459602,7238971,4726054
1645,127,NL,1264499,476756,289311
1646,127,NB,1757172,661271,395689
1647,127,NS,2235685,842600,503257
1648,127,PE,391227,144466,83158
1649,127,YT,92743,35380,20672
1650,127,NT,102863,39663,20278
1651,127,NU,77083,29021,14519
1652,128,BC,14343876,4461186,2995501
1653,128,AB,10076326,3455054,1828677
1654,128,SK,2630158,920507,516000
1655,128,MB,3001252,1101542,607635
1656,128,ON,38728407,12217158,7698541
1657,128,QC,23464960,7239046,4726243
1658,128,NL,1264499,476756,289311
1659,128,NB,1757172,661271,395689
1660,128,NS,2235685,842600,503257
1661,128,PE,391227,144466,83158
1662,128,YT,92743,35380,20672
1663,128,NT,102863,39663,20278
1664,128,NU,77083,29021,14519
1665,129,BC,14343876,4461186,2995501
1666,129,AB,10058997,3447846,1830012
1667,129,SK,2630158,920507,516000
1668,129,MB,3001252,1101542,607635
1669,129,ON,38756717,12216161,7697815
1670,129,QC,23470410,7239172,4726439
1671,129,NL,1264499,476756,289311
1672,129,NB,1757172,661271,395689
1673,129,NS,2235685,842600,503257
1674,129,PE,391227,144466,83158
1675,129,YT,92743,35380,20672
1676,129,NT,102863,39663,20278
1677,129,NU,77083,29021,14519
1678,130,BC,14343876,4461186,2995501
1679,130,AB,10062971,3448042,1830278
1680,130,SK,2630158,920507,516000
1681,130,MB,3001252,1101542,607635
1682,130,ON,38778731,12215144,7697049
1683,130,QC,23475662,7239288,4726630
1684,130,NL,1264499,476756,289311
1685,130,NB,1757172,661271,395689
1686,130,NS,2235685,842600,503257
1687,130,PE,391227,144466,83158
1688,130,YT,92743,35380,20672
1689,130,NT,102863,39663,20278
1690,130,NU,77083,29021,14519
1691,131,BC,14343876,4461186,2995501
1692,131,AB,10066316,3448246,1830536
1693,131,SK,2630158,920507,516000
1694,131,MB,3001252,1101542,607635
1695,131,ON,38799751,12214842,7696971
1696,131,QC,23479367,7239362,4726758
1697,131,NL,1264499,476756,289311
1698,131,NB,1757172,661271,395689
1699,131,NS,2235685,842600,503257
1700,131,PE,391227,144466,83158
1701,131,YT,92743,35380,20672
1702,131,NT,102863,39663,20278
1703,131,NU,77083,29021,14519
1704,132,BC,14343876,4461186,2995501
1705,132,AB,10066316,3448246,1830536
1706,132,SK,2630158,920507,516000
1707,132,MB,3001252,1101542,607635
1708,132,ON,38813299,12211215,7694109
1709,132,QC,23482332,7239415,4726862
1710,132,NL,1264499,476756,289311
1711,132,NB,1757172,661271,395689
1712,132,NS,2235685,842600,503257
1713,132,PE,391227,144466,83158
1714,132,YT,92743,35380,20672
1715,132,NT,102863,39663,20278
1716,132,NU,77083,29021,14519
1717,133,BC,14343876,4461186,2995501
1718,133,AB,10066316,3448246,1830536
1719,133,SK,2630158,920507,516000
1720,133,MB,3001252,1101542,607635
1721,133,ON,38825625,12209756,7692904
1722,133,QC,23485940,7239522,4727007
1723,133,NL,1264499,476756,289311
1724,133,NB,1757172,661271,395689
1725,133,NS,2235685,842600,503257
1726,133,PE,391227,144466,83158
1727,133,YT,92743,35380,20672
1728,133,NT,102863,39663,20278
1729,133,NU,77083,29021,14519
1730,134,BC,14343876,4461186,2995501
1731,134,AB,10066316,3448246,1830536
1732,134,SK,2630158,920507,516000
1733,134,MB,3001252,1101542,607635
1734,134,ON,38835228,12208530,7691824
1735,134,QC,23488854,7239578,4727136
1736,134,NL,1264499,476756,289311
1737,134,NB,1757172,661271,395689
1738,134,NS,2235685,842600,503257
1739,134,PE,391227,144466,83158
1740,134,YT,92743,35380,20672
1741,134,NT,102863,39663,20278
1742,134,NU,77083,29021,14519
1743,135,BC,14343876,4461186,2995501
1744,135,AB,10077398,3448932,1831404
1745,135,SK,2630158,920507,516000
1746,135,MB,3001252,1101542,607635
1747,135,ON,38843561,12207809,7691178
1748,135,QC,23491903,7239627,4727309
1749,135,NL,1264499,476756,289311
1750,135,NB,1757172,661271,395689
1751,135,NS,2235685,842600,503257
1752,135,PE,391227,144466,83158
1753,135,YT,92743,35380,20672
1754,135,NT,102863,39663,20278
1755,135,NU,77083,29021,14519
1756,136,BC,14343876,4461186,2995501
1757,136,AB,10077398,3448932,1831404
1758,136,SK,2630158,920507,516000
1759,136,MB,3001252,1101542,607635
1760,136,ON,38851240,12205173,7688993
1761,136,QC,23494661,7239696,4727415
1762,136,NL,1264499,476756,289311
1763,136,NB,1757172,661271,395689
1764,136,NS,2235685,842600,503257
1765,136,PE,391227,144466,83158
1766,136,YT,92743,35380,20672
1767,136,NT,102863,39663,20278
1768,136,NU,77083,29021,14519
1769,137,BC,14343876,4461186,2995501
1770,137,AB,10077398,3448932,1831404
1771,137,SK,2630158,920507,516000
1772,137,MB,3001252,1101542,607635
1773,137,ON,38859102,12204073,7688033
1774,137,QC,23497117,7239747,4727550
1775,137,NL,1264499,476756,289311
1776,137,NB,1757172,661271,395689
1777,137,NS,2235685,842600,503257
1778,137,PE,391227,144466,83158
1779,137,YT,92743,35380,20672
1780,137,NT,102863,39663,20278
1781,137,NU,77083,29021,14519
1782,138,BC,14343876,4461186,2995501
1783,138,AB,10077398,3448932,1831404
1784,138,SK,2630158,920507,516000
1785,138,MB,3001252,1101542,607635
1786,138,ON,38868935,12203236,7687254
1787,138,QC,23501893,7239829,4727729
1788,138,NL,1264499,476756,289311
1789,138,NB,1757172,661271,395689
1790,138,NS,2235685,842600,503257
1791,138,PE,391227,144466,83158
1792,138,YT,92743,35380,20672
1793,138,NT,102863,39663,20278
1794,138,NU,77083,29021,14519
1795,139,BC,14343876,4461186,2995501
1796,139,AB,10077398,3448932,1831404
1797,139,SK,2630158,920507,516000
1798,139,MB,3001252,1101542,607635
1799,139,ON,38878229,12202199,7686315
1800,139,QC,23505830,7239914,4727866
1801,139,NL,1264499,476756,289311
1802,139,NB,1757172,661271,395689
1803,139,NS,2235685,842600,503257
1804,139,PE,391227,144466,83158
1805,139,YT,92743,35380,20672
1806,139,NT,102863,39663,20278
1807,139,NU,77083,29021,14519
1808,140,BC,14343876,4461186,2995501
1809,140,AB,10077398,3448932,1831404
1810,140,SK,2630158,920507,516000
1811,140,MB,3001252,1101542,607635
1812,140,ON,38886450,12201722,7685867
1813,140,QC,23509133,7240027,4728036
1814,140,NL,1264499,476756,289311
1815,140,NB,1757172,661271,395689
1816,140,NS,2235685,842600,503257
1817,140,PE,391227,144466,83158
1818,140,YT,92743,35380,20672
1819,140,NT,102863,39663,20278
1820,140,NU,77083,29021,14519
1821,141,BC,14343876,4461186,2995501
1822,141,AB,10077398,3448932,1831404
1823,141,SK,2630158,920507,516000
1824,141,MB,3001252,1101542,607635
1825,141,ON,38892712,12198352,7683075
1826,141,QC,23511129,7240076,4728126
1827,141,NL,1264499,476756,289311
1828,141,NB,1757172,661271,395689
1829,141,NS,2235685,842600,503257
1830,141,PE,391227,144466,83158
1831,141,YT,92743,35380,20672
1832,141,NT,102863,39663,20278
1833,141,NU,77083,29021,14519
1834,142,BC,14343876,4461186,2995501
1835,142,AB,10077398,3448932,1831404
1836,142,SK,2630158,920507,516000
1837,142,MB,3001252,1101542,607635
1838,142,ON,38900305,12197206,7681997
1839,142,QC,23513205,7240142,4728222
1840,142,NL,1264499,476756,289311
1841,142,NB,1757172,661271,395689
1842,142,NS,2235685,842600,503257
1843,142,PE,391227,144466,83158
1844,142,YT,92743,35380,20672
1845,142,NT,102863,39663,20278
1846,142,NU,77083,29021,14519
1847,143,BC,14343876,4461186,2995501
1848,143,AB,10077398,3448932,1831404
1849,143,SK,2630158,920507,516000
1850,143,MB,3001252,1101542,607635
1851,143,ON,38906399,12195870,7680821
1852,143,QC,23515035,7240223,4728321
1853,143,NL,1264499,476756,289311
1854,143,NB,1757172,661271,395689
1855,143,NS,2235685,842600,503257
1856,143,PE,391227,144466,83158
1857,143,YT,92743,35380,20672
1858,143,NT,102863,39663,20278
1859,143,NU,77083,29021,14519
1860,144,BC,14343876,4461186,2995501
1861,144,AB,10077398,3448932,1831404
1862,144,SK,2630158,920507,516000
1863,144,MB,3001252,1101542,607635
1864,144,ON,38919588,12195121,7679900
1865,144,QC,23516644,7240279,4728422
1866,144,NL,1264499,476756,289311
1867,144,NB,1757172,661271,395689
1868,144,NS,2235685,842600,503257
1869,144,PE,391227,144466,83158
1870,144,YT,92743,35380,20672
1871,144,NT,102863,39663,20278
1872,144,NU,77083,29021,14519
1873,145,BC,14343876,4461186,2995501
1874,145,AB,10077398,3448932,1831404
1875,145,SK,2630158,920507,516000
1876,145,MB,3001252,1101542,607635
1877,145,ON,38934784,12192213,7677750
1878,145,QC,23518695,7240322,4728517
1879,145,NL,1264499,476756,289311
1880,145,NB,1757172,661271,395689
1881,145,NS,2235685,842600,503257
1882,145,PE,391227,144466,83158
1883,145,YT,92743,35380,20672
1884,145,NT,102863,39663,20278
1885,145,NU,77083,29021,14519
1886,146,BC,14343876,4461186,2995501
1887,146,AB,10077398,3448932,1831404
1888,146,SK,2630158,920507,516000
1889,146,MB,3001252,1101542,607635
1890,146,ON,38987109,12191166,7677348
1891,146,QC,23548213,7240457,4728938
1892,146,NL,1264499,476756,289311
1893,146,NB,1757172,661271,395689
1894,146,NS,2235685,842600,503257
1895,146,PE,391227,144466,83158
1896,146,YT,92743,35380,20672
1897,146,NT,102863,39663,20278
1898,146,NU,77083,29021,14519
1899,147,BC,14343876,4461186,2995501
1900,147,AB,10077398,3448932,1831404
1901,147,SK,2630158,920507,516000
1902,147,MB,3001252,1101542,607635
1903,147,ON,39179552,12190395,7678421
1904,147,QC,23715425,7241055,4731362
1905,147,NL,1264499,476756,289311
1906,147,NB,1757172,661271,395689
1907,147,NS,2235685,842600,503257
1908,147,PE,391227,144466,83158
1909,147,YT,92743,35380,20672
1910,147,NT,102863,39663,20278
1911,147,NU,77083,29021,14519
1912,148,BC,14343876,4461186,2995501
1913,148,AB,10077398,3448932,1831404
1914,148,SK,2630158,920507,516000
1915,148,MB,3001252,1101542,607635
1916,148,ON,39449512,12190536,7681462
1917,148,QC,23908526,7241778,4734376
1918,148,NL,1264499,476756,289311
1919,148,NB,1757172,661271,395689
1920,148,NS,2235685,842600,503257
1921,148,PE,391227,144466,83158
1922,148,YT,92743,35380,20672
1923,148,NT,102863,39663,20278
1924,148,NU,77083,29021,14519
1925,149,BC,14343876,4461186,2995501
1926,149,AB,10077398,3448932,1831404
1927,149,SK,2630158,920507,516000
1928,149,MB,3001252,1101542,607635
1929,149,ON,39790714,12191038,7686213
1930,149,QC,24115709,7242500,4737723
1931,149,NL,1264499,476756,289311
1932,149,NB,1757172,661271,395689
1933,149,NS,2235685,842600,503257
1934,149,PE,391227,144466,83158
1935,149,YT,92743,35380,20672
1936,149,NT,102863,39663,20278
1937,149,NU,77083,29021,14519
1938,150,BC,14343876,4461186,2995501
1939,150,AB,10077398,3448932,1831404
1940,150,SK,2630158,920507,516000
1941,150,MB,3001252,1101542,607635
1942,150,ON,40105534,12189254,7690430
1943,150,QC,24304519,7243251,4741121
1944,150,NL,1264499,476756,289311
1945,150,NB,1757172,661271,395689
1946,150,NS,2235685,842600,503257
1947,150,PE,391227,144466,83158
1948,150,YT,92743,35380,20672
1949,150,NT,102863,39663,20278
1950,150,NU,77083,29021,14519
1951,151,BC,14343876,4461186,2995501
1952,151,AB,10077398,3448932,1831404
1953,151,SK,2630158,920507,516000
1954,151,MB,3001252,1101542,607635
