Surrogate Keys,date,prname,province,totalcases,numdeaths,recovery,partial,full,booster
1024,2021-07-31,Prince Edward Island,PE,208,0,208,199191,75318,0
1025,2021-07-31,Yukon,YT,596,7,544,63242,30533,0
1026,2021-07-31,Northwest Territories,NT,128,0,129,63564,30497,0
1027,2021-07-31,Nunavut,NU,657,4,653,42032,19313,0
1028,2021-08-07,British Columbia,BC,152261,1772,147627,6993104,3195128,0
1029,2021-08-07,Alberta,AB,236790,2329,230966,5365607,2497933,0
1030,2021-08-07,Saskatchewan,SK,50477,582,49267,1430018,664144,0
1031,2021-08-07,Manitoba,MB,57793,1183,56042,1857993,881813,193
1032,2021-08-07,Ontario,ON,552893,9443,540598,19825240,9280698,0
1033,2021-08-07,Quebec,QC,374509,10684,365997,11704087,5292402,8620
1034,2021-08-07,Newfoundland and Labrador,NL,1443,7,1422,698395,291870,0
1035,2021-08-07,New Brunswick,NB,2414,46,2312,1051567,478750,0
1036,2021-08-07,Nova Scotia,NS,5901,93,5794,1387232,643507,0
1037,2021-08-07,Prince Edward Island,PE,211,0,208,210946,85833,0
1038,2021-08-07,Yukon,YT,623,8,570,63824,30921,0
1039,2021-08-07,Northwest Territories,NT,129,0,129,64296,30999,0
1040,2021-08-07,Nunavut,NU,657,4,653,42715,19794,0
1041,2021-08-14,British Columbia,BC,155611,1779,148964,7164020,3337348,0
1042,2021-08-14,Alberta,AB,239963,2332,232169,5423834,2539474,0
1043,2021-08-14,Saskatchewan,SK,51162,586,49618,1444378,674499,0
1044,2021-08-14,Manitoba,MB,57996,1184,56201,1879818,898150,223
1045,2021-08-14,Ontario,ON,556063,9454,542206,20146936,9532105,0
1046,2021-08-14,Quebec,QC,377018,10687,367029,12015886,5545329,11580
1047,2021-08-14,Newfoundland and Labrador,NL,1447,7,1426,730140,319200,0
1048,2021-08-14,New Brunswick,NB,2490,46,2359,1068501,491599,0
1049,2021-08-14,Nova Scotia,NS,5922,93,5801,1403617,657205,0
1050,2021-08-14,Prince Edward Island,PE,218,0,208,222436,96307,0
1051,2021-08-14,Yukon,YT,647,8,598,64263,31259,0
1052,2021-08-14,Northwest Territories,NT,141,0,129,64729,31283,0
1053,2021-08-14,Nunavut,NU,657,4,653,43158,20081,0
1054,2021-08-21,British Columbia,BC,159643,1785,150657,7296096,3442163,0
1055,2021-08-21,Alberta,AB,244492,2346,233945,5477098,2574709,0
1056,2021-08-21,Saskatchewan,SK,52252,586,50188,1458806,684023,0
1057,2021-08-21,Manitoba,MB,58222,1188,56685,1899659,911813,244
1058,2021-08-21,Ontario,ON,560206,9465,544679,20433440,9731926,0
1059,2021-08-21,Quebec,QC,380187,10694,369280,12325831,5797637,14545
1060,2021-08-21,Newfoundland and Labrador,NL,1458,7,1430,760145,346676,0
1061,2021-08-21,New Brunswick,NB,2614,46,2415,1082569,501598,0
1062,2021-08-21,Nova Scotia,NS,5960,93,5822,1422963,671921,0
1063,2021-08-21,Prince Edward Island,PE,223,0,213,232741,105678,0
1064,2021-08-21,Yukon,YT,672,8,619,64595,31502,0
1065,2021-08-21,Northwest Territories,NT,277,0,132,65467,31756,0
1066,2021-08-21,Nunavut,NU,657,4,653,43628,20369,0
1067,2021-08-28,British Columbia,BC,164329,1807,155928,7408715,3514485,0
1068,2021-08-28,Alberta,AB,251137,2372,236935,5528420,2606944,0
1069,2021-08-28,Saskatchewan,SK,53617,597,51033,1472272,692313,0
1070,2021-08-28,Manitoba,MB,58608,1189,56887,1919940,924959,285
1071,2021-08-28,Ontario,ON,564971,9482,548398,20679316,9892465,0
1072,2021-08-28,Quebec,QC,383765,10697,372064,12558779,5976384,17479
1073,2021-08-28,Newfoundland and Labrador,NL,1469,7,1441,776397,360371,0
1074,2021-08-28,New Brunswick,NB,2738,46,2514,1104142,518501,0
1075,2021-08-28,Nova Scotia,NS,6014,94,5850,1439698,685346,0
1076,2021-08-28,Prince Edward Island,PE,230,0,219,239883,111966,0
1077,2021-08-28,Yukon,YT,684,8,647,65139,31848,0
1078,2021-08-28,Northwest Territories,NT,380,1,132,66295,32113,0
1079,2021-08-28,Nunavut,NU,657,4,653,44122,20638,0
1080,2021-09-04,British Columbia,BC,168983,1827,160268,7509127,3572841,0
1081,2021-09-04,Alberta,AB,259773,2414,241100,5583842,2639184,0
1082,2021-09-04,Saskatchewan,SK,55750,610,52246,1486624,700593,0
1083,2021-09-04,Manitoba,MB,58883,1192,57213,1944380,938928,338
1084,2021-09-04,Ontario,ON,570150,9512,552976,20917550,10031003,0
1085,2021-09-04,Quebec,QC,388215,10711,375390,12740860,6100829,23862
1086,2021-09-04,Newfoundland and Labrador,NL,1491,7,1448,786493,368567,0
1087,2021-09-04,New Brunswick,NB,2811,46,2625,1119321,528063,0
1088,2021-09-04,Nova Scotia,NS,6060,94,5898,1451801,693714,0
1089,2021-09-04,Prince Edward Island,PE,234,0,222,243650,115024,0
1090,2021-09-04,Yukon,YT,694,8,665,65353,31977,0
1091,2021-09-04,Northwest Territories,NT,471,1,323,67111,32475,0
1092,2021-09-04,Nunavut,NU,658,4,653,44564,20887,0
1093,2021-09-11,British Columbia,BC,173981,1856,165027,7583999,3614503,0
1094,2021-09-11,Alberta,AB,269213,2471,247328,5634146,2664986,0
1095,2021-09-11,Saskatchewan,SK,58293,618,54087,1498709,707273,0
1096,2021-09-11,Manitoba,MB,59275,1200,57464,1962739,948662,403
1097,2021-09-11,Ontario,ON,575207,9559,558021,21138345,10152637,0
1098,2021-09-11,Quebec,QC,393192,10726,379378,12887356,6191521,33561
1099,2021-09-11,Newfoundland and Labrador,NL,1532,7,1473,795546,374891,0
1100,2021-09-11,New Brunswick,NB,2960,47,2725,1127422,532991,0
1101,2021-09-11,Nova Scotia,NS,6155,94,5945,1464075,701708,0
1102,2021-09-11,Prince Edward Island,PE,246,0,230,246214,116871,0
1103,2021-09-11,Yukon,YT,701,9,674,65472,32051,0
1104,2021-09-11,Northwest Territories,NT,565,1,410,67601,32689,0
1105,2021-09-11,Nunavut,NU,659,4,653,44923,21074,0
1106,2021-09-18,British Columbia,BC,178598,1888,169653,7675294,3659495,0
1107,2021-09-18,Alberta,AB,280761,2567,255834,5754307,2699191,42745
1108,2021-09-18,Saskatchewan,SK,61558,638,56591,1515564,715998,0
1109,2021-09-18,Manitoba,MB,59666,1204,57779,1979684,957730,1159
1110,2021-09-18,Ontario,ON,580118,9597,562827,21357675,10280570,0
1111,2021-09-18,Quebec,QC,398339,10753,384095,13019651,6271220,43668
1112,2021-09-18,Newfoundland and Labrador,NL,1555,7,1503,804647,381607,0
1113,2021-09-18,New Brunswick,NB,3300,48,2818,1138881,539484,0
1114,2021-09-18,Nova Scotia,NS,6316,94,6056,1480851,711312,0
1115,2021-09-18,Prince Edward Island,PE,273,0,233,248935,118795,0
1116,2021-09-18,Yukon,YT,714,9,686,65765,32239,0
1117,2021-09-18,Northwest Territories,NT,704,1,503,68114,32930,0
1118,2021-09-18,Nunavut,NU,661,4,654,45347,21216,0
1119,2021-09-25,British Columbia,BC,183417,1922,174281,7771314,3709554,0
1120,2021-09-25,Alberta,AB,291780,2670,265695,5963532,2760404,106031
1121,2021-09-25,Saskatchewan,SK,64949,667,59531,1542287,727357,0
1122,2021-09-25,Manitoba,MB,60100,1208,58294,1996216,966876,3084
1123,2021-09-25,Ontario,ON,584518,9634,567994,21614205,10437551,0
1124,2021-09-25,Quebec,QC,403085,10780,388602,13123240,6335269,51655
1125,2021-09-25,Newfoundland and Labrador,NL,1668,7,1531,811577,385877,0
1126,2021-09-25,New Brunswick,NB,3768,54,3081,1155893,547486,0
1127,2021-09-25,Nova Scotia,NS,6511,95,6222,1496634,719820,0
1128,2021-09-25,Prince Edward Island,PE,292,0,240,251706,120465,0
1129,2021-09-25,Yukon,YT,747,9,694,65966,32375,0
1130,2021-09-25,Northwest Territories,NT,870,2,617,68757,33302,0
1131,2021-09-25,Nunavut,NU,663,4,654,45347,21216,0
1132,2021-10-02,British Columbia,BC,188311,1973,178980,7852885,3761048,4756
1133,2021-10-02,Alberta,AB,302772,2785,276856,6085230,2801282,131547
1134,2021-10-02,Saskatchewan,SK,68290,708,62758,1567255,738553,0
1135,2021-10-02,Manitoba,MB,60749,1211,58705,2013841,977229,5442
1136,2021-10-02,Ontario,ON,588466,9667,572750,21847046,10583567,0
1137,2021-10-02,Quebec,QC,406960,10810,394301,13214197,6392022,59408
1138,2021-10-02,Newfoundland and Labrador,NL,1797,9,1591,821829,392100,0
1139,2021-10-02,New Brunswick,NB,4412,64,3534,1179181,558491,0
1140,2021-10-02,Nova Scotia,NS,6734,97,6378,1512263,728168,0
1141,2021-10-02,Prince Edward Island,PE,300,0,287,252873,121132,0
1142,2021-10-02,Yukon,YT,756,9,710,66211,32480,73
1143,2021-10-02,Northwest Territories,NT,1079,5,617,69242,33588,496
1144,2021-10-02,Nunavut,NU,664,4,656,46430,21683,0
1145,2021-10-09,British Columbia,BC,193094,2001,184121,7937214,3811076,11341
1146,2021-10-09,Alberta,AB,310498,2879,287606,6192093,2840719,157408
1147,2021-10-09,Saskatchewan,SK,71526,746,65982,1635904,751905,40192
1148,2021-10-09,Manitoba,MB,61462,1220,59241,2035110,986893,11622
1149,2021-10-09,Ontario,ON,592309,9704,576951,22042483,10707708,0
1150,2021-10-09,Quebec,QC,410780,10839,398657,13297230,6443981,65727
1151,2021-10-09,Newfoundland and Labrador,NL,1848,11,1718,832044,397862,0
1152,2021-10-09,New Brunswick,NB,5087,72,4033,1193408,565024,0
1153,2021-10-09,Nova Scotia,NS,6926,98,6586,1529212,737561,0
1154,2021-10-09,Prince Edward Island,PE,306,0,292,255617,122697,357
1155,2021-10-09,Yukon,YT,794,10,746,66685,32645,196
1156,2021-10-09,Northwest Territories,NT,1367,6,936,70449,33850,698
1157,2021-10-09,Nunavut,NU,668,4,656,46959,21963,0
1158,2021-10-16,British Columbia,BC,197186,2055,188851,8025356,3848689,42815
1159,2021-10-16,Alberta,AB,315930,2984,298328,6304054,2886025,192180
1160,2021-10-16,Saskatchewan,SK,74074,776,69001,1665714,764398,45230
1161,2021-10-16,Manitoba,MB,62091,1230,59794,2056976,994840,20707
1162,2021-10-16,Ontario,ON,595210,9725,580667,22208199,10815108,0
1163,2021-10-16,Quebec,QC,414765,10872,402461,13372026,6488192,73550
1164,2021-10-16,Newfoundland and Labrador,NL,1881,14,1808,843443,404034,0
1165,2021-10-16,New Brunswick,NB,5735,87,4520,1206744,571566,0
1166,2021-10-16,Nova Scotia,NS,7104,98,6780,1543667,745517,0
1167,2021-10-16,Prince Edward Island,PE,312,0,303,260024,125203,590
1168,2021-10-16,Yukon,YT,840,10,775,66685,32645,297
1169,2021-10-16,Northwest Territories,NT,1586,8,1235,71370,34209,998
1170,2021-10-16,Nunavut,NU,673,4,656,46959,21963,0
1171,2021-10-23,British Columbia,BC,201511,2109,193325,8120458,3891058,76896
1172,2021-10-23,Alberta,AB,320541,3055,306113,6424188,2945712,228280
1173,2021-10-23,Saskatchewan,SK,76074,817,72217,1693808,778676,50958
1174,2021-10-23,Manitoba,MB,62695,1235,60399,2075973,1001413,28956
1175,2021-10-23,Ontario,ON,597833,9758,583931,22365905,10918231,0
1176,2021-10-23,Quebec,QC,417680,10910,406279,13449998,6525564,93016
1177,2021-10-23,Newfoundland and Labrador,NL,1928,15,1844,857633,411561,0
1178,2021-10-23,New Brunswick,NB,6112,107,5234,1220804,580294,0
1179,2021-10-23,Nova Scotia,NS,7234,99,6950,1558391,753331,796
1180,2021-10-23,Prince Edward Island,PE,315,0,308,260024,125203,590
1181,2021-10-23,Yukon,YT,880,10,821,67267,32879,412
1182,2021-10-23,Northwest Territories,NT,1744,9,1516,72553,34492,1658
1183,2021-10-23,Nunavut,NU,674,4,663,48148,22485,0
1184,2021-10-30,British Columbia,BC,205482,2156,197396,8218844,3940563,101131
1185,2021-10-30,Alberta,AB,324008,3118,311738,6528133,3001199,257477
1186,2021-10-30,Saskatchewan,SK,77494,850,74337,1722541,793686,58066
1187,2021-10-30,Manitoba,MB,63450,1247,60890,2093490,1007268,37089
1188,2021-10-30,Ontario,ON,600338,9787,586696,22498977,11007022,0
1189,2021-10-30,Quebec,QC,420964,10931,409722,13527956,6557030,121657
1190,2021-10-30,Newfoundland and Labrador,NL,1992,16,1860,866788,416799,0
1191,2021-10-30,New Brunswick,NB,6413,116,5668,1231517,588142,0
1192,2021-10-30,Nova Scotia,NS,7371,100,7085,1572667,761334,2502
1193,2021-10-30,Prince Edward Island,PE,317,0,312,264696,127759,1061
1194,2021-10-30,Yukon,YT,923,10,840,67558,33002,446
1195,2021-10-30,Northwest Territories,NT,1847,10,1636,75161,34788,3630
1196,2021-10-30,Nunavut,NU,674,4,670,48763,22752,0
1197,2021-11-06,British Columbia,BC,208818,2201,201267,8311858,3976133,151456
1198,2021-11-06,Alberta,AB,327195,3156,316455,6606404,3042368,278608
1199,2021-11-06,Saskatchewan,SK,78567,866,75956,1753758,807319,70306
1200,2021-11-06,Manitoba,MB,64390,1260,61806,2111624,1012637,46674
1201,2021-11-06,Ontario,ON,603629,9812,589166,22594149,11069363,0
1202,2021-11-06,Quebec,QC,424965,10952,412613,13609642,6582923,162021
1203,2021-11-06,Newfoundland and Labrador,NL,2003,16,1928,873910,421154,0
1204,2021-11-06,New Brunswick,NB,6716,121,6067,1242174,596024,0
1205,2021-11-06,Nova Scotia,NS,7590,101,7229,1583479,767200,4586
1206,2021-11-06,Prince Edward Island,PE,322,0,315,267042,128932,1803
1207,2021-11-06,Yukon,YT,1002,10,901,68468,33133,1036
1208,2021-11-06,Northwest Territories,NT,1882,11,1814,78565,35070,6520
1209,2021-11-06,Nunavut,NU,674,4,670,49251,23004,0
1210,2021-11-13,British Columbia,BC,212252,2257,204963,8423484,4013176,207105
1211,2021-11-13,Alberta,AB,330044,3195,320114,6686587,3075466,312076
1212,2021-11-13,Saskatchewan,SK,79387,893,77170,1775265,817518,77197
1213,2021-11-13,Manitoba,MB,65511,1269,62613,2127467,1016874,55643
1214,2021-11-13,Ontario,ON,607612,9848,591994,22699834,11138723,0
1215,2021-11-13,Quebec,QC,429318,10976,416332,13688154,6607156,201521
1216,2021-11-13,Newfoundland and Labrador,NL,2025,16,1962,880489,425888,0
1217,2021-11-13,New Brunswick,NB,7129,121,6367,1248824,601019,0
1218,2021-11-13,Nova Scotia,NS,7841,104,7436,1593242,772138,7306
1219,2021-11-13,Prince Edward Island,PE,326,0,319,269867,130061,3108
1220,2021-11-13,Yukon,YT,1195,10,965,70763,33227,3089
1221,2021-11-13,Northwest Territories,NT,1982,12,1859,82006,35402,9392
1222,2021-11-13,Nunavut,NU,674,4,670,49644,23228,0
1223,2021-11-20,British Columbia,BC,215026,2293,208702,8535388,4037425,283726
1224,2021-11-20,Alberta,AB,332726,3219,323122,6772885,3115782,340107
1225,2021-11-20,Saskatchewan,SK,80278,910,78201,1791273,826131,81488
1226,2021-11-20,Manitoba,MB,66542,1286,63644,2142713,1021206,63916
1227,2021-11-20,Ontario,ON,612189,9885,595669,22791463,11197154,0
1228,2021-11-20,Quebec,QC,434163,10994,416867,13755962,6629396,233226
1229,2021-11-20,Newfoundland and Labrador,NL,2035,17,1985,884093,428618,0
1230,2021-11-20,New Brunswick,NB,7579,122,6782,1257216,607451,0
1231,2021-11-20,Nova Scotia,NS,8027,106,7684,1616350,785380,9729
1232,2021-11-20,Prince Edward Island,PE,344,0,320,272737,131070,4637
1233,2021-11-20,Yukon,YT,1396,12,1183,72761,33342,4846
1234,2021-11-20,Northwest Territories,NT,2037,12,1906,82006,35402,9392
1235,2021-11-20,Nunavut,NU,674,4,670,50122,23473,0
1236,2021-11-27,British Columbia,BC,217487,2322,211577,8630478,4046967,375890
1237,2021-11-27,Alberta,AB,335074,3244,325951,6834512,3143861,361387
1238,2021-11-27,Saskatchewan,SK,80848,921,78987,1812135,833795,85413
1239,2021-11-27,Manitoba,MB,67544,1311,64599,2164682,1025232,73371
1240,2021-11-27,Ontario,ON,617624,9911,599979,22895217,11245640,0
1241,2021-11-27,Quebec,QC,440436,11009,426422,13842363,6649088,256067
1242,2021-11-27,Newfoundland and Labrador,NL,2048,18,2009,895893,437457,0
1243,2021-11-27,New Brunswick,NB,8172,123,7176,1262589,611338,0
1244,2021-11-27,Nova Scotia,NS,8183,109,7889,1628737,788942,16690
1245,2021-11-27,Prince Edward Island,PE,366,0,327,274022,131597,5222
1246,2021-11-27,Yukon,YT,1486,13,1313,74181,33449,6089
1247,2021-11-27,Northwest Territories,NT,2055,12,1983,85169,35918,11756
1248,2021-11-27,Nunavut,NU,674,4,670,50769,23790,0
1249,2021-12-04,British Columbia,BC,219935,2351,214047,8761618,4064971,469486
1250,2021-12-04,Alberta,AB,337269,3266,328694,6949321,3163881,394704
1251,2021-12-04,Saskatchewan,SK,81293,929,79642,1850781,839359,93243
1252,2021-12-04,Manitoba,MB,68499,1330,65577,2206933,1028551,89316
1253,2021-12-04,Ontario,ON,624230,9950,604749,23913372,11288025,783991
1254,2021-12-04,Quebec,QC,448594,11031,431969,14028737,6663301,298370
1255,2021-12-04,Newfoundland and Labrador,NL,2064,18,2019,901450,439047,0
1256,2021-12-04,New Brunswick,NB,8680,132,7759,1268576,614830,0
1257,2021-12-04,Nova Scotia,NS,8370,110,8072,1646458,793402,26757
1258,2021-12-04,Prince Edward Island,PE,387,0,343,278877,132682,7477
1259,2021-12-04,Yukon,YT,1543,14,1461,76473,33758,7771
1260,2021-12-04,Northwest Territories,NT,2066,12,2033,86566,36187,12535
1261,2021-12-04,Nunavut,NU,675,4,670,51224,24037,0
1262,2021-12-11,British Columbia,BC,222428,2381,216542,8919000,4081772,563632
1263,2021-12-11,Alberta,AB,339340,3278,331097,7094431,3184238,482534
1264,2021-12-11,Saskatchewan,SK,81780,937,80193,1892527,844090,118853
1265,2021-12-11,Manitoba,MB,69670,1349,66471,2254390,1031491,114731
1266,2021-12-11,Ontario,ON,633242,10001,610592,24387806,11323370,1074634
1267,2021-12-11,Quebec,QC,460307,11057,438983,14247631,6676328,389551
1268,2021-12-11,Newfoundland and Labrador,NL,2078,18,2034,912448,442276,0
1269,2021-12-11,New Brunswick,NB,9492,140,8255,1342380,617387,63198
1270,2021-12-11,Nova Scotia,NS,8843,110,8244,1671588,790288,40860
1271,2021-12-11,Prince Edward Island,PE,412,0,374,282743,133282,9018
1272,2021-12-11,Yukon,YT,1586,14,1509,78190,33891,9116
1273,2021-12-11,Northwest Territories,NT,2070,12,2046,88819,36464,13264
1274,2021-12-11,Nunavut,NU,676,4,670,52289,24198,0
1275,2021-12-18,British Columbia,BC,226696,2399,218960,9101805,4096876,688503
1276,2021-12-18,Alberta,AB,342603,3293,333306,7251484,3195552,594730
1277,2021-12-18,Saskatchewan,SK,82130,942,80627,1953285,848330,169365
1278,2021-12-18,Manitoba,MB,71061,1363,67626,2341929,1034557,185780
1279,2021-12-18,Ontario,ON,652356,10046,617773,25174953,11355707,1727744
1280,2021-12-18,Quebec,QC,483213,11096,448759,14576502,6689192,617341
1281,2021-12-18,Newfoundland and Labrador,NL,2175,18,2051,922405,444495,0
1282,2021-12-18,New Brunswick,NB,10446,148,9064,1385907,619812,96016
1283,2021-12-18,Nova Scotia,NS,10704,110,8380,1718187,792129,73668
1284,2021-12-18,Prince Edward Island,PE,484,0,383,286492,133691,11085
1285,2021-12-18,Yukon,YT,1631,14,1559,79649,33967,9990
1286,2021-12-18,Northwest Territories,NT,2079,12,2056,90279,36630,13946
1287,2021-12-18,Nunavut,NU,676,4,671,54397,24483,0
1288,2021-12-25,British Columbia,BC,238210,2414,222604,9276592,4108585,807413
1289,2021-12-25,Alberta,AB,352873,3303,335047,7452649,3211241,761153
1290,2021-12-25,Saskatchewan,SK,83086,945,80906,2019537,852343,227768
1291,2021-12-25,Manitoba,MB,74358,1370,68577,2407710,1036297,245589
1292,2021-12-25,Ontario,ON,705514,10099,628670,26435461,11388860,2863624
1293,2021-12-25,Quebec,QC,547901,11144,464206,15059219,6702436,1044498
1294,2021-12-25,Newfoundland and Labrador,NL,2512,18,2088,931055,446648,0
1295,2021-12-25,New Brunswick,NB,11896,152,9780,1429851,621534,133466
1296,2021-12-25,Nova Scotia,NS,14301,111,8643,1758286,793489,105019
1297,2021-12-25,Prince Edward Island,PE,737,0,417,292619,133999,15181
1298,2021-12-25,Yukon,YT,1668,14,1602,80825,34029,10341
1299,2021-12-25,Northwest Territories,NT,2088,12,2059,91434,36803,14692
1300,2021-12-25,Nunavut,NU,695,4,672,54791,24665,0
1301,2022-01-01,British Columbia,BC,258882,2423,230784,9399015,4115041,909598
1302,2022-01-01,Alberta,AB,373555,3321,336917,7594578,3212007,887392
1303,2022-01-01,Saskatchewan,SK,85188,955,81389,2083560,857368,283558
1304,2022-01-01,Manitoba,MB,80096,1392,68780,2441661,1037539,276639
1305,2022-01-01,Ontario,ON,807841,10188,652114,27311125,11415518,3662068
1306,2022-01-01,Quebec,QC,656572,11251,488030,15444640,6711562,1405744
1307,2022-01-01,Newfoundland and Labrador,NL,4597,19,2239,932249,447111,0
1308,2022-01-01,New Brunswick,NB,15069,160,10779,1452045,622395,152407
1309,2022-01-01,Nova Scotia,NS,19175,111,8643,1791016,794817,133044
1310,2022-01-01,Prince Edward Island,PE,1447,0,417,292619,133999,15181
1311,2022-01-01,Yukon,YT,1808,15,1602,80825,34029,10341
1312,2022-01-01,Northwest Territories,NT,2189,12,2059,91434,36803,14692
1313,2022-01-01,Nunavut,NU,819,4,672,55230,24746,0
1314,2022-01-08,British Columbia,BC,279448,2439,240198,9604331,4123009,1089410
1315,2022-01-08,Alberta,AB,406271,3348,348500,7825022,3223444,1087405
1316,2022-01-08,Saskatchewan,SK,90765,961,82907,2128090,866037,314597
1317,2022-01-08,Manitoba,MB,94850,1408,68847,2548223,1041044,373869
1318,2022-01-08,Ontario,ON,899260,10378,719739,28324152,11462390,4571616
1319,2022-01-08,Quebec,QC,759801,11500,577427,15942679,6724651,1872698
1320,2022-01-08,Newfoundland and Labrador,NL,7949,21,3139,934192,447810,0
1321,2022-01-08,New Brunswick,NB,20278,171,12207,1488815,623892,184284
1322,2022-01-08,Nova Scotia,NS,25003,113,17152,1842770,796012,180694
1323,2022-01-08,Prince Edward Island,PE,2625,0,703,302771,134316,23995
1324,2022-01-08,Yukon,YT,2191,15,1752,83875,34201,12844
1325,2022-01-08,Northwest Territories,NT,2856,12,2113,92957,36943,15864
1326,2022-01-08,Nunavut,NU,976,4,694,55740,24832,0
1327,2022-01-15,British Columbia,BC,295904,2468,251846,9962096,4132647,1412493
1328,2022-01-15,Alberta,AB,446494,3407,368986,8007767,3242357,1239464
1329,2022-01-15,Saskatchewan,SK,98699,961,86815,2194619,876137,365082
1330,2022-01-15,Manitoba,MB,107838,1445,69075,2624569,1044743,440805
1331,2022-01-15,Ontario,ON,973025,10723,827756,29337677,11530464,5440984
1332,2022-01-15,Quebec,QC,806897,11914,689848,16661070,6742281,2543681
1333,2022-01-15,Newfoundland and Labrador,NL,12406,25,6485,939733,449755,0
1334,2022-01-15,New Brunswick,NB,22359,183,14760,1533010,625621,223777
1335,2022-01-15,Nova Scotia,NS,30101,119,17152,1909828,800180,239090
1336,2022-01-15,Prince Edward Island,PE,4118,1,1867,314880,134681,34273
1337,2022-01-15,Yukon,YT,2665,15,2210,87871,34440,16274
1338,2022-01-15,Northwest Territories,NT,3784,13,2435,93926,37022,16619
1339,2022-01-15,Nunavut,NU,1141,5,923,56225,24998,0
1340,2022-01-22,British Columbia,BC,310242,2529,271553,10334333,4142310,1754646
1341,2022-01-22,Alberta,AB,471717,3488,401572,8124814,3248574,1348382
1342,2022-01-22,Saskatchewan,SK,107842,972,94253,2248820,884599,405845
1343,2022-01-22,Manitoba,MB,114021,1492,75954,2688402,1049953,493634
1344,2022-01-22,Ontario,ON,1019843,11186,908533,29977268,11595052,5955345
1345,2022-01-22,Quebec,QC,837681,12397,747819,17362055,6779928,3176522
1346,2022-01-22,Newfoundland and Labrador,NL,14805,31,11358,941771,450386,0
1347,2022-01-22,New Brunswick,NB,25465,207,20083,1586297,627392,271987
1348,2022-01-22,Nova Scotia,NS,34021,128,17152,1998064,798609,327601
1349,2022-01-22,Prince Edward Island,PE,5807,6,2598,325811,135061,43863
1350,2022-01-22,Yukon,YT,2886,16,2592,88855,34514,17131
1351,2022-01-22,Northwest Territories,NT,4703,14,3189,94939,37132,17362
1352,2022-01-22,Nunavut,NU,1346,5,1047,56820,25197,0
1353,2022-01-29,British Columbia,BC,322265,2597,287931,10640763,4153936,2034020
1354,2022-01-29,Alberta,AB,490661,3578,442605,8255417,3275269,1431208
1355,2022-01-29,Saskatchewan,SK,116511,989,102969,2290101,893793,433752
1356,2022-01-29,Manitoba,MB,118862,1543,87599,2732174,1060362,522823
1357,2022-01-29,Ontario,ON,1051964,11634,965386,30490270,11696545,6316931
1358,2022-01-29,Quebec,QC,861292,12778,791198,17911880,6869379,3612295
1359,2022-01-29,Newfoundland and Labrador,NL,16966,38,14231,948615,454481,0
1360,2022-01-29,New Brunswick,NB,28442,228,22405,1639654,631670,317456
1361,2022-01-29,Nova Scotia,NS,37200,142,31208,2094109,801014,418261
1362,2022-01-29,Prince Edward Island,PE,7462,10,4172,331772,135649,48502
1363,2022-01-29,Yukon,YT,3076,16,2852,89982,34664,17977
1364,2022-01-29,Northwest Territories,NT,5607,15,4438,95869,37421,17883
1365,2022-01-29,Nunavut,NU,1657,5,1187,68345,25367,11123
1366,2022-02-05,British Columbia,BC,331964,2675,302788,10872777,4177582,2230209
1367,2022-02-05,Alberta,AB,505406,3684,467088,8345443,3295207,1483339
1368,2022-02-05,Saskatchewan,SK,122525,1006,111734,2328769,899228,451254
1369,2022-02-05,Manitoba,MB,122632,1585,103624,2764802,1069858,542865
1370,2022-02-05,Ontario,ON,1074251,11991,1002880,30949011,11802058,6561032
1371,2022-02-05,Quebec,QC,882336,13062,818774,18258146,6951500,3858253
1372,2022-02-05,Newfoundland and Labrador,NL,18464,47,16437,957817,462006,0
1373,2022-02-05,New Brunswick,NB,30602,258,26136,1674393,638399,343140
1374,2022-02-05,Nova Scotia,NS,39993,157,34587,2145666,809686,458668
1375,2022-02-05,Prince Edward Island,PE,8842,12,6115,348469,137486,62442
1376,2022-02-05,Yukon,YT,3202,19,3041,90574,34856,18308
1377,2022-02-05,Northwest Territories,NT,6566,16,5379,96926,38000,18272
1378,2022-02-05,Nunavut,NU,1929,5,1444,69834,25925,11770
1379,2022-02-12,British Columbia,BC,339736,2747,307963,11068342,4207822,2386677
1380,2022-02-12,Alberta,AB,514690,3780,486270,8409914,3322760,1518309
1381,2022-02-12,Saskatchewan,SK,125756,1056,113023,2329597,899829,451254
1382,2022-02-12,Manitoba,MB,125844,1619,110432,2795792,1081217,559562
1383,2022-02-12,Ontario,ON,1092008,12219,1030423,31248014,11887639,6726615
1384,2022-02-12,Quebec,QC,899235,13293,844373,18485021,7014095,4009185
1385,2022-02-12,Newfoundland and Labrador,NL,19954,54,18048,961944,465392,0
1386,2022-02-12,New Brunswick,NB,32610,286,28429,1693505,643911,355154
1387,2022-02-12,Nova Scotia,NS,42230,172,37034,2175757,817844,479356
1388,2022-02-12,Prince Edward Island,PE,10105,14,7548,355229,138942,67369
1389,2022-02-12,Yukon,YT,3314,20,3195,91299,35180,18661
1390,2022-02-12,Northwest Territories,NT,7440,17,6447,97806,38516,18543
1391,2022-02-12,Nunavut,NU,2155,5,1640,71668,26645,12523
1392,2022-02-19,British Columbia,BC,344262,2786,307963,11216953,4238801,2497755
1393,2022-02-19,Alberta,AB,520200,3854,500756,8455738,3338611,1542068
1394,2022-02-19,Saskatchewan,SK,127162,1093,113023,2329597,899829,451254
