Surrogate Keys,date,prname,province,totalcases,numdeaths,recovery,partial,full,booster
624,2020-12-26,Nunavut,NU,264,1,255,0,0,0
625,2021-01-02,British Columbia,BC,53162,901,42129,17510,0,0
626,2021-01-02,Alberta,AB,104633,1267,84827,14244,0,0
627,2021-01-02,Saskatchewan,SK,15844,158,12975,3722,0,0
628,2021-01-02,Manitoba,MB,25026,678,19789,3540,2,0
629,2021-01-02,Ontario,ON,193960,4905,160526,33191,0,0
630,2021-01-02,Quebec,QC,204101,7966,172047,28691,1,0
631,2021-01-02,Newfoundland and Labrador,NL,390,4,372,1785,0,0
632,2021-01-02,New Brunswick,NB,611,9,568,2905,0,0
633,2021-01-02,Nova Scotia,NS,1497,65,1399,2596,0,0
634,2021-01-02,Prince Edward Island,PE,97,0,89,1932,0,0
635,2021-01-02,Yukon,YT,64,1,59,0,0,0
636,2021-01-02,Northwest Territories,NT,24,0,24,2,0,0
637,2021-01-02,Nunavut,NU,266,1,262,0,0,0
638,2021-01-09,British Columbia,BC,57170,999,48205,46259,0,0
639,2021-01-09,Alberta,AB,111729,1426,94932,42333,0,0
640,2021-01-09,Saskatchewan,SK,17807,191,14426,6964,0,0
641,2021-01-09,Manitoba,MB,26166,733,20769,8919,899,0
642,2021-01-09,Ontario,ON,218835,5276,178224,103263,2940,0
643,2021-01-09,Quebec,QC,221559,8315,192979,78886,102,0
644,2021-01-09,Newfoundland and Labrador,NL,392,4,381,1785,0,0
645,2021-01-09,New Brunswick,NB,765,9,585,5019,0,0
646,2021-01-09,Nova Scotia,NS,1525,65,1433,2720,0,0
647,2021-01-09,Prince Edward Island,PE,100,0,93,3600,0,0
648,2021-01-09,Yukon,YT,70,1,59,310,0,0
649,2021-01-09,Northwest Territories,NT,24,0,24,162,0,0
650,2021-01-09,Nunavut,NU,266,1,264,29,0,0
651,2021-01-16,British Columbia,BC,60701,1064,53115,75914,0,0
652,2021-01-16,Alberta,AB,117088,1557,101957,81561,0,0
653,2021-01-16,Saskatchewan,SK,19985,212,15730,16927,1752,0
654,2021-01-16,Manitoba,MB,27322,761,23575,17642,2201,0
655,2021-01-16,Ontario,ON,240220,5644,200406,189090,9667,0
656,2021-01-16,Quebec,QC,235620,8682,210364,144281,289,0
657,2021-01-16,Newfoundland and Labrador,NL,395,4,383,5291,1495,0
658,2021-01-16,New Brunswick,NB,911,12,631,7732,1862,0
659,2021-01-16,Nova Scotia,NS,1550,65,1459,7600,2200,0
660,2021-01-16,Prince Edward Island,PE,107,0,93,5102,1154,0
661,2021-01-16,Yukon,YT,70,1,67,1184,0,0
662,2021-01-16,Northwest Territories,NT,27,0,24,512,0,0
663,2021-01-16,Nunavut,NU,266,1,264,983,0,0
664,2021-01-23,British Columbia,BC,64011,1128,56455,110566,2202,0
665,2021-01-23,Alberta,AB,121013,1672,109078,98807,7272,0
666,2021-01-23,Saskatchewan,SK,21917,250,18506,32385,3416,0
667,2021-01-23,Manitoba,MB,28476,797,24307,30764,3498,0
668,2021-01-23,Ontario,ON,256636,6076,222287,276146,28954,0
669,2021-01-23,Quebec,QC,246131,9046,225245,220997,685,0
670,2021-01-23,Newfoundland and Labrador,NL,398,4,386,8549,1495,0
671,2021-01-23,New Brunswick,NB,1104,13,762,10436,2567,0
672,2021-01-23,Nova Scotia,NS,1567,65,1485,10575,2705,0
673,2021-01-23,Prince Edward Island,PE,110,0,103,6525,1799,0
674,2021-01-23,Yukon,YT,70,1,69,3730,0,0
675,2021-01-23,Northwest Territories,NT,30,0,24,1893,0,0
676,2021-01-23,Nunavut,NU,275,1,264,3822,0,0
677,2021-01-30,British Columbia,BC,67187,1189,59551,129241,4262,0
678,2021-01-30,Alberta,AB,124049,1744,114586,105752,15648,0
679,2021-01-30,Saskatchewan,SK,23626,300,20803,35239,4637,0
680,2021-01-30,Manitoba,MB,29446,825,25095,41811,7834,0
681,2021-01-30,Ontario,ON,269410,6449,240494,336828,67787,0
682,2021-01-30,Quebec,QC,254885,9313,237088,251615,1515,0
683,2021-01-30,Newfoundland and Labrador,NL,408,4,388,10080,1737,0
684,2021-01-30,New Brunswick,NB,1230,18,928,14257,2839,0
685,2021-01-30,Nova Scotia,NS,1578,65,1504,14589,2714,0
686,2021-01-30,Prince Edward Island,PE,112,0,105,7510,2232,0
687,2021-01-30,Yukon,YT,70,1,69,6496,0,0
688,2021-01-30,Northwest Territories,NT,31,0,26,9471,0,0
689,2021-01-30,Nunavut,NU,289,1,263,5316,0,0
690,2021-02-06,British Columbia,BC,70144,1246,62567,149564,10366,0
691,2021-02-06,Alberta,AB,126646,1802,118445,116716,25540,0
692,2021-02-06,Saskatchewan,SK,25209,336,22460,41254,8157,0
693,2021-02-06,Manitoba,MB,30158,842,26007,47986,13003,0
694,2021-02-06,Ontario,ON,279192,6711,254966,372666,96573,0
695,2021-02-06,Quebec,QC,262303,9526,246695,269738,3073,0
696,2021-02-06,Newfoundland and Labrador,NL,415,4,391,12596,3324,0
697,2021-02-06,New Brunswick,NB,1337,20,1095,17277,4460,0
698,2021-02-06,Nova Scotia,NS,1585,65,1512,17295,4681,0
699,2021-02-06,Prince Edward Island,PE,114,0,110,8337,3037,0
700,2021-02-06,Yukon,YT,70,1,69,10519,0,0
701,2021-02-06,Northwest Territories,NT,32,0,35,12366,125,0
702,2021-02-06,Nunavut,NU,297,1,282,5649,0,0
703,2021-02-13,British Columbia,BC,73202,1298,67008,162982,17562,0
704,2021-02-13,Alberta,AB,128722,1854,121494,144114,49166,0
705,2021-02-13,Saskatchewan,SK,26389,354,24085,48566,12410,0
706,2021-02-13,Manitoba,MB,30687,866,28193,56282,20152,0
707,2021-02-13,Ontario,ON,287093,6881,265893,456947,164307,0
708,2021-02-13,Quebec,QC,268785,9685,255146,312839,6244,3
709,2021-02-13,Newfoundland and Labrador,NL,686,4,394,14687,4865,0
710,2021-02-13,New Brunswick,NB,1398,22,1215,18643,5347,0
711,2021-02-13,Nova Scotia,NS,1592,65,1517,22343,7498,0
712,2021-02-13,Prince Edward Island,PE,114,0,110,9139,3787,0
713,2021-02-13,Yukon,YT,71,1,69,11514,909,0
714,2021-02-13,Northwest Territories,NT,36,0,37,13132,299,0
715,2021-02-13,Nunavut,NU,313,1,297,8339,2134,0
716,2021-02-20,British Columbia,BC,76339,1327,69970,192942,36923,0
717,2021-02-20,Alberta,AB,130974,1880,124114,165527,63882,0
718,2021-02-20,Saskatchewan,SK,27438,368,25468,57824,17745,0
719,2021-02-20,Manitoba,MB,31329,882,29240,62812,25874,0
720,2021-02-20,Ontario,ON,294555,7032,274714,540129,229151,0
721,2021-02-20,Quebec,QC,274137,9786,262506,356352,7892,8
722,2021-02-20,Newfoundland and Labrador,NL,901,4,460,16458,6112,0
723,2021-02-20,New Brunswick,NB,1420,24,1309,21182,7505,0
724,2021-02-20,Nova Scotia,NS,1605,65,1525,25032,9782,0
725,2021-02-20,Prince Edward Island,PE,115,0,113,10691,4979,0
726,2021-02-20,Yukon,YT,72,1,69,11850,1223,0
727,2021-02-20,Northwest Territories,NT,41,0,39,14157,579,0
728,2021-02-20,Nunavut,NU,339,1,301,9049,2134,0
729,2021-02-27,British Columbia,BC,79909,1355,73188,252373,73808,0
730,2021-02-27,Alberta,AB,133417,1905,126774,218696,85442,0
731,2021-02-27,Saskatchewan,SK,28506,385,26573,75501,24591,0
732,2021-02-27,Manitoba,MB,31809,893,29708,77119,29980,0
733,2021-02-27,Ontario,ON,302237,7129,282315,668104,260972,0
734,2021-02-27,Quebec,QC,279519,9858,268645,448160,9454,11
735,2021-02-27,Newfoundland and Labrador,NL,980,5,701,20285,7466,0
736,2021-02-27,New Brunswick,NB,1430,26,1362,26317,11036,0
737,2021-02-27,Nova Scotia,NS,1633,65,1534,32019,12105,0
738,2021-02-27,Prince Edward Island,PE,127,0,114,12176,5165,0
739,2021-02-27,Yukon,YT,72,1,71,15174,4309,0
740,2021-02-27,Northwest Territories,NT,42,0,43,16454,1934,0
741,2021-02-27,Nunavut,NU,356,1,328,11383,4107,0
742,2021-03-06,British Columbia,BC,83652,1383,76752,311208,86865,0
743,2021-03-06,Alberta,AB,135748,1924,128974,282674,90824,0
744,2021-03-06,Saskatchewan,SK,29593,396,27584,90456,28006,0
745,2021-03-06,Manitoba,MB,32169,904,30151,93798,33551,0
746,2021-03-06,Ontario,ON,310175,7216,289735,860412,270625,0
747,2021-03-06,Quebec,QC,284471,9925,274245,567238,11072,12
748,2021-03-06,Newfoundland and Labrador,NL,1005,6,908,24757,8427,0
749,2021-03-06,New Brunswick,NB,1453,28,1389,33741,12142,0
750,2021-03-06,Nova Scotia,NS,1654,65,1563,38676,14395,0
751,2021-03-06,Prince Edward Island,PE,140,0,115,13281,5273,0
752,2021-03-06,Yukon,YT,72,1,71,21097,7826,0
753,2021-03-06,Northwest Territories,NT,42,0,46,19775,4558,0
754,2021-03-06,Nunavut,NU,372,1,354,13911,5144,0
755,2021-03-13,British Columbia,BC,87422,1401,80325,380743,87024,0
756,2021-03-13,Alberta,AB,138286,1950,131502,346135,91520,0
757,2021-03-13,Saskatchewan,SK,30522,405,28648,100195,29029,0
758,2021-03-13,Manitoba,MB,32699,916,30874,108919,35198,0
759,2021-03-13,Ontario,ON,319674,7304,297403,1116496,284686,0
760,2021-03-13,Quebec,QC,289484,9983,279230,724661,14910,16
761,2021-03-13,Newfoundland and Labrador,NL,1012,6,949,33621,9170,0
762,2021-03-13,New Brunswick,NB,1465,30,1401,38483,12152,0
763,2021-03-13,Nova Scotia,NS,1667,65,1585,46891,15655,0
764,2021-03-13,Prince Edward Island,PE,144,0,127,15648,5603,0
765,2021-03-13,Yukon,YT,72,1,71,27738,9805,0
766,2021-03-13,Northwest Territories,NT,42,0,46,28208,11151,0
767,2021-03-13,Nunavut,NU,382,1,367,15889,5750,0
768,2021-03-20,British Columbia,BC,91342,1421,84078,490022,87139,0
769,2021-03-20,Alberta,AB,141763,1965,133800,452690,92935,0
770,2021-03-20,Saskatchewan,SK,31459,417,29608,133828,31162,0
771,2021-03-20,Manitoba,MB,33263,920,31188,139050,44789,1
772,2021-03-20,Ontario,ON,330714,7386,306050,1480882,297134,0
773,2021-03-20,Quebec,QC,294906,10035,284203,965087,16723,18
774,2021-03-20,Newfoundland and Labrador,NL,1014,6,999,46053,9411,0
775,2021-03-20,New Brunswick,NB,1489,30,1409,57722,12200,0
776,2021-03-20,Nova Scotia,NS,1684,66,1599,58036,20050,0
777,2021-03-20,Prince Edward Island,PE,149,0,140,16779,5614,0
778,2021-03-20,Yukon,YT,72,1,71,32350,10598,0
779,2021-03-20,Northwest Territories,NT,42,0,46,32074,12389,0
780,2021-03-20,Nunavut,NU,390,3,389,17997,6413,0
781,2021-03-27,British Columbia,BC,96613,1452,87866,637856,87233,0
782,2021-03-27,Alberta,AB,146161,1987,136350,577223,95452,0
783,2021-03-27,Saskatchewan,SK,32783,430,30536,167509,36494,0
784,2021-03-27,Manitoba,MB,33867,933,31744,179856,56829,2
785,2021-03-27,Ontario,ON,345114,7494,315865,1916332,308301,0
786,2021-03-27,Quebec,QC,301135,10082,289132,1233657,18448,20
787,2021-03-27,Newfoundland and Labrador,NL,1015,6,1004,55231,9527,0
788,2021-03-27,New Brunswick,NB,1571,30,1430,81064,12216,0
789,2021-03-27,Nova Scotia,NS,1705,66,1618,83148,23662,0
790,2021-03-27,Prince Edward Island,PE,156,0,144,20258,6139,0
791,2021-03-27,Yukon,YT,73,1,71,34003,10870,0
792,2021-03-27,Northwest Territories,NT,42,0,47,35397,13283,0
793,2021-03-27,Nunavut,NU,395,4,391,19669,6785,0
794,2021-04-03,British Columbia,BC,103031,1463,91732,856801,87455,0
795,2021-04-03,Alberta,AB,152176,2002,138560,653010,103926,0
796,2021-04-03,Saskatchewan,SK,34323,436,31744,214246,39119,0
797,2021-04-03,Manitoba,MB,34352,938,32162,238004,67961,3
798,2021-04-03,Ontario,ON,364059,7607,327940,2424063,321469,0
799,2021-04-03,Quebec,QC,309276,10129,294560,1552114,21476,24
800,2021-04-03,Newfoundland and Labrador,NL,1020,6,1006,69851,9654,0
801,2021-04-03,New Brunswick,NB,1641,30,1457,116885,12250,0
802,2021-04-03,Nova Scotia,NS,1732,66,1634,111403,29530,0
803,2021-04-03,Prince Edward Island,PE,160,0,145,25153,7212,0
804,2021-04-03,Yukon,YT,74,1,71,35470,11592,0
805,2021-04-03,Northwest Territories,NT,43,0,47,37655,13933,0
806,2021-04-03,Nunavut,NU,395,4,391,21012,7740,0
807,2021-04-10,British Columbia,BC,110823,1504,98336,1025019,87606,0
808,2021-04-10,Alberta,AB,160737,2014,144020,847630,163532,0
809,2021-04-10,Saskatchewan,SK,35984,453,33149,268895,40597,0
810,2021-04-10,Manitoba,MB,35101,949,32896,290918,71602,6
811,2021-04-10,Ontario,ON,389643,7769,343622,3044949,330982,0
812,2021-04-10,Quebec,QC,320991,10182,301740,1903438,34281,27
813,2021-04-10,Newfoundland and Labrador,NL,1029,6,1009,105652,9674,0
814,2021-04-10,New Brunswick,NB,1713,33,1531,150106,15559,0
815,2021-04-10,Nova Scotia,NS,1765,66,1655,138348,30838,0
816,2021-04-10,Prince Edward Island,PE,163,0,152,30937,8241,0
817,2021-04-10,Yukon,YT,74,1,73,39687,15343,0
818,2021-04-10,Northwest Territories,NT,43,0,48,38574,14471,0
819,2021-04-10,Nunavut,NU,395,4,391,22865,9247,0
820,2021-04-17,British Columbia,BC,118107,1530,105291,1282091,87970,0
821,2021-04-17,Alberta,AB,170548,2037,149935,1121901,220472,0
822,2021-04-17,Saskatchewan,SK,37871,464,34550,334063,42523,0
823,2021-04-17,Manitoba,MB,35989,958,33404,352207,73391,6
824,2021-04-17,Ontario,ON,420526,7968,364353,3751316,344244,0
825,2021-04-17,Quebec,QC,331263,10253,311047,2382755,50134,39
826,2021-04-17,Newfoundland and Labrador,NL,1042,6,1011,130124,9674,0
827,2021-04-17,New Brunswick,NB,1778,33,1594,190460,17901,0
828,2021-04-17,Nova Scotia,NS,1809,67,1689,194792,32255,0
829,2021-04-17,Prince Edward Island,PE,170,0,159,39504,9325,0
830,2021-04-17,Yukon,YT,76,1,73,44046,19125,0
831,2021-04-17,Northwest Territories,NT,43,0,48,41217,16471,0
832,2021-04-17,Nunavut,NU,414,4,391,24469,10434,0
833,2021-04-24,British Columbia,BC,124639,1563,113139,1542066,88663,0
834,2021-04-24,Alberta,AB,181452,2070,158603,1361365,267195,0
835,2021-04-24,Saskatchewan,SK,39683,473,36652,392294,43438,0
836,2021-04-24,Manitoba,MB,37339,967,34481,433809,75453,10
837,2021-04-24,Ontario,ON,448876,8197,392044,4527368,358776,0
838,2021-04-24,Quebec,QC,339012,10326,321667,2863090,75110,55
839,2021-04-24,Newfoundland and Labrador,NL,1056,6,1023,150624,9676,0
840,2021-04-24,New Brunswick,NB,1847,35,1675,236953,23548,0
841,2021-04-24,Nova Scotia,NS,2034,67,1722,260788,34493,0
842,2021-04-24,Prince Edward Island,PE,176,0,164,46278,9768,0
843,2021-04-24,Yukon,YT,80,1,77,46822,21359,0
844,2021-04-24,Northwest Territories,NT,49,0,49,44646,19271,0
845,2021-04-24,Nunavut,NU,453,4,400,26855,11940,0
846,2021-05-01,British Columbia,BC,130317,1581,119785,1786772,90642,0
847,2021-05-01,Alberta,AB,194503,2102,168580,1597666,299929,0
848,2021-05-01,Saskatchewan,SK,41360,494,38414,435142,44324,0
849,2021-05-01,Manitoba,MB,38993,976,35551,501887,78888,15
850,2021-05-01,Ontario,ON,474091,8425,421216,5247684,373559,0
851,2021-05-01,Quebec,QC,346305,10404,330362,3279548,126942,79
852,2021-05-01,Newfoundland and Labrador,NL,1081,6,1038,177390,9676,0
853,2021-05-01,New Brunswick,NB,1933,36,1755,267662,26738,0
854,2021-05-01,Nova Scotia,NS,2644,67,1795,312493,36381,0
855,2021-05-01,Prince Edward Island,PE,180,0,169,53202,10585,0
856,2021-05-01,Yukon,YT,81,2,79,48307,22403,0
857,2021-05-01,Northwest Territories,NT,57,0,51,46800,20943,0
858,2021-05-01,Nunavut,NU,508,4,430,28251,12395,0
859,2021-05-08,British Columbia,BC,134937,1614,125799,2042442,99461,0
860,2021-05-08,Alberta,AB,208307,2125,179894,1846554,314504,0
861,2021-05-08,Saskatchewan,SK,42964,502,40169,504482,46022,0
862,2021-05-08,Manitoba,MB,41422,990,37198,565520,83289,19
863,2021-05-08,Ontario,ON,494847,8634,447938,6023610,390990,0
864,2021-05-08,Quebec,QC,352563,10446,337538,3768302,202520,111
865,2021-05-08,Newfoundland and Labrador,NL,1133,6,1056,200591,9676,0
866,2021-05-08,New Brunswick,NB,1996,41,1813,302262,29688,0
867,2021-05-08,Nova Scotia,NS,3697,70,2145,356978,37630,0
868,2021-05-08,Prince Edward Island,PE,185,0,176,59758,10750,0
869,2021-05-08,Yukon,YT,82,2,79,49439,23048,0
870,2021-05-08,Northwest Territories,NT,90,0,57,48007,21674,0
871,2021-05-08,Nunavut,NU,564,4,472,29096,12768,0
872,2021-05-15,British Columbia,BC,138747,1634,130953,2393265,124880,0
873,2021-05-15,Alberta,AB,218647,2153,192688,2144280,327063,0
874,2021-05-15,Saskatchewan,SK,44364,516,41776,571957,48264,0
875,2021-05-15,Manitoba,MB,44615,1006,39392,660756,89818,21
876,2021-05-15,Ontario,ON,511382,8797,471096,6925232,422960,0
877,2021-05-15,Quebec,QC,358064,10492,344039,4371914,277753,139
878,2021-05-15,Newfoundland and Labrador,NL,1184,6,1096,232216,9876,0
879,2021-05-15,New Brunswick,NB,2052,41,1897,349662,32724,0
880,2021-05-15,Nova Scotia,NS,4600,72,3030,415570,38830,0
881,2021-05-15,Prince Edward Island,PE,191,0,179,67758,11429,0
882,2021-05-15,Yukon,YT,84,2,81,50652,23673,0
883,2021-05-15,Northwest Territories,NT,116,0,83,49811,22501,0
884,2021-05-15,Nunavut,NU,611,4,536,29649,13080,0
885,2021-05-22,British Columbia,BC,141729,1667,135068,2744020,142406,0
886,2021-05-22,Alberta,AB,224010,2188,205960,2460857,347008,0
887,2021-05-22,Saskatchewan,SK,45490,526,43194,645384,55861,0
888,2021-05-22,Manitoba,MB,47977,1028,41965,754595,100354,24
889,2021-05-22,Ontario,ON,524029,8949,490721,7925277,519981,0
890,2021-05-22,Quebec,QC,362209,10543,349498,4999959,361787,178
891,2021-05-22,Newfoundland and Labrador,NL,1230,6,1155,264031,10321,0
892,2021-05-22,New Brunswick,NB,2115,43,1949,411471,35702,0
893,2021-05-22,Nova Scotia,NS,5190,77,4161,483549,40900,0
894,2021-05-22,Prince Edward Island,PE,197,0,185,78817,12156,0
895,2021-05-22,Yukon,YT,84,2,82,51758,24254,0
896,2021-05-22,Northwest Territories,NT,125,0,118,51320,22960,0
897,2021-05-22,Nunavut,NU,636,4,588,30824,13906,0
898,2021-05-29,British Columbia,BC,143839,1699,138360,3106269,160885,0
899,2021-05-29,Alberta,AB,227135,2223,216167,2720687,381015,0
900,2021-05-29,Saskatchewan,SK,46464,537,44519,706548,72818,0
901,2021-05-29,Manitoba,MB,50498,1045,44819,860724,119490,25
902,2021-05-29,Ontario,ON,531795,9085,506361,8839445,659139,0
903,2021-05-29,Quebec,QC,364997,10576,354104,5575192,451046,231
904,2021-05-29,Newfoundland and Labrador,NL,1302,6,1192,297873,11401,0
905,2021-05-29,New Brunswick,NB,2191,43,2004,461042,38815,0
906,2021-05-29,Nova Scotia,NS,5501,83,4880,560843,43252,0
907,2021-05-29,Prince Edward Island,PE,202,0,187,87861,12868,0
908,2021-05-29,Yukon,YT,84,2,82,52649,24763,0
909,2021-05-29,Northwest Territories,NT,128,0,125,52237,23344,0
910,2021-05-29,Nunavut,NU,645,4,629,31927,14783,0
911,2021-06-05,British Columbia,BC,145266,1719,140835,3488884,256725,0
912,2021-06-05,Alberta,AB,229116,2247,221644,3013555,502833,0
913,2021-06-05,Saskatchewan,SK,47285,546,45498,787130,122593,0
914,2021-06-05,Manitoba,MB,52530,1072,47345,952990,154828,30
915,2021-06-05,Ontario,ON,537007,9179,517638,9834182,963257,0
916,2021-06-05,Quebec,QC,366802,10605,357425,6195269,603440,347
917,2021-06-05,Newfoundland and Labrador,NL,1347,6,1266,330103,14404,0
918,2021-06-05,New Brunswick,NB,2262,44,2068,520899,45646,0
919,2021-06-05,Nova Scotia,NS,5648,87,5339,621661,44188,0
920,2021-06-05,Prince Edward Island,PE,205,0,200,98628,14254,0
921,2021-06-05,Yukon,YT,85,2,82,54166,25252,0
922,2021-06-05,Northwest Territories,NT,128,0,128,53501,23922,0
923,2021-06-05,Nunavut,NU,649,4,635,32675,15268,0
924,2021-06-12,British Columbia,BC,146272,1730,142526,3893581,497932,0
925,2021-06-12,Alberta,AB,230423,2269,224782,3336850,729137,0
926,2021-06-12,Saskatchewan,SK,47875,555,46446,878665,191808,0
927,2021-06-12,Manitoba,MB,54163,1092,49633,1050481,206595,33
928,2021-06-12,Ontario,ON,540492,9225,524362,11022452,1667761,0
929,2021-06-12,Quebec,QC,368096,10624,359698,6814136,901822,483
930,2021-06-12,Newfoundland and Labrador,NL,1374,7,1323,363252,23712,0
931,2021-06-12,New Brunswick,NB,2291,45,2152,583855,69686,0
932,2021-06-12,Nova Scotia,NS,5729,89,5502,678615,47930,0
933,2021-06-12,Prince Edward Island,PE,206,0,201,111616,16901,0
934,2021-06-12,Yukon,YT,100,2,82,55485,25789,0
935,2021-06-12,Northwest Territories,NT,128,0,128,55078,24881,0
936,2021-06-12,Nunavut,NU,654,4,644,33592,15707,0
937,2021-06-19,British Columbia,BC,146996,1740,143748,4296151,823371,0
938,2021-06-19,Alberta,AB,231295,2290,226800,3721419,1040740,0
939,2021-06-19,Saskatchewan,SK,48381,562,47059,981734,275362,0
940,2021-06-19,Manitoba,MB,55238,1118,51813,1159280,291240,41
941,2021-06-19,Ontario,ON,542912,9265,529002,12366899,2725302,0
942,2021-06-19,Quebec,QC,369074,10638,361160,7483965,1413794,750
943,2021-06-19,Newfoundland and Labrador,NL,1383,7,1350,404055,41336,0
944,2021-06-19,New Brunswick,NB,2316,45,2215,649110,121777,0
945,2021-06-19,Nova Scotia,NS,5779,90,5611,752599,73600,0
946,2021-06-19,Prince Edward Island,PE,206,0,201,123208,18828,0
947,2021-06-19,Yukon,YT,159,3,91,56640,26262,0
948,2021-06-19,Northwest Territories,NT,128,0,128,57215,26383,0
949,2021-06-19,Nunavut,NU,657,4,645,33958,15867,0
950,2021-06-26,British Columbia,BC,147475,1749,144554,4703549,1167117,0
951,2021-06-26,Alberta,AB,231810,2297,227768,4022084,1307433,0
952,2021-06-26,Saskatchewan,SK,48706,566,47543,1092980,374384,0
953,2021-06-26,Manitoba,MB,55878,1138,53227,1324778,438301,55
954,2021-06-26,Ontario,ON,544796,9303,532074,13824469,3988105,0
955,2021-06-26,Quebec,QC,369726,10650,362130,8121932,1993791,1014
956,2021-06-26,Newfoundland and Labrador,NL,1384,7,1366,441692,67867,0
957,2021-06-26,New Brunswick,NB,2324,45,2245,725042,189927,0
958,2021-06-26,Nova Scotia,NS,5820,91,5671,847830,147001,0
959,2021-06-26,Prince Edward Island,PE,207,0,206,136472,23793,0
960,2021-06-26,Yukon,YT,264,4,135,58092,27055,0
961,2021-06-26,Northwest Territories,NT,128,0,128,58840,27413,0
962,2021-06-26,Nunavut,NU,657,4,653,36791,16026,0
963,2021-07-03,British Columbia,BC,147735,1756,145200,5124693,1526711,0
964,2021-07-03,Alberta,AB,232163,2304,228901,4432975,1685067,0
965,2021-07-03,Saskatchewan,SK,48931,568,47942,1202927,474034,0
966,2021-07-03,Manitoba,MB,56353,1148,54197,1500753,590786,74
967,2021-07-03,Ontario,ON,546268,9333,534272,15365003,5377506,0
968,2021-07-03,Quebec,QC,370241,10661,362961,8853525,2672618,1456
969,2021-07-03,Newfoundland and Labrador,NL,1387,7,1372,489622,100584,0
970,2021-07-03,New Brunswick,NB,2335,45,2268,808951,266840,0
971,2021-07-03,Nova Scotia,NS,5847,92,5706,961653,253331,0
972,2021-07-03,Prince Edward Island,PE,208,0,206,150370,33804,0
973,2021-07-03,Yukon,YT,367,5,219,59373,27917,0
974,2021-07-03,Northwest Territories,NT,128,0,128,60053,28182,0
975,2021-07-03,Nunavut,NU,657,4,653,37773,16379,0
976,2021-07-10,British Columbia,BC,148077,1760,145594,5565983,1915919,0
977,2021-07-10,Alberta,AB,232467,2306,229429,4777367,1998692,0
978,2021-07-10,Saskatchewan,SK,49240,572,48254,1288868,549537,0
979,2021-07-10,Manitoba,MB,56826,1160,54615,1618806,690266,86
980,2021-07-10,Ontario,ON,547495,9372,535810,16827434,6702624,0
981,2021-07-10,Quebec,QC,370743,10666,363775,9578514,3350354,2931
982,2021-07-10,Newfoundland and Labrador,NL,1402,7,1375,537599,145174,0
983,2021-07-10,New Brunswick,NB,2336,46,2283,890757,340583,0
984,2021-07-10,Nova Scotia,NS,5865,92,5734,1085267,369412,0
985,2021-07-10,Prince Edward Island,PE,208,0,206,161660,43065,0
986,2021-07-10,Yukon,YT,458,5,348,61158,29071,0
987,2021-07-10,Northwest Territories,NT,128,0,128,60876,28748,0
988,2021-07-10,Nunavut,NU,657,4,653,38668,16902,0
989,2021-07-17,British Columbia,BC,148387,1761,145908,6004668,2310888,0
990,2021-07-17,Alberta,AB,232755,2315,229783,4980821,2177629,0
991,2021-07-17,Saskatchewan,SK,49397,575,48462,1341561,593819,0
992,2021-07-17,Manitoba,MB,57124,1164,55001,1691511,748344,103
993,2021-07-17,Ontario,ON,548539,9401,537379,17979575,7726829,0
994,2021-07-17,Quebec,QC,371280,10671,364328,10228130,3952269,3317
995,2021-07-17,Newfoundland and Labrador,NL,1433,7,1376,582878,186374,0
996,2021-07-17,New Brunswick,NB,2345,46,2290,958918,401409,0
997,2021-07-17,Nova Scotia,NS,5872,92,5770,1193508,470591,0
998,2021-07-17,Prince Edward Island,PE,208,0,208,174815,53753,0
999,2021-07-17,Yukon,YT,499,6,414,61883,29621,0
1000,2021-07-17,Northwest Territories,NT,128,0,128,61741,29287,0
1001,2021-07-17,Nunavut,NU,657,4,653,40754,18455,0
1002,2021-07-24,British Columbia,BC,148936,1767,146463,6422503,2692024,0
1003,2021-07-24,Alberta,AB,233492,2320,230039,5157947,2331079,0
1004,2021-07-24,Saskatchewan,SK,49656,578,48738,1381066,625944,0
1005,2021-07-24,Manitoba,MB,57413,1171,55695,1749940,795051,139
1006,2021-07-24,Ontario,ON,549641,9416,538421,18848661,8480761,0
1007,2021-07-24,Quebec,QC,371979,10679,364539,10845231,4524683,3754
1008,2021-07-24,Newfoundland and Labrador,NL,1437,7,1391,625002,226357,0
1009,2021-07-24,New Brunswick,NB,2350,46,2293,1005101,441023,0
1010,2021-07-24,Nova Scotia,NS,5880,93,5777,1271948,541389,0
1011,2021-07-24,Prince Edward Island,PE,208,0,208,187160,64478,0
1012,2021-07-24,Yukon,YT,551,6,470,62666,30199,0
1013,2021-07-24,Northwest Territories,NT,128,0,128,62725,29940,0
1014,2021-07-24,Nunavut,NU,657,4,653,41311,18816,0
1015,2021-07-31,British Columbia,BC,150049,1771,146876,6774257,3008360,0
1016,2021-07-31,Alberta,AB,234795,2324,230312,5294361,2444290,0
1017,2021-07-31,Saskatchewan,SK,50024,578,48967,1411497,650100,0
1018,2021-07-31,Manitoba,MB,57620,1178,55873,1824985,855874,165
1019,2021-07-31,Ontario,ON,550990,9431,539485,19459198,8985638,0
1020,2021-07-31,Quebec,QC,372897,10682,365105,11343916,4978580,6049
1021,2021-07-31,Newfoundland and Labrador,NL,1437,7,1421,662606,260035,0
1022,2021-07-31,New Brunswick,NB,2365,46,2299,1031439,462780,0
1023,2021-07-31,Nova Scotia,NS,5886,93,5785,1345401,606975,0
