Surrogate Keys,date,prname,province,totalcases,numdeaths,recovery,partial,fully,booster
852,2022-04-02,Newfoundland and Labrador,NL,39312,115,25162,1264499,476756,289311
853,2022-04-02,New Brunswick,NB,51854,358,42893,1740082,657661,384305
854,2022-04-02,Nova Scotia,NS,58398,252,43018,2235685,842600,503257
855,2022-04-02,Prince Edward Island,PE,27271,19,22295,373337,143341,80143
856,2022-04-02,Yukon,YT,3855,24,3706,91357,34951,19851
857,2022-04-02,Northwest Territories,NT,10873,21,10262,100094,39402,19685
858,2022-04-02,Nunavut,NU,3506,7,3389,76670,28828,14376
859,2022-04-09,British Columbia,BC,359002,3036,307963,11503889,4328412,2676557
860,2022-04-09,Alberta,AB,550313,4137,523679,8603560,3386264,1620011
861,2022-04-09,Saskatchewan,SK,134252,1275,113023,2336814,900769,483213
862,2022-04-09,Manitoba,MB,138271,1759,129338,2863534,1108820,593160
863,2022-04-09,Ontario,ON,1206931,12922,1149833,32177268,12134753,7220800
864,2022-04-09,Quebec,QC,999276,14106,943855,19183536,7140960,4368220
865,2022-04-09,Newfoundland and Labrador,NL,41255,128,25162,1264499,476756,289311
866,2022-04-09,New Brunswick,NB,55812,368,45362,1742093,658240,385579
867,2022-04-09,Nova Scotia,NS,69899,271,43018,2235685,842600,503257
868,2022-04-09,Prince Edward Island,PE,29649,20,24737,373938,143496,80515
869,2022-04-09,Yukon,YT,3953,24,3805,91517,35022,19935
870,2022-04-09,Northwest Territories,NT,11098,21,10614,100212,39446,19736
871,2022-04-09,Nunavut,NU,3531,7,3435,77083,29021,14519
872,2022-04-16,British Columbia,BC,361034,3077,307963,11503889,4328412,2676557
873,2022-04-16,Alberta,AB,556387,4186,523679,8621854,3389886,1629405
874,2022-04-16,Saskatchewan,SK,135099,1295,113023,2336814,900769,483213
875,2022-04-16,Manitoba,MB,139465,1774,129338,2863534,1108820,593160
876,2022-04-16,Ontario,ON,1230037,13035,1168929,32371402,12146018,7251451
877,2022-04-16,Quebec,QC,1018812,14268,963022,19425080,7145840,4392470
878,2022-04-16,Newfoundland and Labrador,NL,42576,143,25162,1264499,476756,289311
879,2022-04-16,New Brunswick,NB,58768,378,49723,1743499,658382,386526
880,2022-04-16,Nova Scotia,NS,79289,286,43018,2235685,842600,503257
881,2022-04-16,Prince Edward Island,PE,31706,22,27418,374491,143567,80907
882,2022-04-16,Yukon,YT,4015,24,3805,91517,35022,19935
883,2022-04-16,Northwest Territories,NT,11136,21,10614,100512,39484,19825
884,2022-04-16,Nunavut,NU,3531,7,3435,77083,29021,14519
885,2022-04-23,British Columbia,BC,363302,3147,307963,11571091,4351124,2716306
886,2022-04-23,Alberta,AB,563032,4248,523679,8664335,3385976,1638454
887,2022-04-23,Saskatchewan,SK,135926,1310,113023,2405480,913935,491475
888,2022-04-23,Manitoba,MB,140931,1792,129338,2863534,1108820,593160
889,2022-04-23,Ontario,ON,1251990,13144,1191712,32572210,12156542,7279492
890,2022-04-23,Quebec,QC,1034270,14438,983050,19629466,7149006,4409930
891,2022-04-23,Newfoundland and Labrador,NL,43538,156,25162,1264499,476756,289311
892,2022-04-23,New Brunswick,NB,60756,384,49723,1744806,658615,387467
893,2022-04-23,Nova Scotia,NS,85123,307,43018,2235685,842600,503257
894,2022-04-23,Prince Edward Island,PE,33525,24,29743,375687,143741,81338
895,2022-04-23,Yukon,YT,4125,24,4001,91707,35089,20047
896,2022-04-23,Northwest Territories,NT,11243,22,10614,100512,39484,19825
897,2022-04-23,Nunavut,NU,3531,7,3435,77083,29021,14519
898,2022-04-30,British Columbia,BC,365577,3226,307963,11605045,4355573,2743666
899,2022-04-30,Alberta,AB,568829,4311,523679,8698772,3389176,1646253
900,2022-04-30,Saskatchewan,SK,136667,1324,113023,2421490,912271,493272
901,2022-04-30,Manitoba,MB,141973,1819,129338,2863534,1108820,593160
902,2022-04-30,Ontario,ON,1269166,13256,1214942,32759866,12167164,7305474
903,2022-04-30,Quebec,QC,1045747,14605,983050,19824657,7153033,4427273
904,2022-04-30,Newfoundland and Labrador,NL,44251,165,25162,1264499,476756,289311
905,2022-04-30,New Brunswick,NB,62148,399,49723,1746304,658872,388550
906,2022-04-30,Nova Scotia,NS,89225,330,43018,2235685,842600,503257
907,2022-04-30,Prince Edward Island,PE,34935,26,31670,376855,143804,81616
908,2022-04-30,Yukon,YT,4203,25,4001,91707,35089,20047
909,2022-04-30,Northwest Territories,NT,11348,22,11140,100831,39525,19911
910,2022-04-30,Nunavut,NU,3531,7,3435,77083,29021,14519
911,2022-05-07,British Columbia,BC,367559,3307,307963,11637908,4359500,2721848
912,2022-05-07,Alberta,AB,573694,4373,523679,8741621,3392584,1658116
913,2022-05-07,Saskatchewan,SK,137376,1343,113023,2447113,912817,495206
914,2022-05-07,Manitoba,MB,142875,1847,129338,2863534,1108820,593160
915,2022-05-07,Ontario,ON,1283281,13395,1235302,32924140,12176491,7325918
916,2022-05-07,Quebec,QC,1054158,14722,983050,19961505,7156150,4440015
917,2022-05-07,Newfoundland and Labrador,NL,44788,171,25162,1264499,476756,289311
918,2022-05-07,New Brunswick,NB,63486,406,49723,1747568,659105,389435
919,2022-05-07,Nova Scotia,NS,92781,349,43018,2235685,842600,503257
920,2022-05-07,Prince Edward Island,PE,35947,29,33654,378536,143973,81932
921,2022-05-07,Yukon,YT,4271,25,4146,91963,35143,20224
922,2022-05-07,Northwest Territories,NT,11411,22,11264,100831,39525,19911
923,2022-05-07,Nunavut,NU,3531,7,3435,77083,29021,14519
924,2022-05-14,British Columbia,BC,369202,3398,307963,11637908,4359500,2721848
925,2022-05-14,Alberta,AB,577412,4432,523679,8772287,3394959,1664080
926,2022-05-14,Saskatchewan,SK,137840,1364,113023,2470905,913292,496819
927,2022-05-14,Manitoba,MB,143603,1913,129338,2863534,1108820,593160
928,2022-05-14,Ontario,ON,1294614,13493,1249820,33056135,12183548,7339963
929,2022-05-14,Quebec,QC,1060155,14834,983050,20083579,7159832,4453653
930,2022-05-14,Newfoundland and Labrador,NL,45196,176,25162,1264499,476756,289311
931,2022-05-14,New Brunswick,NB,64490,411,49723,1748729,659327,390204
932,2022-05-14,Nova Scotia,NS,95802,371,43018,2235685,842600,503257
933,2022-05-14,Prince Edward Island,PE,36785,33,33654,378536,143973,81932
934,2022-05-14,Yukon,YT,4321,25,4214,92155,35206,20312
935,2022-05-14,Northwest Territories,NT,11426,22,11327,101209,39575,20025
936,2022-05-14,Nunavut,NU,3531,7,3435,77083,29021,14519
937,2022-05-21,British Columbia,BC,370559,3469,307963,11721850,4365568,2737325
938,2022-05-21,Alberta,AB,580399,4485,523679,8802520,3397198,1669417
939,2022-05-21,Saskatchewan,SK,138193,1376,113023,2488443,913769,498339
940,2022-05-21,Manitoba,MB,144140,1928,129338,2863534,1108820,593160
941,2022-05-21,Ontario,ON,1303135,13566,1265415,33224923,12193332,7357628
942,2022-05-21,Quebec,QC,1064265,14890,983050,20170094,7163528,4465851
943,2022-05-21,Newfoundland and Labrador,NL,45573,179,25162,1264499,476756,289311
944,2022-05-21,New Brunswick,NB,65258,416,49723,1749707,659540,390860
945,2022-05-21,Nova Scotia,NS,97938,387,43018,2235685,842600,503257
946,2022-05-21,Prince Edward Island,PE,37383,33,35952,381692,144157,82321
947,2022-05-21,Yukon,YT,4349,25,4214,92155,35206,20312
948,2022-05-21,Northwest Territories,NT,11433,22,11327,101209,39575,20025
949,2022-05-21,Nunavut,NU,3531,7,3435,77083,29021,14519
950,2022-05-28,British Columbia,BC,371720,3547,307963,11773329,4368237,2743594
951,2022-05-28,Alberta,AB,582755,4522,523679,8825042,3407041,1673879
952,2022-05-28,Saskatchewan,SK,138558,1386,113023,2500350,914182,499504
953,2022-05-28,Manitoba,MB,144556,1980,129338,2863534,1108820,593160
954,2022-05-28,Ontario,ON,1309194,13625,1276210,33326680,12199821,7369078
955,2022-05-28,Quebec,QC,1068185,14939,983050,20227194,7166997,4475981
956,2022-05-28,Newfoundland and Labrador,NL,45964,183,25162,1264499,476756,289311
957,2022-05-28,New Brunswick,NB,65812,419,49723,1750682,659747,391542
958,2022-05-28,Nova Scotia,NS,99688,397,43018,2235685,842600,503257
959,2022-05-28,Prince Edward Island,PE,37850,33,36802,384503,144210,82594
960,2022-05-28,Yukon,YT,4381,26,4214,92155,35206,20312
961,2022-05-28,Northwest Territories,NT,11466,22,11327,101864,39615,20138
962,2022-05-28,Nunavut,NU,3531,7,3435,77083,29021,14519
963,2022-06-04,British Columbia,BC,372611,3614,307963,11826489,4371128,2748565
964,2022-06-04,Alberta,AB,584668,4559,523679,8847062,3409240,1678592
965,2022-06-04,Saskatchewan,SK,138830,1396,113023,2507865,914527,500418
966,2022-06-04,Manitoba,MB,144895,2004,129338,2863534,1108820,593160
967,2022-06-04,Ontario,ON,1314537,13678,1284384,33421757,12207728,7381250
968,2022-06-04,Quebec,QC,1072373,14975,1046143,20270818,7170342,4484775
969,2022-06-04,Newfoundland and Labrador,NL,46424,185,25162,1264499,476756,289311
970,2022-06-04,New Brunswick,NB,66345,421,49723,1751534,659945,392106
971,2022-06-04,Nova Scotia,NS,101330,415,43018,2235685,842600,503257
972,2022-06-04,Prince Edward Island,PE,38415,34,37431,384503,144210,82594
973,2022-06-04,Yukon,YT,4399,26,4214,92155,35206,20312
974,2022-06-04,Northwest Territories,NT,11495,22,11327,101864,39615,20138
975,2022-06-04,Nunavut,NU,3531,7,3435,77083,29021,14519
976,2022-06-11,British Columbia,BC,373336,3682,307963,11883759,4373590,2753669
977,2022-06-11,Alberta,AB,586211,4576,523679,8863877,3403562,1682929
978,2022-06-11,Saskatchewan,SK,139224,1412,113023,2514106,914913,501331
979,2022-06-11,Manitoba,MB,145123,2015,129338,2863534,1108820,593160
980,2022-06-11,Ontario,ON,1319596,13718,1290406,33500820,12214746,7391656
981,2022-06-11,Quebec,QC,1077079,15005,1050465,20307324,7173556,4492795
982,2022-06-11,Newfoundland and Labrador,NL,46891,188,25162,1264499,476756,289311
983,2022-06-11,New Brunswick,NB,66816,422,65138,1752632,660200,392840
984,2022-06-11,Nova Scotia,NS,103258,428,43018,2235685,842600,503257
985,2022-06-11,Prince Edward Island,PE,39081,40,38407,388281,144353,82925
986,2022-06-11,Yukon,YT,4412,26,4356,92392,35265,20459
987,2022-06-11,Northwest Territories,NT,11508,22,11327,101864,39615,20138
988,2022-06-11,Nunavut,NU,3531,7,3435,77083,29021,14519
989,2022-06-18,British Columbia,BC,373974,3722,307963,11939413,4376269,2759421
990,2022-06-18,Alberta,AB,587394,4589,523679,8878391,3405632,1686602
991,2022-06-18,Saskatchewan,SK,139453,1424,113023,2519088,915279,502142
992,2022-06-18,Manitoba,MB,145326,2025,129338,2863534,1108820,593160
993,2022-06-18,Ontario,ON,1323982,13744,1295823,33574138,12221046,7401729
994,2022-06-18,Quebec,QC,1082625,15030,1052505,20341606,7176320,4500074
995,2022-06-18,Newfoundland and Labrador,NL,47353,191,25162,1264499,476756,289311
996,2022-06-18,New Brunswick,NB,67241,422,65138,1753566,660429,393422
997,2022-06-18,Nova Scotia,NS,104971,436,43018,2235685,842600,503257
998,2022-06-18,Prince Edward Island,PE,39732,45,38407,388281,144353,82925
999,2022-06-18,Yukon,YT,4432,26,4392,92557,35326,20553
1000,2022-06-18,Northwest Territories,NT,11511,22,11327,101864,39615,20138
1001,2022-06-18,Nunavut,NU,3531,7,3435,77083,29021,14519
1002,2022-06-25,British Columbia,BC,374594,3747,307963,11994569,4378515,2765576
1003,2022-06-25,Alberta,AB,588311,4610,523679,8888658,3406934,1689107
1004,2022-06-25,Saskatchewan,SK,139661,1427,113023,2523427,915596,502870
1005,2022-06-25,Manitoba,MB,145498,2043,129338,2863534,1108820,593160
1006,2022-06-25,Ontario,ON,1329416,13774,1300649,33653315,12226562,7411765
1007,2022-06-25,Quebec,QC,1089710,15063,1059203,20371052,7179134,4507152
1008,2022-06-25,Newfoundland and Labrador,NL,47773,193,25162,1264499,476756,289311
1009,2022-06-25,New Brunswick,NB,67725,425,65138,1754412,660626,393948
1010,2022-06-25,Nova Scotia,NS,106633,441,43018,2235685,842600,503257
1011,2022-06-25,Prince Edward Island,PE,40460,45,39108,391227,144466,83158
1012,2022-06-25,Yukon,YT,4456,26,4392,92557,35326,20553
1013,2022-06-25,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1014,2022-06-25,Nunavut,NU,3531,7,3435,77083,29021,14519
1015,2022-07-02,British Columbia,BC,375357,3788,307963,11994569,4378515,2765576
1016,2022-07-02,Alberta,AB,589351,4621,523679,8888658,3406934,1689107
1017,2022-07-02,Saskatchewan,SK,139871,1431,113023,2527074,915908,503457
1018,2022-07-02,Manitoba,MB,145623,2047,129338,2863534,1108820,593160
1019,2022-07-02,Ontario,ON,1336059,13812,1305387,33716859,12232743,7422174
1020,2022-07-02,Quebec,QC,1099702,15110,1064744,20400295,7181199,4513264
1021,2022-07-02,Newfoundland and Labrador,NL,48179,194,25162,1264499,476756,289311
1022,2022-07-02,New Brunswick,NB,68493,429,65138,1755117,660794,394402
1023,2022-07-02,Nova Scotia,NS,108366,448,43018,2235685,842600,503257
1024,2022-07-02,Prince Edward Island,PE,41417,45,39108,391227,144466,83158
1025,2022-07-02,Yukon,YT,4482,26,4392,92557,35326,20553
1026,2022-07-02,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1027,2022-07-02,Nunavut,NU,3531,7,3435,77083,29021,14519
1028,2022-07-09,British Columbia,BC,376329,3823,307963,12074608,4381153,2775252
1029,2022-07-09,Alberta,AB,590691,4639,523679,8909619,3409805,1694954
1030,2022-07-09,Saskatchewan,SK,140080,1434,113023,2527074,915908,503457
1031,2022-07-09,Manitoba,MB,145853,2053,129338,2863534,1108820,593160
1032,2022-07-09,Ontario,ON,1344883,13855,1311070,33801699,12238267,7434375
1033,2022-07-09,Quebec,QC,1111395,15166,1091336,20456274,7183896,4522829
1034,2022-07-09,Newfoundland and Labrador,NL,48593,196,25162,1264499,476756,289311
1035,2022-07-09,New Brunswick,NB,69537,433,65138,1755732,660954,394777
1036,2022-07-09,Nova Scotia,NS,109982,455,43018,2235685,842600,503257
1037,2022-07-09,Prince Edward Island,PE,42602,46,40437,391227,144466,83158
1038,2022-07-09,Yukon,YT,4510,26,4392,92557,35326,20553
1039,2022-07-09,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1040,2022-07-09,Nunavut,NU,3531,7,3435,77083,29021,14519
1041,2022-07-16,British Columbia,BC,377372,3855,307963,12118797,4383476,2783316
1042,2022-07-16,Alberta,AB,592197,4652,523679,8924603,3411394,1698798
1043,2022-07-16,Saskatchewan,SK,140289,1438,113023,2527074,915908,503457
1044,2022-07-16,Manitoba,MB,146024,2056,129338,2863534,1108820,593160
1045,2022-07-16,Ontario,ON,1356422,13911,1318179,33921824,12243774,7447517
1046,2022-07-16,Quebec,QC,1124638,15289,1099129,20532992,7186426,4533429
1047,2022-07-16,Newfoundland and Labrador,NL,48954,200,25162,1264499,476756,289311
1048,2022-07-16,New Brunswick,NB,70541,438,65138,1756308,661075,395140
1049,2022-07-16,Nova Scotia,NS,111769,461,43018,2235685,842600,503257
1050,2022-07-16,Prince Edward Island,PE,44121,48,41242,391227,144466,83158
1051,2022-07-16,Yukon,YT,4566,26,4489,92743,35380,20672
1052,2022-07-16,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1053,2022-07-16,Nunavut,NU,3531,7,3435,77083,29021,14519
1054,2022-07-23,British Columbia,BC,378291,3908,307963,12164203,4385202,2790202
1055,2022-07-23,Alberta,AB,593988,4666,523679,8942981,3412985,1703317
1056,2022-07-23,Saskatchewan,SK,140670,1448,113023,2527074,915908,503457
1057,2022-07-23,Manitoba,MB,146266,2061,129338,2863534,1108820,593160
1058,2022-07-23,Ontario,ON,1368682,14009,1327260,34132591,12250288,7464063
1059,2022-07-23,Quebec,QC,1137508,15392,1099129,20613565,7188643,4543013
1060,2022-07-23,Newfoundland and Labrador,NL,49412,203,25162,1264499,476756,289311
1061,2022-07-23,New Brunswick,NB,71479,443,65138,1757172,661271,395689
1062,2022-07-23,Nova Scotia,NS,113669,467,43018,2235685,842600,503257
1063,2022-07-23,Prince Edward Island,PE,45645,49,41242,391227,144466,83158
1064,2022-07-23,Yukon,YT,4603,26,4489,92743,35380,20672
1065,2022-07-23,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1066,2022-07-23,Nunavut,NU,3531,7,3435,77083,29021,14519
1067,2022-07-30,British Columbia,BC,379274,3940,307963,12206980,4387271,2797169
1068,2022-07-30,Alberta,AB,595659,4687,523679,8978340,3414320,1706531
1069,2022-07-30,Saskatchewan,SK,141051,1459,113023,2527074,915908,503457
1070,2022-07-30,Manitoba,MB,146524,2067,129338,3001252,1101542,607635
1071,2022-07-30,Ontario,ON,1379922,14106,1338426,34297575,12256163,7478279
1072,2022-07-30,Quebec,QC,1147744,15483,1099129,20656584,7190631,4550775
1073,2022-07-30,Newfoundland and Labrador,NL,49748,207,25162,1264499,476756,289311
1074,2022-07-30,New Brunswick,NB,72226,447,65138,1757172,661271,395689
1075,2022-07-30,Nova Scotia,NS,115417,468,43018,2235685,842600,503257
1076,2022-07-30,Prince Edward Island,PE,46818,49,41242,391227,144466,83158
1077,2022-07-30,Yukon,YT,4682,26,4489,92743,35380,20672
1078,2022-07-30,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1079,2022-07-30,Nunavut,NU,3531,7,3435,77083,29021,14519
1080,2022-08-06,British Columbia,BC,380174,3995,307963,12234222,4388711,2801619
1081,2022-08-06,Alberta,AB,597367,4718,523679,8999088,3415323,1708895
1082,2022-08-06,Saskatchewan,SK,141432,1469,113023,2527074,915908,503457
1083,2022-08-06,Manitoba,MB,146874,2079,129338,3001252,1101542,607635
1084,2022-08-06,Ontario,ON,1390463,14224,1350532,34430880,12261684,7491878
1085,2022-08-06,Quebec,QC,1155813,15587,1099129,20764664,7192481,4557587
1086,2022-08-06,Newfoundland and Labrador,NL,50091,212,25162,1264499,476756,289311
1087,2022-08-06,New Brunswick,NB,72968,451,65138,1757172,661271,395689
1088,2022-08-06,Nova Scotia,NS,117142,472,43018,2235685,842600,503257
1089,2022-08-06,Prince Edward Island,PE,47694,51,41242,391227,144466,83158
1090,2022-08-06,Yukon,YT,4738,29,4489,92743,35380,20672
1091,2022-08-06,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1092,2022-08-06,Nunavut,NU,3531,7,3435,77083,29021,14519
1093,2022-08-13,British Columbia,BC,381049,4037,307963,12259478,4390154,2805607
1094,2022-08-13,Alberta,AB,599100,4737,523679,9039069,3416644,1712827
1095,2022-08-13,Saskatchewan,SK,141815,1479,113023,2527074,915908,503457
1096,2022-08-13,Manitoba,MB,147329,2093,129338,3001252,1101542,607635
1097,2022-08-13,Ontario,ON,1400429,14300,1361747,34541680,12267284,7503508
1098,2022-08-13,Quebec,QC,1163070,15666,1099129,20796444,7194089,4563534
1099,2022-08-13,Newfoundland and Labrador,NL,50430,219,25162,1264499,476756,289311
1100,2022-08-13,New Brunswick,NB,73643,456,65138,1757172,661271,395689
1101,2022-08-13,Nova Scotia,NS,118671,481,43018,2235685,842600,503257
1102,2022-08-13,Prince Edward Island,PE,48353,52,41242,391227,144466,83158
1103,2022-08-13,Yukon,YT,4771,30,4489,92743,35380,20672
1104,2022-08-13,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1105,2022-08-13,Nunavut,NU,3531,7,3435,77083,29021,14519
1106,2022-08-20,British Columbia,BC,381788,4097,307963,12283721,4391562,2809598
1107,2022-08-20,Alberta,AB,600629,4772,523679,9141292,3419175,1722238
1108,2022-08-20,Saskatchewan,SK,142298,1491,113023,2533382,916695,505063
1109,2022-08-20,Manitoba,MB,147806,2105,129338,3001252,1101542,607635
1110,2022-08-20,Ontario,ON,1410118,14390,1372252,34631321,12273112,7513534
1111,2022-08-20,Quebec,QC,1169944,15747,1099129,20908542,7196134,4572002
1112,2022-08-20,Newfoundland and Labrador,NL,50810,223,25162,1264499,476756,289311
1113,2022-08-20,New Brunswick,NB,74440,462,65138,1757172,661271,395689
1114,2022-08-20,Nova Scotia,NS,120055,490,43018,2235685,842600,503257
1115,2022-08-20,Prince Edward Island,PE,49063,53,41242,391227,144466,83158
1116,2022-08-20,Yukon,YT,4798,30,4489,92743,35380,20672
1117,2022-08-20,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1118,2022-08-20,Nunavut,NU,3531,7,3435,77083,29021,14519
1119,2022-08-27,British Columbia,BC,382436,4145,307963,12283721,4391562,2809598
1120,2022-08-27,Alberta,AB,602028,4799,523679,9168950,3420533,1725843
1121,2022-08-27,Saskatchewan,SK,142781,1503,113023,2533382,916695,505063
1122,2022-08-27,Manitoba,MB,148428,2115,129338,3001252,1101542,607635
1123,2022-08-27,Ontario,ON,1419317,14496,1382237,34715368,12279312,7525728
1124,2022-08-27,Quebec,QC,1175570,15839,1099129,21014555,7197513,4578096
1125,2022-08-27,Newfoundland and Labrador,NL,51111,227,25162,1264499,476756,289311
1126,2022-08-27,New Brunswick,NB,75152,466,65138,1757172,661271,395689
1127,2022-08-27,Nova Scotia,NS,121380,496,43018,2235685,842600,503257
1128,2022-08-27,Prince Edward Island,PE,49834,54,41242,391227,144466,83158
1129,2022-08-27,Yukon,YT,4817,30,4489,92743,35380,20672
1130,2022-08-27,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1131,2022-08-27,Nunavut,NU,3531,7,3435,77083,29021,14519
1132,2022-09-03,British Columbia,BC,383054,4183,307963,12323527,4394224,2817057
1133,2022-09-03,Alberta,AB,603165,4836,523679,9194772,3422049,1729819
1134,2022-09-03,Saskatchewan,SK,143264,1515,113023,2533382,916695,505063
1135,2022-09-03,Manitoba,MB,148903,2118,129338,3001252,1101542,607635
1136,2022-09-03,Ontario,ON,1427570,14582,1391716,34796917,12285851,7545000
1137,2022-09-03,Quebec,QC,1180607,15899,1099129,21134499,7199296,4585492
1138,2022-09-03,Newfoundland and Labrador,NL,51329,231,25162,1264499,476756,289311
1139,2022-09-03,New Brunswick,NB,75741,472,65138,1757172,661271,395689
1140,2022-09-03,Nova Scotia,NS,122458,504,43018,2235685,842600,503257
1141,2022-09-03,Prince Edward Island,PE,50404,56,41242,391227,144466,83158
1142,2022-09-03,Yukon,YT,4839,30,4489,92743,35380,20672
1143,2022-09-03,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1144,2022-09-03,Nunavut,NU,3531,7,3435,77083,29021,14519
1145,2022-09-10,British Columbia,BC,383628,4216,307963,12343991,4395973,2824017
1146,2022-09-10,Alberta,AB,604210,4857,523679,9217066,3423156,1736333
1147,2022-09-10,Saskatchewan,SK,143747,1527,113023,2533382,916695,505063
1148,2022-09-10,Manitoba,MB,149245,2137,129338,3001252,1101542,607635
1149,2022-09-10,Ontario,ON,1434645,14657,1400625,34856793,12290036,7562990
1150,2022-09-10,Quebec,QC,1185562,15946,1099129,21219508,7200474,4591833
1151,2022-09-10,Newfoundland and Labrador,NL,51446,235,25162,1264499,476756,289311
1152,2022-09-10,New Brunswick,NB,76316,476,65138,1757172,661271,395689
1153,2022-09-10,Nova Scotia,NS,123549,518,43018,2235685,842600,503257
1154,2022-09-10,Prince Edward Island,PE,50855,57,41242,391227,144466,83158
1155,2022-09-10,Yukon,YT,4859,30,4489,92743,35380,20672
1156,2022-09-10,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1157,2022-09-10,Nunavut,NU,3531,7,3435,77083,29021,14519
1158,2022-09-17,British Columbia,BC,384266,4253,307963,12367515,4396892,2835501
1159,2022-09-17,Alberta,AB,605457,4884,523679,9235395,3424064,1740443
1160,2022-09-17,Saskatchewan,SK,144235,1543,113023,2533382,916695,505063
1161,2022-09-17,Manitoba,MB,149622,2143,129338,3001252,1101542,607635
1162,2022-09-17,Ontario,ON,1442405,14734,1409224,34943960,12294399,7576843
1163,2022-09-17,Quebec,QC,1190520,15991,1099129,21353986,7201812,4598708
1164,2022-09-17,Newfoundland and Labrador,NL,51580,236,25162,1264499,476756,289311
1165,2022-09-17,New Brunswick,NB,76902,480,65138,1757172,661271,395689
1166,2022-09-17,Nova Scotia,NS,124511,531,43018,2235685,842600,503257
1167,2022-09-17,Prince Edward Island,PE,51256,59,41242,391227,144466,83158
1168,2022-09-17,Yukon,YT,4867,31,4489,92743,35380,20672
1169,2022-09-17,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1170,2022-09-17,Nunavut,NU,3531,7,3435,77083,29021,14519
1171,2022-09-24,British Columbia,BC,384900,4283,307963,12419400,4398096,2846500
1172,2022-09-24,Alberta,AB,606866,4913,523679,9246916,3424948,1743220
1173,2022-09-24,Saskatchewan,SK,144704,1550,113023,2533382,916695,505063
1174,2022-09-24,Manitoba,MB,149908,2160,129338,3001252,1101542,607635
1175,2022-09-24,Ontario,ON,1450630,14810,1416737,35067395,12298954,7586354
1176,2022-09-24,Quebec,QC,1196087,16028,1099129,21487932,7203648,4605792
1177,2022-09-24,Newfoundland and Labrador,NL,51743,239,25162,1264499,476756,289311
1178,2022-09-24,New Brunswick,NB,77460,485,65138,1757172,661271,395689
1179,2022-09-24,Nova Scotia,NS,125474,541,43018,2235685,842600,503257
1180,2022-09-24,Prince Edward Island,PE,51604,60,41242,391227,144466,83158
1181,2022-09-24,Yukon,YT,4891,31,4489,92743,35380,20672
1182,2022-09-24,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1183,2022-09-24,Nunavut,NU,3531,7,3435,77083,29021,14519
1184,2022-10-01,British Columbia,BC,385599,4321,307963,12541872,4399082,2856792
1185,2022-10-01,Alberta,AB,608256,4944,523679,9285898,3425775,1746578
1186,2022-10-01,Saskatchewan,SK,145260,1565,113023,2533382,916695,505063
1187,2022-10-01,Manitoba,MB,150213,2177,129338,3001252,1101542,607635
1188,2022-10-01,Ontario,ON,1458984,14883,1425239,35303013,12304281,7597831
1189,2022-10-01,Quebec,QC,1202151,16078,1099129,21629376,7206045,4613326
1190,2022-10-01,Newfoundland and Labrador,NL,51955,243,25162,1264499,476756,289311
1191,2022-10-01,New Brunswick,NB,78056,490,65138,1757172,661271,395689
1192,2022-10-01,Nova Scotia,NS,126598,544,43018,2235685,842600,503257
1193,2022-10-01,Prince Edward Island,PE,51919,61,41242,391227,144466,83158
1194,2022-10-01,Yukon,YT,4908,31,4489,92743,35380,20672
1195,2022-10-01,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1196,2022-10-01,Nunavut,NU,3531,7,3435,77083,29021,14519
1197,2022-10-08,British Columbia,BC,386293,4370,307963,12675386,4400903,2867232
1198,2022-10-08,Alberta,AB,609624,4978,523679,9285898,3425775,1746578
1199,2022-10-08,Saskatchewan,SK,145734,1586,113023,2630158,920507,516000
1200,2022-10-08,Manitoba,MB,150554,2190,129338,3001252,1101542,607635
1201,2022-10-08,Ontario,ON,1468042,14982,1433456,35531933,12310932,7609256
1202,2022-10-08,Quebec,QC,1208502,16140,1099129,21754950,7208308,4619774
1203,2022-10-08,Newfoundland and Labrador,NL,52111,246,25162,1264499,476756,289311
1204,2022-10-08,New Brunswick,NB,78687,493,65138,1757172,661271,395689
1205,2022-10-08,Nova Scotia,NS,127608,552,43018,2235685,842600,503257
1206,2022-10-08,Prince Edward Island,PE,52229,63,41242,391227,144466,83158
1207,2022-10-08,Yukon,YT,4923,31,4489,92743,35380,20672
1208,2022-10-08,Northwest Territories,NT,11511,22,11327,102863,39663,20278
1209,2022-10-08,Nunavut,NU,3531,7,3435,77083,29021,14519
1210,2022-10-15,British Columbia,BC,386920,4423,307963,12828144,4403870,2877842
1211,2022-10-15,Alberta,AB,610942,5011,523679,9358108,3428936,1753271
1212,2022-10-15,Saskatchewan,SK,146222,1599,113023,2630158,920507,516000
