vacID,date,province,partial,fully,booster
1288,2022-11-26,BC,13759603,4423626,2938061
1289,2022-11-26,AB,9697929,3438112,1787261
1290,2022-11-26,SK,2630158,920507,516000
1291,2022-11-26,MB,3001252,1101542,607635
1292,2022-11-26,ON,37184355,12350247,7700887
1293,2022-11-26,QC,22693021,7221760,4672841
1294,2022-11-26,NL,1264499,476756,289311
1295,2022-11-26,NB,1757172,661271,395689
1296,2022-11-26,NS,2235685,842600,503257
1297,2022-11-26,PE,391227,144466,83158
1298,2022-11-26,YT,92743,35380,20672
1299,2022-11-26,NT,102863,39663,20278
1300,2022-11-26,NU,77083,29021,14519
1301,2022-12-03,BC,13857145,4426867,2947265
1302,2022-12-03,AB,9734651,3439462,1792346
1303,2022-12-03,SK,2630158,920507,516000
1304,2022-12-03,MB,3001252,1101542,607635
1305,2022-12-03,ON,37317694,12354908,7723830
1306,2022-12-03,QC,22815482,7223497,4681937
1307,2022-12-03,NL,1264499,476756,289311
1308,2022-12-03,NB,1757172,661271,395689
1309,2022-12-03,NS,2235685,842600,503257
1310,2022-12-03,PE,391227,144466,83158
1311,2022-12-03,YT,92743,35380,20672
1312,2022-12-03,NT,102863,39663,20278
1313,2022-12-03,NU,77083,29021,14519
1314,2022-12-10,BC,13936791,4431867,2954692
1315,2022-12-10,AB,9762868,3440626,1796273
1316,2022-12-10,SK,2630158,920507,516000
1317,2022-12-10,MB,3001252,1101542,607635
1318,2022-12-10,ON,37412027,12357938,7731556
1319,2022-12-10,QC,22923669,7225122,4690764
1320,2022-12-10,NL,1264499,476756,289311
1321,2022-12-10,NB,1757172,661271,395689
1322,2022-12-10,NS,2235685,842600,503257
1323,2022-12-10,PE,391227,144466,83158
1324,2022-12-10,YT,92743,35380,20672
1325,2022-12-10,NT,102863,39663,20278
1326,2022-12-10,NU,77083,29021,14519
1327,2022-12-17,BC,14046044,4436900,2966324
1328,2022-12-17,AB,9818705,3442774,1803054
1329,2022-12-17,SK,2630158,920507,516000
1330,2022-12-17,MB,3001252,1101542,607635
1331,2022-12-17,ON,37582716,12363793,7744670
1332,2022-12-17,QC,23063984,7227718,4702884
1333,2022-12-17,NL,1264499,476756,289311
1334,2022-12-17,NB,1757172,661271,395689
1335,2022-12-17,NS,2235685,842600,503257
1336,2022-12-17,PE,391227,144466,83158
1337,2022-12-17,YT,92743,35380,20672
1338,2022-12-17,NT,102863,39663,20278
1339,2022-12-17,NU,77083,29021,14519
1340,2022-12-24,BC,14046044,4436900,2966324
1341,2022-12-24,AB,9818705,3442774,1803054
1342,2022-12-24,SK,2630158,920507,516000
1343,2022-12-24,MB,3001252,1101542,607635
1344,2022-12-24,ON,37697262,12368621,7754780
1345,2022-12-24,QC,23111211,7228483,4706620
1346,2022-12-24,NL,1264499,476756,289311
1347,2022-12-24,NB,1757172,661271,395689
1348,2022-12-24,NS,2235685,842600,503257
1349,2022-12-24,PE,391227,144466,83158
1350,2022-12-24,YT,92743,35380,20672
1351,2022-12-24,NT,102863,39663,20278
1352,2022-12-24,NU,77083,29021,14519
1353,2022-12-31,BC,14046044,4436900,2966324
1354,2022-12-31,AB,9818705,3442774,1803054
1355,2022-12-31,SK,2630158,920507,516000
1356,2022-12-31,MB,3001252,1101542,607635
1357,2022-12-31,ON,37752658,12370984,7761552
1358,2022-12-31,QC,23133627,7229233,4708979
1359,2022-12-31,NL,1264499,476756,289311
1360,2022-12-31,NB,1757172,661271,395689
1361,2022-12-31,NS,2235685,842600,503257
1362,2022-12-31,PE,391227,144466,83158
1363,2022-12-31,YT,92743,35380,20672
1364,2022-12-31,NT,102863,39663,20278
1365,2022-12-31,NU,77083,29021,14519
1366,2023-01-07,BC,14090637,4439789,2972393
1367,2023-01-07,AB,9818705,3442774,1803054
1368,2023-01-07,SK,2630158,920507,516000
1369,2023-01-07,MB,3001252,1101542,607635
1370,2023-01-07,ON,37836982,12374730,7771020
1371,2023-01-07,QC,23160048,7229951,4711461
1372,2023-01-07,NL,1264499,476756,289311
1373,2023-01-07,NB,1757172,661271,395689
1374,2023-01-07,NS,2235685,842600,503257
1375,2023-01-07,PE,391227,144466,83158
1376,2023-01-07,YT,92743,35380,20672
1377,2023-01-07,NT,102863,39663,20278
1378,2023-01-07,NU,77083,29021,14519
1379,2023-01-14,BC,14123293,4441648,2975991
1380,2023-01-14,AB,9892050,3445203,1810790
1381,2023-01-14,SK,2630158,920507,516000
1382,2023-01-14,MB,3001252,1101542,607635
1383,2023-01-14,ON,37928242,12378944,7779088
1384,2023-01-14,QC,23198570,7231126,4714292
1385,2023-01-14,NL,1264499,476756,289311
1386,2023-01-14,NB,1757172,661271,395689
1387,2023-01-14,NS,2235685,842600,503257
1388,2023-01-14,PE,391227,144466,83158
1389,2023-01-14,YT,92743,35380,20672
1390,2023-01-14,NT,102863,39663,20278
1391,2023-01-14,NU,77083,29021,14519
1392,2023-01-21,BC,14154024,4444068,2979492
1393,2023-01-21,AB,9917329,3446178,1813359
1394,2023-01-21,SK,2630158,920507,516000
1395,2023-01-21,MB,3001252,1101542,607635
1396,2023-01-21,ON,37995971,12382176,7785042
1397,2023-01-21,QC,23231114,7232171,4716414
1398,2023-01-21,NL,1264499,476756,289311
1399,2023-01-21,NB,1757172,661271,395689
1400,2023-01-21,NS,2235685,842600,503257
1401,2023-01-21,PE,391227,144466,83158
1402,2023-01-21,YT,92743,35380,20672
1403,2023-01-21,NT,102863,39663,20278
1404,2023-01-21,NU,77083,29021,14519
1405,2023-01-28,BC,14173315,4446218,2982060
1406,2023-01-28,AB,9934751,3446994,1815245
1407,2023-01-28,SK,2630158,920507,516000
1408,2023-01-28,MB,3001252,1101542,607635
1409,2023-01-28,ON,38054158,12231747,7701481
1410,2023-01-28,QC,23251848,7233096,4717887
1411,2023-01-28,NL,1264499,476756,289311
1412,2023-01-28,NB,1757172,661271,395689
1413,2023-01-28,NS,2235685,842600,503257
1414,2023-01-28,PE,391227,144466,83158
1415,2023-01-28,YT,92743,35380,20672
1416,2023-01-28,NT,102863,39663,20278
1417,2023-01-28,NU,77083,29021,14519
1418,2023-02-04,BC,14188905,4448378,2984068
1419,2023-02-04,AB,9949142,3447853,1816947
1420,2023-02-04,SK,2630158,920507,516000
1421,2023-02-04,MB,3001252,1101542,607635
1422,2023-02-04,ON,38080914,12232782,7703699
1423,2023-02-04,QC,23267808,7233867,4719045
1424,2023-02-04,NL,1264499,476756,289311
1425,2023-02-04,NB,1757172,661271,395689
1426,2023-02-04,NS,2235685,842600,503257
1427,2023-02-04,PE,391227,144466,83158
1428,2023-02-04,YT,92743,35380,20672
1429,2023-02-04,NT,102863,39663,20278
1430,2023-02-04,NU,77083,29021,14519
1431,2023-02-11,BC,14199479,4450092,2985470
1432,2023-02-11,AB,9961151,3448625,1818256
1433,2023-02-11,SK,2630158,920507,516000
1434,2023-02-11,MB,3001252,1101542,607635
1435,2023-02-11,ON,38132391,12230054,7703223
1436,2023-02-11,QC,23278600,7234443,4719870
1437,2023-02-11,NL,1264499,476756,289311
1438,2023-02-11,NB,1757172,661271,395689
1439,2023-02-11,NS,2235685,842600,503257
1440,2023-02-11,PE,391227,144466,83158
1441,2023-02-11,YT,92743,35380,20672
1442,2023-02-11,NT,102863,39663,20278
1443,2023-02-11,NU,77083,29021,14519
1444,2023-02-18,BC,14210618,4451985,2986869
1445,2023-02-18,AB,9970975,3449372,1819365
1446,2023-02-18,SK,2630158,920507,516000
1447,2023-02-18,MB,3001252,1101542,607635
1448,2023-02-18,ON,38162764,12230352,7704326
1449,2023-02-18,QC,23288410,7235136,4720565
1450,2023-02-18,NL,1264499,476756,289311
1451,2023-02-18,NB,1757172,661271,395689
1452,2023-02-18,NS,2235685,842600,503257
1453,2023-02-18,PE,391227,144466,83158
1454,2023-02-18,YT,92743,35380,20672
1455,2023-02-18,NT,102863,39663,20278
1456,2023-02-18,NU,77083,29021,14519
1457,2023-02-25,BC,14219993,4453751,2988126
1458,2023-02-25,AB,9978329,3449851,1820177
1459,2023-02-25,SK,2630158,920507,516000
1460,2023-02-25,MB,3001252,1101542,607635
1461,2023-02-25,ON,38186195,12230613,7705093
1462,2023-02-25,QC,23298227,7235682,4721171
1463,2023-02-25,NL,1264499,476756,289311
1464,2023-02-25,NB,1757172,661271,395689
1465,2023-02-25,NS,2235685,842600,503257
1466,2023-02-25,PE,391227,144466,83158
1467,2023-02-25,YT,92743,35380,20672
1468,2023-02-25,NT,102863,39663,20278
1469,2023-02-25,NU,77083,29021,14519
1470,2023-03-04,BC,14227695,4455174,2989189
1471,2023-03-04,AB,9985299,3450467,1821050
1472,2023-03-04,SK,2630158,920507,516000
1473,2023-03-04,MB,3001252,1101542,607635
1474,2023-03-04,ON,38212519,12232295,7705988
1475,2023-03-04,QC,23311156,7236141,4721729
1476,2023-03-04,NL,1264499,476756,289311
1477,2023-03-04,NB,1757172,661271,395689
1478,2023-03-04,NS,2235685,842600,503257
1479,2023-03-04,PE,391227,144466,83158
1480,2023-03-04,YT,92743,35380,20672
1481,2023-03-04,NT,102863,39663,20278
1482,2023-03-04,NU,77083,29021,14519
1483,2023-03-11,BC,14239220,4456614,2990420
1484,2023-03-11,AB,9992842,3451044,1821937
1485,2023-03-11,SK,2630158,920507,516000
1486,2023-03-11,MB,3001252,1101542,607635
1487,2023-03-11,ON,38237750,12230691,7704729
1488,2023-03-11,QC,23325326,7236523,4722225
1489,2023-03-11,NL,1264499,476756,289311
1490,2023-03-11,NB,1757172,661271,395689
1491,2023-03-11,NS,2235685,842600,503257
1492,2023-03-11,PE,391227,144466,83158
1493,2023-03-11,YT,92743,35380,20672
1494,2023-03-11,NT,102863,39663,20278
1495,2023-03-11,NU,77083,29021,14519
1496,2023-03-18,BC,14246777,4457729,2991295
1497,2023-03-18,AB,9998877,3451552,1822692
1498,2023-03-18,SK,2630158,920507,516000
1499,2023-03-18,MB,3001252,1101542,607635
1500,2023-03-18,ON,38262441,12230271,7705041
1501,2023-03-18,QC,23342442,7236899,4722718
1502,2023-03-18,NL,1264499,476756,289311
1503,2023-03-18,NB,1757172,661271,395689
1504,2023-03-18,NS,2235685,842600,503257
1505,2023-03-18,PE,391227,144466,83158
1506,2023-03-18,YT,92743,35380,20672
1507,2023-03-18,NT,102863,39663,20278
1508,2023-03-18,NU,77083,29021,14519
1509,2023-03-25,BC,14253636,4458594,2992145
1510,2023-03-25,AB,9998877,3451552,1822692
1511,2023-03-25,SK,2630158,920507,516000
1512,2023-03-25,MB,3001252,1101542,607635
1513,2023-03-25,ON,38285545,12229805,7705146
1514,2023-03-25,QC,23359016,7237289,4723161
1515,2023-03-25,NL,1264499,476756,289311
1516,2023-03-25,NB,1757172,661271,395689
1517,2023-03-25,NS,2235685,842600,503257
1518,2023-03-25,PE,391227,144466,83158
1519,2023-03-25,YT,92743,35380,20672
1520,2023-03-25,NT,102863,39663,20278
1521,2023-03-25,NU,77083,29021,14519
1522,2023-04-01,BC,14261881,4459565,2993073
1523,2023-04-01,AB,10011661,3452427,1824274
1524,2023-04-01,SK,2630158,920507,516000
1525,2023-04-01,MB,3001252,1101542,607635
1526,2023-04-01,ON,38309120,12229830,7705586
1527,2023-04-01,QC,23375800,7237599,4723550
1528,2023-04-01,NL,1264499,476756,289311
1529,2023-04-01,NB,1757172,661271,395689
1530,2023-04-01,NS,2235685,842600,503257
1531,2023-04-01,PE,391227,144466,83158
1532,2023-04-01,YT,92743,35380,20672
1533,2023-04-01,NT,102863,39663,20278
1534,2023-04-01,NU,77083,29021,14519
1535,2023-04-08,BC,14274355,4460225,2993938
1536,2023-04-08,AB,10017856,3452878,1824913
1537,2023-04-08,SK,2630158,920507,516000
1538,2023-04-08,MB,3001252,1101542,607635
1539,2023-04-08,ON,38330704,12225800,7702692
1540,2023-04-08,QC,23388354,7237797,4723935
1541,2023-04-08,NL,1264499,476756,289311
1542,2023-04-08,NB,1757172,661271,395689
1543,2023-04-08,NS,2235685,842600,503257
1544,2023-04-08,PE,391227,144466,83158
1545,2023-04-08,YT,92743,35380,20672
1546,2023-04-08,NT,102863,39663,20278
1547,2023-04-08,NU,77083,29021,14519
1548,2023-04-15,BC,14298488,4460587,2994806
1549,2023-04-15,AB,10024026,3453122,1825433
1550,2023-04-15,SK,2630158,920507,516000
1551,2023-04-15,MB,3001252,1101542,607635
1552,2023-04-15,ON,38362612,12225905,7703351
1553,2023-04-15,QC,23402384,7238098,4724316
1554,2023-04-15,NL,1264499,476756,289311
1555,2023-04-15,NB,1757172,661271,395689
1556,2023-04-15,NS,2235685,842600,503257
1557,2023-04-15,PE,391227,144466,83158
1558,2023-04-15,YT,92743,35380,20672
1559,2023-04-15,NT,102863,39663,20278
1560,2023-04-15,NU,77083,29021,14519
1561,2023-04-22,BC,14343876,4461186,2995501
1562,2023-04-22,AB,10032077,3453434,1826018
1563,2023-04-22,SK,2630158,920507,516000
1564,2023-04-22,MB,3001252,1101542,607635
1565,2023-04-22,ON,38397966,12225048,7703058
1566,2023-04-22,QC,23411340,7238250,4724551
1567,2023-04-22,NL,1264499,476756,289311
1568,2023-04-22,NB,1757172,661271,395689
1569,2023-04-22,NS,2235685,842600,503257
1570,2023-04-22,PE,391227,144466,83158
1571,2023-04-22,YT,92743,35380,20672
1572,2023-04-22,NT,102863,39663,20278
1573,2023-04-22,NU,77083,29021,14519
1574,2023-04-29,BC,14343876,4461186,2995501
1575,2023-04-29,AB,10040839,3453715,1826516
1576,2023-04-29,SK,2630158,920507,516000
1577,2023-04-29,MB,3001252,1101542,607635
1578,2023-04-29,ON,38434965,12225134,7703737
1579,2023-04-29,QC,23422748,7238426,4724840
1580,2023-04-29,NL,1264499,476756,289311
1581,2023-04-29,NB,1757172,661271,395689
1582,2023-04-29,NS,2235685,842600,503257
1583,2023-04-29,PE,391227,144466,83158
1584,2023-04-29,YT,92743,35380,20672
1585,2023-04-29,NT,102863,39663,20278
1586,2023-04-29,NU,77083,29021,14519
1587,2023-05-06,BC,14343876,4461186,2995501
1588,2023-05-06,AB,10050276,3454052,1827060
1589,2023-05-06,SK,2630158,920507,516000
1590,2023-05-06,MB,3001252,1101542,607635
1591,2023-05-06,ON,38471010,12222556,7701900
1592,2023-05-06,QC,23429466,7238553,4725136
1593,2023-05-06,NL,1264499,476756,289311
1594,2023-05-06,NB,1757172,661271,395689
1595,2023-05-06,NS,2235685,842600,503257
1596,2023-05-06,PE,391227,144466,83158
1597,2023-05-06,YT,92743,35380,20672
1598,2023-05-06,NT,102863,39663,20278
1599,2023-05-06,NU,77083,29021,14519
1600,2023-05-13,BC,14343876,4461186,2995501
1601,2023-05-13,AB,10050276,3454052,1827060
1602,2023-05-13,SK,2630158,920507,516000
1603,2023-05-13,MB,3001252,1101542,607635
1604,2023-05-13,ON,38561337,12222172,7702046
1605,2023-05-13,QC,23438243,7238705,4725370
1606,2023-05-13,NL,1264499,476756,289311
1607,2023-05-13,NB,1757172,661271,395689
1608,2023-05-13,NS,2235685,842600,503257
1609,2023-05-13,PE,391227,144466,83158
1610,2023-05-13,YT,92743,35380,20672
1611,2023-05-13,NT,102863,39663,20278
1612,2023-05-13,NU,77083,29021,14519
1613,2023-05-20,BC,14343876,4461186,2995501
1614,2023-05-20,AB,10062690,3454502,1827803
1615,2023-05-20,SK,2630158,920507,516000
1616,2023-05-20,MB,3001252,1101542,607635
1617,2023-05-20,ON,38618955,12221954,7702125
1618,2023-05-20,QC,23446342,7238850,4725588
1619,2023-05-20,NL,1264499,476756,289311
1620,2023-05-20,NB,1757172,661271,395689
1621,2023-05-20,NS,2235685,842600,503257
1622,2023-05-20,PE,391227,144466,83158
1623,2023-05-20,YT,92743,35380,20672
1624,2023-05-20,NT,102863,39663,20278
1625,2023-05-20,NU,77083,29021,14519
1626,2023-05-27,BC,14343876,4461186,2995501
1627,2023-05-27,AB,10062690,3454502,1827803
1628,2023-05-27,SK,2630158,920507,516000
1629,2023-05-27,MB,3001252,1101542,607635
1630,2023-05-27,ON,38658551,12221056,7701470
1631,2023-05-27,QC,23452700,7238816,4725809
1632,2023-05-27,NL,1264499,476756,289311
1633,2023-05-27,NB,1757172,661271,395689
1634,2023-05-27,NS,2235685,842600,503257
1635,2023-05-27,PE,391227,144466,83158
1636,2023-05-27,YT,92743,35380,20672
1637,2023-05-27,NT,102863,39663,20278
1638,2023-05-27,NU,77083,29021,14519
1639,2023-06-03,BC,14343876,4461186,2995501
1640,2023-06-03,AB,10062690,3454502,1827803
1641,2023-06-03,SK,2630158,920507,516000
1642,2023-06-03,MB,3001252,1101542,607635
1643,2023-06-03,ON,38696996,12220648,7701325
1644,2023-06-03,QC,23459602,7238971,4726054
1645,2023-06-03,NL,1264499,476756,289311
1646,2023-06-03,NB,1757172,661271,395689
1647,2023-06-03,NS,2235685,842600,503257
1648,2023-06-03,PE,391227,144466,83158
1649,2023-06-03,YT,92743,35380,20672
1650,2023-06-03,NT,102863,39663,20278
1651,2023-06-03,NU,77083,29021,14519
1652,2023-06-10,BC,14343876,4461186,2995501
1653,2023-06-10,AB,10076326,3455054,1828677
1654,2023-06-10,SK,2630158,920507,516000
1655,2023-06-10,MB,3001252,1101542,607635
1656,2023-06-10,ON,38728407,12217158,7698541
1657,2023-06-10,QC,23464960,7239046,4726243
1658,2023-06-10,NL,1264499,476756,289311
1659,2023-06-10,NB,1757172,661271,395689
1660,2023-06-10,NS,2235685,842600,503257
1661,2023-06-10,PE,391227,144466,83158
1662,2023-06-10,YT,92743,35380,20672
1663,2023-06-10,NT,102863,39663,20278
1664,2023-06-10,NU,77083,29021,14519
1665,2023-06-17,BC,14343876,4461186,2995501
1666,2023-06-17,AB,10058997,3447846,1830012
1667,2023-06-17,SK,2630158,920507,516000
1668,2023-06-17,MB,3001252,1101542,607635
1669,2023-06-17,ON,38756717,12216161,7697815
1670,2023-06-17,QC,23470410,7239172,4726439
1671,2023-06-17,NL,1264499,476756,289311
1672,2023-06-17,NB,1757172,661271,395689
1673,2023-06-17,NS,2235685,842600,503257
1674,2023-06-17,PE,391227,144466,83158
1675,2023-06-17,YT,92743,35380,20672
1676,2023-06-17,NT,102863,39663,20278
1677,2023-06-17,NU,77083,29021,14519
1678,2023-06-24,BC,14343876,4461186,2995501
1679,2023-06-24,AB,10062971,3448042,1830278
1680,2023-06-24,SK,2630158,920507,516000
1681,2023-06-24,MB,3001252,1101542,607635
1682,2023-06-24,ON,38778731,12215144,7697049
1683,2023-06-24,QC,23475662,7239288,4726630
1684,2023-06-24,NL,1264499,476756,289311
1685,2023-06-24,NB,1757172,661271,395689
1686,2023-06-24,NS,2235685,842600,503257
1687,2023-06-24,PE,391227,144466,83158
1688,2023-06-24,YT,92743,35380,20672
1689,2023-06-24,NT,102863,39663,20278
1690,2023-06-24,NU,77083,29021,14519
1691,2023-07-01,BC,14343876,4461186,2995501
1692,2023-07-01,AB,10066316,3448246,1830536
1693,2023-07-01,SK,2630158,920507,516000
1694,2023-07-01,MB,3001252,1101542,607635
1695,2023-07-01,ON,38799751,12214842,7696971
1696,2023-07-01,QC,23479367,7239362,4726758
1697,2023-07-01,NL,1264499,476756,289311
1698,2023-07-01,NB,1757172,661271,395689
1699,2023-07-01,NS,2235685,842600,503257
1700,2023-07-01,PE,391227,144466,83158
1701,2023-07-01,YT,92743,35380,20672
1702,2023-07-01,NT,102863,39663,20278
1703,2023-07-01,NU,77083,29021,14519
1704,2023-07-08,BC,14343876,4461186,2995501
1705,2023-07-08,AB,10066316,3448246,1830536
1706,2023-07-08,SK,2630158,920507,516000
1707,2023-07-08,MB,3001252,1101542,607635
1708,2023-07-08,ON,38813299,12211215,7694109
1709,2023-07-08,QC,23482332,7239415,4726862
1710,2023-07-08,NL,1264499,476756,289311
1711,2023-07-08,NB,1757172,661271,395689
1712,2023-07-08,NS,2235685,842600,503257
1713,2023-07-08,PE,391227,144466,83158
1714,2023-07-08,YT,92743,35380,20672
1715,2023-07-08,NT,102863,39663,20278
1716,2023-07-08,NU,77083,29021,14519
1717,2023-07-15,BC,14343876,4461186,2995501
1718,2023-07-15,AB,10066316,3448246,1830536
1719,2023-07-15,SK,2630158,920507,516000
1720,2023-07-15,MB,3001252,1101542,607635
1721,2023-07-15,ON,38825625,12209756,7692904
1722,2023-07-15,QC,23485940,7239522,4727007
1723,2023-07-15,NL,1264499,476756,289311
1724,2023-07-15,NB,1757172,661271,395689
1725,2023-07-15,NS,2235685,842600,503257
1726,2023-07-15,PE,391227,144466,83158
1727,2023-07-15,YT,92743,35380,20672
1728,2023-07-15,NT,102863,39663,20278
1729,2023-07-15,NU,77083,29021,14519
1730,2023-07-22,BC,14343876,4461186,2995501
1731,2023-07-22,AB,10066316,3448246,1830536
1732,2023-07-22,SK,2630158,920507,516000
1733,2023-07-22,MB,3001252,1101542,607635
1734,2023-07-22,ON,38835228,12208530,7691824
1735,2023-07-22,QC,23488854,7239578,4727136
1736,2023-07-22,NL,1264499,476756,289311
1737,2023-07-22,NB,1757172,661271,395689
1738,2023-07-22,NS,2235685,842600,503257
1739,2023-07-22,PE,391227,144466,83158
1740,2023-07-22,YT,92743,35380,20672
1741,2023-07-22,NT,102863,39663,20278
1742,2023-07-22,NU,77083,29021,14519
1743,2023-07-29,BC,14343876,4461186,2995501
1744,2023-07-29,AB,10077398,3448932,1831404
1745,2023-07-29,SK,2630158,920507,516000
1746,2023-07-29,MB,3001252,1101542,607635
1747,2023-07-29,ON,38843561,12207809,7691178
1748,2023-07-29,QC,23491903,7239627,4727309
1749,2023-07-29,NL,1264499,476756,289311
1750,2023-07-29,NB,1757172,661271,395689
1751,2023-07-29,NS,2235685,842600,503257
1752,2023-07-29,PE,391227,144466,83158
1753,2023-07-29,YT,92743,35380,20672
1754,2023-07-29,NT,102863,39663,20278
1755,2023-07-29,NU,77083,29021,14519
1756,2023-08-05,BC,14343876,4461186,2995501
1757,2023-08-05,AB,10077398,3448932,1831404
1758,2023-08-05,SK,2630158,920507,516000
1759,2023-08-05,MB,3001252,1101542,607635
1760,2023-08-05,ON,38851240,12205173,7688993
1761,2023-08-05,QC,23494661,7239696,4727415
1762,2023-08-05,NL,1264499,476756,289311
1763,2023-08-05,NB,1757172,661271,395689
1764,2023-08-05,NS,2235685,842600,503257
1765,2023-08-05,PE,391227,144466,83158
1766,2023-08-05,YT,92743,35380,20672
1767,2023-08-05,NT,102863,39663,20278
1768,2023-08-05,NU,77083,29021,14519
1769,2023-08-12,BC,14343876,4461186,2995501
1770,2023-08-12,AB,10077398,3448932,1831404
1771,2023-08-12,SK,2630158,920507,516000
1772,2023-08-12,MB,3001252,1101542,607635
1773,2023-08-12,ON,38859102,12204073,7688033
1774,2023-08-12,QC,23497117,7239747,4727550
1775,2023-08-12,NL,1264499,476756,289311
1776,2023-08-12,NB,1757172,661271,395689
1777,2023-08-12,NS,2235685,842600,503257
1778,2023-08-12,PE,391227,144466,83158
1779,2023-08-12,YT,92743,35380,20672
1780,2023-08-12,NT,102863,39663,20278
1781,2023-08-12,NU,77083,29021,14519
1782,2023-08-19,BC,14343876,4461186,2995501
1783,2023-08-19,AB,10077398,3448932,1831404
1784,2023-08-19,SK,2630158,920507,516000
1785,2023-08-19,MB,3001252,1101542,607635
1786,2023-08-19,ON,38868935,12203236,7687254
1787,2023-08-19,QC,23501893,7239829,4727729
1788,2023-08-19,NL,1264499,476756,289311
1789,2023-08-19,NB,1757172,661271,395689
1790,2023-08-19,NS,2235685,842600,503257
1791,2023-08-19,PE,391227,144466,83158
1792,2023-08-19,YT,92743,35380,20672
1793,2023-08-19,NT,102863,39663,20278
1794,2023-08-19,NU,77083,29021,14519
1795,2023-08-26,BC,14343876,4461186,2995501
1796,2023-08-26,AB,10077398,3448932,1831404
1797,2023-08-26,SK,2630158,920507,516000
1798,2023-08-26,MB,3001252,1101542,607635
1799,2023-08-26,ON,38878229,12202199,7686315
1800,2023-08-26,QC,23505830,7239914,4727866
1801,2023-08-26,NL,1264499,476756,289311
1802,2023-08-26,NB,1757172,661271,395689
1803,2023-08-26,NS,2235685,842600,503257
1804,2023-08-26,PE,391227,144466,83158
1805,2023-08-26,YT,92743,35380,20672
1806,2023-08-26,NT,102863,39663,20278
1807,2023-08-26,NU,77083,29021,14519
1808,2023-09-02,BC,14343876,4461186,2995501
1809,2023-09-02,AB,10077398,3448932,1831404
1810,2023-09-02,SK,2630158,920507,516000
1811,2023-09-02,MB,3001252,1101542,607635
1812,2023-09-02,ON,38886450,12201722,7685867
1813,2023-09-02,QC,23509133,7240027,4728036
1814,2023-09-02,NL,1264499,476756,289311
1815,2023-09-02,NB,1757172,661271,395689
1816,2023-09-02,NS,2235685,842600,503257
1817,2023-09-02,PE,391227,144466,83158
1818,2023-09-02,YT,92743,35380,20672
1819,2023-09-02,NT,102863,39663,20278
1820,2023-09-02,NU,77083,29021,14519
1821,2023-09-09,BC,14343876,4461186,2995501
1822,2023-09-09,AB,10077398,3448932,1831404
1823,2023-09-09,SK,2630158,920507,516000
1824,2023-09-09,MB,3001252,1101542,607635
1825,2023-09-09,ON,38892712,12198352,7683075
1826,2023-09-09,QC,23511129,7240076,4728126
1827,2023-09-09,NL,1264499,476756,289311
1828,2023-09-09,NB,1757172,661271,395689
1829,2023-09-09,NS,2235685,842600,503257
1830,2023-09-09,PE,391227,144466,83158
1831,2023-09-09,YT,92743,35380,20672
1832,2023-09-09,NT,102863,39663,20278
1833,2023-09-09,NU,77083,29021,14519
1834,2023-09-16,BC,14343876,4461186,2995501
1835,2023-09-16,AB,10077398,3448932,1831404
1836,2023-09-16,SK,2630158,920507,516000
1837,2023-09-16,MB,3001252,1101542,607635
1838,2023-09-16,ON,38900305,12197206,7681997
1839,2023-09-16,QC,23513205,7240142,4728222
1840,2023-09-16,NL,1264499,476756,289311
1841,2023-09-16,NB,1757172,661271,395689
1842,2023-09-16,NS,2235685,842600,503257
1843,2023-09-16,PE,391227,144466,83158
1844,2023-09-16,YT,92743,35380,20672
1845,2023-09-16,NT,102863,39663,20278
1846,2023-09-16,NU,77083,29021,14519
1847,2023-09-23,BC,14343876,4461186,2995501
1848,2023-09-23,AB,10077398,3448932,1831404
1849,2023-09-23,SK,2630158,920507,516000
1850,2023-09-23,MB,3001252,1101542,607635
1851,2023-09-23,ON,38906399,12195870,7680821
1852,2023-09-23,QC,23515035,7240223,4728321
1853,2023-09-23,NL,1264499,476756,289311
1854,2023-09-23,NB,1757172,661271,395689
1855,2023-09-23,NS,2235685,842600,503257
1856,2023-09-23,PE,391227,144466,83158
1857,2023-09-23,YT,92743,35380,20672
1858,2023-09-23,NT,102863,39663,20278
1859,2023-09-23,NU,77083,29021,14519
1860,2023-09-30,BC,14343876,4461186,2995501
1861,2023-09-30,AB,10077398,3448932,1831404
1862,2023-09-30,SK,2630158,920507,516000
1863,2023-09-30,MB,3001252,1101542,607635
1864,2023-09-30,ON,38919588,12195121,7679900
1865,2023-09-30,QC,23516644,7240279,4728422
1866,2023-09-30,NL,1264499,476756,289311
1867,2023-09-30,NB,1757172,661271,395689
1868,2023-09-30,NS,2235685,842600,503257
1869,2023-09-30,PE,391227,144466,83158
1870,2023-09-30,YT,92743,35380,20672
1871,2023-09-30,NT,102863,39663,20278
1872,2023-09-30,NU,77083,29021,14519
1873,2023-10-07,BC,14343876,4461186,2995501
1874,2023-10-07,AB,10077398,3448932,1831404
1875,2023-10-07,SK,2630158,920507,516000
1876,2023-10-07,MB,3001252,1101542,607635
1877,2023-10-07,ON,38934784,12192213,7677750
1878,2023-10-07,QC,23518695,7240322,4728517
1879,2023-10-07,NL,1264499,476756,289311
1880,2023-10-07,NB,1757172,661271,395689
1881,2023-10-07,NS,2235685,842600,503257
1882,2023-10-07,PE,391227,144466,83158
1883,2023-10-07,YT,92743,35380,20672
1884,2023-10-07,NT,102863,39663,20278
