covidID,dateID,province,totalcases,numdeaths,recovery
287,23,BC,145266,1719,140835
288,23,AB,229116,2247,221644
289,23,SK,47285,546,45498
290,23,MB,52530,1072,47345
291,23,ON,537007,9179,517638
292,23,QC,366802,10605,357425
293,23,NL,1347,6,1266
294,23,NB,2262,44,2068
295,23,NS,5648,87,5339
296,23,PE,205,0,200
297,23,YT,85,2,82
298,23,NT,128,0,128
299,23,NU,649,4,635
300,24,BC,146272,1730,142526
301,24,AB,230423,2269,224782
302,24,SK,47875,555,46446
303,24,MB,54163,1092,49633
304,24,ON,540492,9225,524362
305,24,QC,368096,10624,359698
306,24,NL,1374,7,1323
307,24,NB,2291,45,2152
308,24,NS,5729,89,5502
309,24,PE,206,0,201
310,24,YT,100,2,82
311,24,NT,128,0,128
312,24,NU,654,4,644
313,25,BC,146996,1740,143748
314,25,AB,231295,2290,226800
315,25,SK,48381,562,47059
316,25,MB,55238,1118,51813
317,25,ON,542912,9265,529002
318,25,QC,369074,10638,361160
319,25,NL,1383,7,1350
320,25,NB,2316,45,2215
321,25,NS,5779,90,5611
322,25,PE,206,0,201
323,25,YT,159,3,91
324,25,NT,128,0,128
325,25,NU,657,4,645
326,26,BC,147475,1749,144554
327,26,AB,231810,2297,227768
328,26,SK,48706,566,47543
329,26,MB,55878,1138,53227
330,26,ON,544796,9303,532074
331,26,QC,369726,10650,362130
332,26,NL,1384,7,1366
333,26,NB,2324,45,2245
334,26,NS,5820,91,5671
335,26,PE,207,0,206
336,26,YT,264,4,135
337,26,NT,128,0,128
338,26,NU,657,4,653
339,27,BC,147735,1756,145200
340,27,AB,232163,2304,228901
341,27,SK,48931,568,47942
342,27,MB,56353,1148,54197
343,27,ON,546268,9333,534272
344,27,QC,370241,10661,362961
345,27,NL,1387,7,1372
346,27,NB,2335,45,2268
347,27,NS,5847,92,5706
348,27,PE,208,0,206
349,27,YT,367,5,219
350,27,NT,128,0,128
351,27,NU,657,4,653
352,28,BC,148077,1760,145594
353,28,AB,232467,2306,229429
354,28,SK,49240,572,48254
355,28,MB,56826,1160,54615
356,28,ON,547495,9372,535810
357,28,QC,370743,10666,363775
358,28,NL,1402,7,1375
359,28,NB,2336,46,2283
360,28,NS,5865,92,5734
361,28,PE,208,0,206
362,28,YT,458,5,348
363,28,NT,128,0,128
364,28,NU,657,4,653
365,29,BC,148387,1761,145908
366,29,AB,232755,2315,229783
367,29,SK,49397,575,48462
368,29,MB,57124,1164,55001
369,29,ON,548539,9401,537379
370,29,QC,371280,10671,364328
371,29,NL,1433,7,1376
372,29,NB,2345,46,2290
373,29,NS,5872,92,5770
374,29,PE,208,0,208
375,29,YT,499,6,414
376,29,NT,128,0,128
377,29,NU,657,4,653
378,30,BC,148936,1767,146463
379,30,AB,233492,2320,230039
380,30,SK,49656,578,48738
381,30,MB,57413,1171,55695
382,30,ON,549641,9416,538421
383,30,QC,371979,10679,364539
384,30,NL,1437,7,1391
385,30,NB,2350,46,2293
386,30,NS,5880,93,5777
387,30,PE,208,0,208
388,30,YT,551,6,470
389,30,NT,128,0,128
390,30,NU,657,4,653
391,31,BC,150049,1771,146876
392,31,AB,234795,2324,230312
393,31,SK,50024,578,48967
394,31,MB,57620,1178,55873
395,31,ON,550990,9431,539485
396,31,QC,372897,10682,365105
397,31,NL,1437,7,1421
398,31,NB,2365,46,2299
399,31,NS,5886,93,5785
400,31,PE,208,0,208
401,31,YT,596,7,544
402,31,NT,128,0,129
403,31,NU,657,4,653
404,32,BC,152261,1772,147627
405,32,AB,236790,2329,230966
406,32,SK,50477,582,49267
407,32,MB,57793,1183,56042
408,32,ON,552893,9443,540598
409,32,QC,374509,10684,365997
410,32,NL,1443,7,1422
411,32,NB,2414,46,2312
412,32,NS,5901,93,5794
413,32,PE,211,0,208
414,32,YT,623,8,570
415,32,NT,129,0,129
416,32,NU,657,4,653
417,33,BC,155611,1779,148964
418,33,AB,239963,2332,232169
419,33,SK,51162,586,49618
420,33,MB,57996,1184,56201
421,33,ON,556063,9454,542206
422,33,QC,377018,10687,367029
423,33,NL,1447,7,1426
424,33,NB,2490,46,2359
425,33,NS,5922,93,5801
426,33,PE,218,0,208
427,33,YT,647,8,598
428,33,NT,141,0,129
429,33,NU,657,4,653
430,34,BC,159643,1785,150657
431,34,AB,244492,2346,233945
432,34,SK,52252,586,50188
433,34,MB,58222,1188,56685
434,34,ON,560206,9465,544679
435,34,QC,380187,10694,369280
436,34,NL,1458,7,1430
437,34,NB,2614,46,2415
438,34,NS,5960,93,5822
439,34,PE,223,0,213
440,34,YT,672,8,619
441,34,NT,277,0,132
442,34,NU,657,4,653
443,35,BC,164329,1807,155928
444,35,AB,251137,2372,236935
445,35,SK,53617,597,51033
446,35,MB,58608,1189,56887
447,35,ON,564971,9482,548398
448,35,QC,383765,10697,372064
449,35,NL,1469,7,1441
450,35,NB,2738,46,2514
451,35,NS,6014,94,5850
452,35,PE,230,0,219
453,35,YT,684,8,647
454,35,NT,380,1,132
455,35,NU,657,4,653
456,36,BC,168983,1827,160268
457,36,AB,259773,2414,241100
458,36,SK,55750,610,52246
459,36,MB,58883,1192,57213
460,36,ON,570150,9512,552976
461,36,QC,388215,10711,375390
462,36,NL,1491,7,1448
463,36,NB,2811,46,2625
464,36,NS,6060,94,5898
465,36,PE,234,0,222
466,36,YT,694,8,665
467,36,NT,471,1,323
468,36,NU,658,4,653
469,37,BC,173981,1856,165027
470,37,AB,269213,2471,247328
471,37,SK,58293,618,54087
472,37,MB,59275,1200,57464
473,37,ON,575207,9559,558021
474,37,QC,393192,10726,379378
475,37,NL,1532,7,1473
476,37,NB,2960,47,2725
477,37,NS,6155,94,5945
478,37,PE,246,0,230
479,37,YT,701,9,674
480,37,NT,565,1,410
481,37,NU,659,4,653
482,38,BC,178598,1888,169653
483,38,AB,280761,2567,255834
484,38,SK,61558,638,56591
485,38,MB,59666,1204,57779
486,38,ON,580118,9597,562827
487,38,QC,398339,10753,384095
488,38,NL,1555,7,1503
489,38,NB,3300,48,2818
490,38,NS,6316,94,6056
491,38,PE,273,0,233
492,38,YT,714,9,686
493,38,NT,704,1,503
494,38,NU,661,4,654
495,39,BC,183417,1922,174281
496,39,AB,291780,2670,265695
497,39,SK,64949,667,59531
498,39,MB,60100,1208,58294
499,39,ON,584518,9634,567994
500,39,QC,403085,10780,388602
501,39,NL,1668,7,1531
502,39,NB,3768,54,3081
503,39,NS,6511,95,6222
504,39,PE,292,0,240
505,39,YT,747,9,694
506,39,NT,870,2,617
507,39,NU,663,4,654
508,40,BC,188311,1973,178980
509,40,AB,302772,2785,276856
510,40,SK,68290,708,62758
511,40,MB,60749,1211,58705
512,40,ON,588466,9667,572750
513,40,QC,406960,10810,394301
514,40,NL,1797,9,1591
515,40,NB,4412,64,3534
516,40,NS,6734,97,6378
517,40,PE,300,0,287
518,40,YT,756,9,710
519,40,NT,1079,5,617
520,40,NU,664,4,656
521,41,BC,193094,2001,184121
522,41,AB,310498,2879,287606
523,41,SK,71526,746,65982
524,41,MB,61462,1220,59241
525,41,ON,592309,9704,576951
526,41,QC,410780,10839,398657
527,41,NL,1848,11,1718
528,41,NB,5087,72,4033
529,41,NS,6926,98,6586
530,41,PE,306,0,292
531,41,YT,794,10,746
532,41,NT,1367,6,936
533,41,NU,668,4,656
534,42,BC,197186,2055,188851
535,42,AB,315930,2984,298328
536,42,SK,74074,776,69001
537,42,MB,62091,1230,59794
538,42,ON,595210,9725,580667
539,42,QC,414765,10872,402461
540,42,NL,1881,14,1808
541,42,NB,5735,87,4520
542,42,NS,7104,98,6780
543,42,PE,312,0,303
544,42,YT,840,10,775
545,42,NT,1586,8,1235
546,42,NU,673,4,656
547,43,BC,201511,2109,193325
548,43,AB,320541,3055,306113
549,43,SK,76074,817,72217
550,43,MB,62695,1235,60399
551,43,ON,597833,9758,583931
552,43,QC,417680,10910,406279
553,43,NL,1928,15,1844
554,43,NB,6112,107,5234
555,43,NS,7234,99,6950
556,43,PE,315,0,308
557,43,YT,880,10,821
558,43,NT,1744,9,1516
559,43,NU,674,4,663
560,44,BC,205482,2156,197396
561,44,AB,324008,3118,311738
562,44,SK,77494,850,74337
563,44,MB,63450,1247,60890
564,44,ON,600338,9787,586696
565,44,QC,420964,10931,409722
566,44,NL,1992,16,1860
567,44,NB,6413,116,5668
568,44,NS,7371,100,7085
569,44,PE,317,0,312
570,44,YT,923,10,840
571,44,NT,1847,10,1636
572,44,NU,674,4,670
573,45,BC,208818,2201,201267
574,45,AB,327195,3156,316455
575,45,SK,78567,866,75956
576,45,MB,64390,1260,61806
577,45,ON,603629,9812,589166
578,45,QC,424965,10952,412613
579,45,NL,2003,16,1928
580,45,NB,6716,121,6067
581,45,NS,7590,101,7229
582,45,PE,322,0,315
583,45,YT,1002,10,901
584,45,NT,1882,11,1814
585,45,NU,674,4,670
586,46,BC,212252,2257,204963
587,46,AB,330044,3195,320114
588,46,SK,79387,893,77170
589,46,MB,65511,1269,62613
590,46,ON,607612,9848,591994
591,46,QC,429318,10976,416332
592,46,NL,2025,16,1962
593,46,NB,7129,121,6367
594,46,NS,7841,104,7436
595,46,PE,326,0,319
596,46,YT,1195,10,965
597,46,NT,1982,12,1859
598,46,NU,674,4,670
599,47,BC,215026,2293,208702
600,47,AB,332726,3219,323122
601,47,SK,80278,910,78201
602,47,MB,66542,1286,63644
603,47,ON,612189,9885,595669
604,47,QC,434163,10994,416867
605,47,NL,2035,17,1985
606,47,NB,7579,122,6782
607,47,NS,8027,106,7684
608,47,PE,344,0,320
609,47,YT,1396,12,1183
610,47,NT,2037,12,1906
611,47,NU,674,4,670
612,48,BC,217487,2322,211577
613,48,AB,335074,3244,325951
614,48,SK,80848,921,78987
615,48,MB,67544,1311,64599
616,48,ON,617624,9911,599979
617,48,QC,440436,11009,426422
618,48,NL,2048,18,2009
619,48,NB,8172,123,7176
620,48,NS,8183,109,7889
621,48,PE,366,0,327
622,48,YT,1486,13,1313
623,48,NT,2055,12,1983
624,48,NU,674,4,670
625,49,BC,219935,2351,214047
626,49,AB,337269,3266,328694
627,49,SK,81293,929,79642
628,49,MB,68499,1330,65577
629,49,ON,624230,9950,604749
630,49,QC,448594,11031,431969
631,49,NL,2064,18,2019
632,49,NB,8680,132,7759
633,49,NS,8370,110,8072
634,49,PE,387,0,343
635,49,YT,1543,14,1461
636,49,NT,2066,12,2033
637,49,NU,675,4,670
638,50,BC,222428,2381,216542
639,50,AB,339340,3278,331097
640,50,SK,81780,937,80193
641,50,MB,69670,1349,66471
642,50,ON,633242,10001,610592
643,50,QC,460307,11057,438983
644,50,NL,2078,18,2034
645,50,NB,9492,140,8255
646,50,NS,8843,110,8244
647,50,PE,412,0,374
648,50,YT,1586,14,1509
649,50,NT,2070,12,2046
650,50,NU,676,4,670
651,51,BC,226696,2399,218960
652,51,AB,342603,3293,333306
653,51,SK,82130,942,80627
654,51,MB,71061,1363,67626
655,51,ON,652356,10046,617773
656,51,QC,483213,11096,448759
657,51,NL,2175,18,2051
658,51,NB,10446,148,9064
659,51,NS,10704,110,8380
660,51,PE,484,0,383
661,51,YT,1631,14,1559
662,51,NT,2079,12,2056
663,51,NU,676,4,671
664,52,BC,238210,2414,222604
665,52,AB,352873,3303,335047
666,52,SK,83086,945,80906
667,52,MB,74358,1370,68577
668,52,ON,705514,10099,628670
669,52,QC,547901,11144,464206
670,52,NL,2512,18,2088
671,52,NB,11896,152,9780
672,52,NS,14301,111,8643
673,52,PE,737,0,417
674,52,YT,1668,14,1602
675,52,NT,2088,12,2059
676,52,NU,695,4,672
677,53,BC,258882,2423,230784
678,53,AB,373555,3321,336917
679,53,SK,85188,955,81389
680,53,MB,80096,1392,68780
681,53,ON,807841,10188,652114
682,53,QC,656572,11251,488030
683,53,NL,4597,19,2239
684,53,NB,15069,160,10779
685,53,NS,19175,111,8643
686,53,PE,1447,0,417
687,53,YT,1808,15,1602
688,53,NT,2189,12,2059
689,53,NU,819,4,672
690,54,BC,279448,2439,240198
691,54,AB,406271,3348,348500
692,54,SK,90765,961,82907
693,54,MB,94850,1408,68847
694,54,ON,899260,10378,719739
695,54,QC,759801,11500,577427
696,54,NL,7949,21,3139
697,54,NB,20278,171,12207
698,54,NS,25003,113,17152
699,54,PE,2625,0,703
700,54,YT,2191,15,1752
701,54,NT,2856,12,2113
702,54,NU,976,4,694
703,55,BC,295904,2468,251846
704,55,AB,446494,3407,368986
705,55,SK,98699,961,86815
706,55,MB,107838,1445,69075
707,55,ON,973025,10723,827756
708,55,QC,806897,11914,689848
709,55,NL,12406,25,6485
710,55,NB,22359,183,14760
711,55,NS,30101,119,17152
712,55,PE,4118,1,1867
713,55,YT,2665,15,2210
714,55,NT,3784,13,2435
715,55,NU,1141,5,923
716,56,BC,310242,2529,271553
717,56,AB,471717,3488,401572
718,56,SK,107842,972,94253
719,56,MB,114021,1492,75954
720,56,ON,1019843,11186,908533
721,56,QC,837681,12397,747819
722,56,NL,14805,31,11358
723,56,NB,25465,207,20083
724,56,NS,34021,128,17152
725,56,PE,5807,6,2598
726,56,YT,2886,16,2592
727,56,NT,4703,14,3189
728,56,NU,1346,5,1047
729,57,BC,322265,2597,287931
730,57,AB,490661,3578,442605
731,57,SK,116511,989,102969
732,57,MB,118862,1543,87599
733,57,ON,1051964,11634,965386
734,57,QC,861292,12778,791198
735,57,NL,16966,38,14231
736,57,NB,28442,228,22405
737,57,NS,37200,142,31208
738,57,PE,7462,10,4172
739,57,YT,3076,16,2852
740,57,NT,5607,15,4438
741,57,NU,1657,5,1187
742,58,BC,331964,2675,302788
743,58,AB,505406,3684,467088
744,58,SK,122525,1006,111734
745,58,MB,122632,1585,103624
746,58,ON,1074251,11991,1002880
747,58,QC,882336,13062,818774
748,58,NL,18464,47,16437
749,58,NB,30602,258,26136
750,58,NS,39993,157,34587
751,58,PE,8842,12,6115
752,58,YT,3202,19,3041
753,58,NT,6566,16,5379
754,58,NU,1929,5,1444
755,59,BC,339736,2747,307963
756,59,AB,514690,3780,486270
757,59,SK,125756,1056,113023
758,59,MB,125844,1619,110432
759,59,ON,1092008,12219,1030423
760,59,QC,899235,13293,844373
761,59,NL,19954,54,18048
762,59,NB,32610,286,28429
763,59,NS,42230,172,37034
764,59,PE,10105,14,7548
765,59,YT,3314,20,3195
766,59,NT,7440,17,6447
767,59,NU,2155,5,1640
768,60,BC,344262,2786,307963
769,60,AB,520200,3854,500756
770,60,SK,127162,1093,113023
771,60,MB,128486,1649,115473
772,60,ON,1105523,12394,1051247
773,60,QC,910977,13449,870517
774,60,NL,21613,62,19473
775,60,NB,34222,298,30488
776,60,NS,43833,185,39990
777,60,PE,11484,15,9359
778,60,YT,3369,20,3301
779,60,NT,8124,18,7494
780,60,NU,2414,5,1974
781,61,BC,347729,2851,307963
782,61,AB,524329,3916,510371
783,61,SK,128263,1137,113023
784,61,MB,130277,1675,119754
785,61,ON,1117883,12519,1069795
786,61,QC,920174,13556,886721
787,61,NL,23443,65,20992
788,61,NB,36417,301,32734
789,61,NS,45351,192,41435
790,61,PE,13361,16,10326
791,61,YT,3438,21,3362
792,61,NT,8656,19,8089
793,61,NU,2690,5,2299
794,62,BC,350329,2903,307963
795,62,AB,527723,3970,516004
796,62,SK,129251,1151,113023
797,62,MB,131526,1690,122694
798,62,ON,1129245,12611,1082001
799,62,QC,927786,13669,895073
800,62,NL,26197,69,22829
801,62,NB,38937,309,34734
802,62,NS,46719,207,43018
803,62,PE,16604,16,11896
804,62,YT,3495,22,3433
805,62,NT,9107,19,8733
806,62,NU,3017,5,2560
807,63,BC,352319,2932,307963
808,63,AB,530967,4006,520213
809,63,SK,130082,1179,113023
810,63,MB,132681,1710,125913
811,63,ON,1140607,12674,1095221
812,63,QC,935274,13757,907358
813,63,NL,30100,76,25162
814,63,NB,42320,320,37138
815,63,NS,48076,217,43018
816,63,PE,19603,16,13996
817,63,YT,3562,23,3484
818,63,NT,9487,20,9131
819,63,NU,3262,5,2859
820,64,BC,353778,2966,307963
821,64,AB,534675,4036,523679
822,64,SK,130977,1211,113023
823,64,MB,133928,1726,127799
824,64,ON,1151936,12738,1107840
825,64,QC,943732,13832,914755
826,64,NL,33834,86,25162
827,64,NB,45101,336,37808
828,64,NS,50534,228,43018
829,64,PE,22151,16,17252
830,64,YT,3640,23,3544
831,64,NT,9841,21,9466
832,64,NU,3370,5,3007
833,65,BC,355299,2983,307963
834,65,AB,539053,4066,523679
835,65,SK,132172,1232,113023
836,65,MB,135214,1744,129338
837,65,ON,1166299,12795,1120117
838,65,QC,957152,13902,922398
839,65,NL,36624,100,25162
840,65,NB,48197,349,40322
841,65,NS,53825,241,43018
842,65,PE,24747,17,20035
843,65,YT,3737,24,3606
844,65,NT,10374,21,9804
845,65,NU,3441,6,3178
846,66,BC,357242,3004,307963
847,66,AB,544254,4098,523679
848,66,SK,133204,1255,113023
849,66,MB,136573,1751,129338
850,66,ON,1184369,12856,1133514
851,66,QC,977011,13977,931800
852,66,NL,39312,115,25162
853,66,NB,51854,358,42893
854,66,NS,58398,252,43018
855,66,PE,27271,19,22295
856,66,YT,3855,24,3706
857,66,NT,10873,21,10262
858,66,NU,3506,7,3389
859,67,BC,359002,3036,307963
860,67,AB,550313,4137,523679
861,67,SK,134252,1275,113023
862,67,MB,138271,1759,129338
863,67,ON,1206931,12922,1149833
864,67,QC,999276,14106,943855
865,67,NL,41255,128,25162
866,67,NB,55812,368,45362
867,67,NS,69899,271,43018
868,67,PE,29649,20,24737
869,67,YT,3953,24,3805
870,67,NT,11098,21,10614
871,67,NU,3531,7,3435
872,68,BC,361034,3077,307963
873,68,AB,556387,4186,523679
874,68,SK,135099,1295,113023
875,68,MB,139465,1774,129338
876,68,ON,1230037,13035,1168929
877,68,QC,1018812,14268,963022
878,68,NL,42576,143,25162
879,68,NB,58768,378,49723
880,68,NS,79289,286,43018
881,68,PE,31706,22,27418
882,68,YT,4015,24,3805
883,68,NT,11136,21,10614
884,68,NU,3531,7,3435
885,69,BC,363302,3147,307963
886,69,AB,563032,4248,523679
887,69,SK,135926,1310,113023
888,69,MB,140931,1792,129338
889,69,ON,1251990,13144,1191712
890,69,QC,1034270,14438,983050
891,69,NL,43538,156,25162
892,69,NB,60756,384,49723
893,69,NS,85123,307,43018
894,69,PE,33525,24,29743
895,69,YT,4125,24,4001
896,69,NT,11243,22,10614
897,69,NU,3531,7,3435
898,70,BC,365577,3226,307963
899,70,AB,568829,4311,523679
900,70,SK,136667,1324,113023
901,70,MB,141973,1819,129338
902,70,ON,1269166,13256,1214942
903,70,QC,1045747,14605,983050
904,70,NL,44251,165,25162
905,70,NB,62148,399,49723
906,70,NS,89225,330,43018
907,70,PE,34935,26,31670
908,70,YT,4203,25,4001
909,70,NT,11348,22,11140
910,70,NU,3531,7,3435
911,71,BC,367559,3307,307963
912,71,AB,573694,4373,523679
913,71,SK,137376,1343,113023
914,71,MB,142875,1847,129338
915,71,ON,1283281,13395,1235302
916,71,QC,1054158,14722,983050
917,71,NL,44788,171,25162
918,71,NB,63486,406,49723
919,71,NS,92781,349,43018
920,71,PE,35947,29,33654
921,71,YT,4271,25,4146
922,71,NT,11411,22,11264
923,71,NU,3531,7,3435
924,72,BC,369202,3398,307963
925,72,AB,577412,4432,523679
926,72,SK,137840,1364,113023
927,72,MB,143603,1913,129338
928,72,ON,1294614,13493,1249820
929,72,QC,1060155,14834,983050
930,72,NL,45196,176,25162
931,72,NB,64490,411,49723
932,72,NS,95802,371,43018
933,72,PE,36785,33,33654
934,72,YT,4321,25,4214
935,72,NT,11426,22,11327
936,72,NU,3531,7,3435
937,73,BC,370559,3469,307963
938,73,AB,580399,4485,523679
939,73,SK,138193,1376,113023
940,73,MB,144140,1928,129338
941,73,ON,1303135,13566,1265415
942,73,QC,1064265,14890,983050
943,73,NL,45573,179,25162
944,73,NB,65258,416,49723
945,73,NS,97938,387,43018
946,73,PE,37383,33,35952
947,73,YT,4349,25,4214
948,73,NT,11433,22,11327
949,73,NU,3531,7,3435
950,74,BC,371720,3547,307963
951,74,AB,582755,4522,523679
952,74,SK,138558,1386,113023
953,74,MB,144556,1980,129338
954,74,ON,1309194,13625,1276210
955,74,QC,1068185,14939,983050
956,74,NL,45964,183,25162
957,74,NB,65812,419,49723
958,74,NS,99688,397,43018
959,74,PE,37850,33,36802
960,74,YT,4381,26,4214
961,74,NT,11466,22,11327
962,74,NU,3531,7,3435
963,75,BC,372611,3614,307963
964,75,AB,584668,4559,523679
965,75,SK,138830,1396,113023
966,75,MB,144895,2004,129338
967,75,ON,1314537,13678,1284384
968,75,QC,1072373,14975,1046143
969,75,NL,46424,185,25162
970,75,NB,66345,421,49723
971,75,NS,101330,415,43018
972,75,PE,38415,34,37431
973,75,YT,4399,26,4214
974,75,NT,11495,22,11327
975,75,NU,3531,7,3435
976,76,BC,373336,3682,307963
977,76,AB,586211,4576,523679
978,76,SK,139224,1412,113023
979,76,MB,145123,2015,129338
980,76,ON,1319596,13718,1290406
981,76,QC,1077079,15005,1050465
982,76,NL,46891,188,25162
983,76,NB,66816,422,65138
984,76,NS,103258,428,43018
985,76,PE,39081,40,38407
986,76,YT,4412,26,4356
987,76,NT,11508,22,11327
988,76,NU,3531,7,3435
989,77,BC,373974,3722,307963
990,77,AB,587394,4589,523679
991,77,SK,139453,1424,113023
992,77,MB,145326,2025,129338
993,77,ON,1323982,13744,1295823
994,77,QC,1082625,15030,1052505
995,77,NL,47353,191,25162
996,77,NB,67241,422,65138
997,77,NS,104971,436,43018
998,77,PE,39732,45,38407
999,77,YT,4432,26,4392
1000,77,NT,11511,22,11327
1001,77,NU,3531,7,3435
1002,78,BC,374594,3747,307963
1003,78,AB,588311,4610,523679
1004,78,SK,139661,1427,113023
1005,78,MB,145498,2043,129338
1006,78,ON,1329416,13774,1300649
1007,78,QC,1089710,15063,1059203
1008,78,NL,47773,193,25162
1009,78,NB,67725,425,65138
1010,78,NS,106633,441,43018
1011,78,PE,40460,45,39108
1012,78,YT,4456,26,4392
1013,78,NT,11511,22,11327
1014,78,NU,3531,7,3435
1015,79,BC,375357,3788,307963
1016,79,AB,589351,4621,523679
1017,79,SK,139871,1431,113023
1018,79,MB,145623,2047,129338
1019,79,ON,1336059,13812,1305387
1020,79,QC,1099702,15110,1064744
1021,79,NL,48179,194,25162
1022,79,NB,68493,429,65138
1023,79,NS,108366,448,43018
1024,79,PE,41417,45,39108
1025,79,YT,4482,26,4392
1026,79,NT,11511,22,11327
1027,79,NU,3531,7,3435
1028,80,BC,376329,3823,307963
1029,80,AB,590691,4639,523679
1030,80,SK,140080,1434,113023
1031,80,MB,145853,2053,129338
1032,80,ON,1344883,13855,1311070
1033,80,QC,1111395,15166,1091336
1034,80,NL,48593,196,25162
1035,80,NB,69537,433,65138
1036,80,NS,109982,455,43018
1037,80,PE,42602,46,40437
1038,80,YT,4510,26,4392
1039,80,NT,11511,22,11327
1040,80,NU,3531,7,3435
1041,81,BC,377372,3855,307963
1042,81,AB,592197,4652,523679
1043,81,SK,140289,1438,113023
1044,81,MB,146024,2056,129338
1045,81,ON,1356422,13911,1318179
1046,81,QC,1124638,15289,1099129
1047,81,NL,48954,200,25162
1048,81,NB,70541,438,65138
1049,81,NS,111769,461,43018
1050,81,PE,44121,48,41242
1051,81,YT,4566,26,4489
1052,81,NT,11511,22,11327
1053,81,NU,3531,7,3435
1054,82,BC,378291,3908,307963
1055,82,AB,593988,4666,523679
1056,82,SK,140670,1448,113023
1057,82,MB,146266,2061,129338
1058,82,ON,1368682,14009,1327260
1059,82,QC,1137508,15392,1099129
1060,82,NL,49412,203,25162
1061,82,NB,71479,443,65138
1062,82,NS,113669,467,43018
1063,82,PE,45645,49,41242
1064,82,YT,4603,26,4489
1065,82,NT,11511,22,11327
1066,82,NU,3531,7,3435
1067,83,BC,379274,3940,307963
1068,83,AB,595659,4687,523679
1069,83,SK,141051,1459,113023
1070,83,MB,146524,2067,129338
1071,83,ON,1379922,14106,1338426
1072,83,QC,1147744,15483,1099129
1073,83,NL,49748,207,25162
1074,83,NB,72226,447,65138
1075,83,NS,115417,468,43018
1076,83,PE,46818,49,41242
1077,83,YT,4682,26,4489
1078,83,NT,11511,22,11327
1079,83,NU,3531,7,3435
1080,84,BC,380174,3995,307963
1081,84,AB,597367,4718,523679
1082,84,SK,141432,1469,113023
1083,84,MB,146874,2079,129338
1084,84,ON,1390463,14224,1350532
1085,84,QC,1155813,15587,1099129
1086,84,NL,50091,212,25162
1087,84,NB,72968,451,65138
1088,84,NS,117142,472,43018
1089,84,PE,47694,51,41242
1090,84,YT,4738,29,4489
1091,84,NT,11511,22,11327
1092,84,NU,3531,7,3435
1093,85,BC,381049,4037,307963
1094,85,AB,599100,4737,523679
1095,85,SK,141815,1479,113023
1096,85,MB,147329,2093,129338
1097,85,ON,1400429,14300,1361747
1098,85,QC,1163070,15666,1099129
1099,85,NL,50430,219,25162
1100,85,NB,73643,456,65138
1101,85,NS,118671,481,43018
1102,85,PE,48353,52,41242
1103,85,YT,4771,30,4489
1104,85,NT,11511,22,11327
1105,85,NU,3531,7,3435
1106,86,BC,381788,4097,307963
1107,86,AB,600629,4772,523679
1108,86,SK,142298,1491,113023
1109,86,MB,147806,2105,129338
1110,86,ON,1410118,14390,1372252
1111,86,QC,1169944,15747,1099129
1112,86,NL,50810,223,25162
1113,86,NB,74440,462,65138
1114,86,NS,120055,490,43018
1115,86,PE,49063,53,41242
1116,86,YT,4798,30,4489
1117,86,NT,11511,22,11327
1118,86,NU,3531,7,3435
1119,87,BC,382436,4145,307963
1120,87,AB,602028,4799,523679
1121,87,SK,142781,1503,113023
1122,87,MB,148428,2115,129338
1123,87,ON,1419317,14496,1382237
1124,87,QC,1175570,15839,1099129
1125,87,NL,51111,227,25162
1126,87,NB,75152,466,65138
1127,87,NS,121380,496,43018
1128,87,PE,49834,54,41242
1129,87,YT,4817,30,4489
1130,87,NT,11511,22,11327
1131,87,NU,3531,7,3435
1132,88,BC,383054,4183,307963
1133,88,AB,603165,4836,523679
1134,88,SK,143264,1515,113023
1135,88,MB,148903,2118,129338
1136,88,ON,1427570,14582,1391716
1137,88,QC,1180607,15899,1099129
1138,88,NL,51329,231,25162
1139,88,NB,75741,472,65138
1140,88,NS,122458,504,43018
1141,88,PE,50404,56,41242
1142,88,YT,4839,30,4489
1143,88,NT,11511,22,11327
1144,88,NU,3531,7,3435
1145,89,BC,383628,4216,307963
1146,89,AB,604210,4857,523679
1147,89,SK,143747,1527,113023
1148,89,MB,149245,2137,129338
1149,89,ON,1434645,14657,1400625
1150,89,QC,1185562,15946,1099129
1151,89,NL,51446,235,25162
1152,89,NB,76316,476,65138
1153,89,NS,123549,518,43018
1154,89,PE,50855,57,41242
1155,89,YT,4859,30,4489
1156,89,NT,11511,22,11327
1157,89,NU,3531,7,3435
1158,90,BC,384266,4253,307963
1159,90,AB,605457,4884,523679
1160,90,SK,144235,1543,113023
1161,90,MB,149622,2143,129338
1162,90,ON,1442405,14734,1409224
1163,90,QC,1190520,15991,1099129
1164,90,NL,51580,236,25162
1165,90,NB,76902,480,65138
1166,90,NS,124511,531,43018
1167,90,PE,51256,59,41242
1168,90,YT,4867,31,4489
1169,90,NT,11511,22,11327
1170,90,NU,3531,7,3435
1171,91,BC,384900,4283,307963
1172,91,AB,606866,4913,523679
1173,91,SK,144704,1550,113023
1174,91,MB,149908,2160,129338
1175,91,ON,1450630,14810,1416737
1176,91,QC,1196087,16028,1099129
1177,91,NL,51743,239,25162
1178,91,NB,77460,485,65138
1179,91,NS,125474,541,43018
1180,91,PE,51604,60,41242
1181,91,YT,4891,31,4489
1182,91,NT,11511,22,11327
1183,91,NU,3531,7,3435
1184,92,BC,385599,4321,307963
1185,92,AB,608256,4944,523679
1186,92,SK,145260,1565,113023
